time_s,imu_acc_norm_mps2,imu_gyro_norm_rps,stationary_flag,zupt_update_count,update_applied,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
86.999954277,9.79537007979,0.00242383992871,1,219,1,-0.165414780694,0.121065381841,0.0342726688449,0.0310166551568,-0.0127794340597,0.0211872289547
87.099954277,9.85067637272,0.0161748261196,1,220,1,-0.160083104011,0.117090068218,0.0342277181805,0.0454843637547,-0.0216126307034,0.0200233930505
87.199954277,9.81085750585,0.00650480591563,1,221,1,-0.153199393716,0.109466548552,0.0326274602642,0.0582971961183,-0.0374628999648,0.017508526483
87.299954277,9.83092187946,0.010425329731,1,222,1,-0.145960039167,0.103839923224,0.0313780525096,0.0685486465162,-0.0429675656948,0.0154082946615
87.499954277,9.8105415243,0.0139575248522,1,223,1,-0.129603979496,0.0878787375298,0.025452756499,0.0827976536912,-0.0599592991996,0.00502514084845
88.499954277,9.78226584182,0.0176210101867,1,224,1,-0.046072470972,0.02289051248,0.00716977050105,0.0745575633516,-0.044544176948,0.00620558516666
89.699954277,9.72625570299,0.0277184505339,1,225,1,-0.0670537285549,0.0445971721287,0.00707627137546,-0.043651885057,0.0545669933576,-0.0177048193126
89.899954277,9.66141035253,0.0243836523105,1,226,1,-0.0820086827143,0.0588231181874,0.00845015736707,-0.0570267394394,0.0636273417824,-0.0167010540831
90.099954277,9.6913685824,0.0300894499784,1,227,1,-0.0983720453428,0.0728950395022,0.0106945987287,-0.0654695954856,0.0643071324272,-0.0157415698253
90.299954277,9.74637111955,0.0191605062564,1,228,1,-0.114539915371,0.0861007880532,0.0140131374752,-0.0662365074179,0.0634993210971,-0.0118951433143
90.399954277,9.71577840422,0.0111495515605,1,229,1,-0.122620734632,0.0939343648767,0.0159575751356,-0.0650672645501,0.0637394915521,-0.00893829558505
90.499954277,9.71062433626,0.020079529377,1,230,1,-0.129380445962,0.100644437964,0.0179812632379,-0.0596928763772,0.0621840038641,-0.00723290438794
90.699954277,9.69539452524,0.0177904468747,1,231,1,-0.143454589011,0.116514084758,0.0189200064985,-0.0543845423647,0.0640712532034,-0.00858527496703
90.799954277,9.68538202654,0.00845946215784,1,232,1,-0.14872303364,0.123533648097,0.0209969613298,-0.0463646540086,0.0611377864007,-0.00592721654856
91.199954277,9.78052401459,0.00925337776166,1,233,1,-0.160643712511,0.140870946269,0.0263150954357,-0.0150434436061,0.0358204439495,0.00605057632392
91.699954277,9.77041580487,0.0152027957955,1,234,1,-0.144593227726,0.136355155139,0.0277362764282,0.04577277787,-0.0168646515822,0.0136587830837
91.799954277,9.83064214586,0.00799218368157,1,235,1,-0.136959584861,0.13145978636,0.028484800754,0.0573854658161,-0.0256715386156,0.0176844286374
91.999954277,9.78549692146,0.0141818546037,1,236,1,-0.125280325474,0.125031406572,0.0272710854173,0.065075961884,-0.0314884980514,0.0174609146589
92.199954277,9.83084050323,0.0134768319719,1,237,1,-0.109531666988,0.110614701818,0.0225002367072,0.0760677811931,-0.0529609555399,0.00837809656392
92.499954277,9.82647571615,0.0224847170318,1,238,1,-0.0871855023557,0.0859155780547,0.0160932453289,0.0750473381759,-0.0700319097019,0.0075175538678
93.099954277,9.80647490182,0.0121706614446,1,239,1,-0.0545892820086,0.0422377575081,0.00943503011933,0.0492200265045,-0.0582086864193,0.0103478853115
93.499954277,9.78190676709,0.018763328596,1,240,1,-0.0523690332857,0.0241735441007,0.00752207657054,0.0090245430354,-0.0328820121322,0.00855498729201
93.599954277,9.76201055111,0.00882113938219,1,241,1,-0.0533811190582,0.0193223760395,0.00551070820606,0.00442759041572,-0.0293850449552,0.00349050382964
93.799954277,9.76651165975,0.0163286557928,1,242,1,-0.0586449363655,0.0175871243674,0.00443619794864,-0.0125586309485,-0.00897988184938,-0.00130105088376
94.199954277,9.7058680704,0.015431299362,1,243,1,-0.0819765194428,0.0237377492262,0.00658314275963,-0.0461362675568,0.0230688550872,-0.0023451971186
94.699954277,9.70057987957,0.015624499992,1,244,1,-0.114953484917,0.0430086117806,0.0109585683416,-0.0528496045578,0.0454981804225,-0.00739527283222
94.899954277,9.69601206682,0.0200156189012,1,245,1,-0.127275870879,0.0546997382417,0.013652437644,-0.047621168571,0.0535419809148,-0.00715721318466
96.199954277,9.78083840987,0.0159393381293,1,246,1,-0.127767359138,0.121959299295,0.0187266907392,0.0360819346516,0.0383072433217,-0.00377096526568
96.299954277,9.77586185459,0.0154555815161,1,247,1,-0.121435941126,0.121885949749,0.018630000057,0.0463523794435,0.0271820935687,-0.00222583758128
96.399954277,9.73076178929,0.0170293863659,1,248,1,-0.114675976599,0.120477193886,0.0168484553084,0.0565391987651,0.011702079241,-0.00486451353929
97.699954277,9.82213953271,0.00398434436263,1,249,1,-0.0630470455106,0.0919630907209,0.00948821698469,0.0321936165787,-0.035846309613,0.0154275548722
97.799954277,9.77776815025,0.0147775167061,1,250,1,-0.0622720989244,0.0878738031677,0.0104333189064,0.0265070475228,-0.0351781753526,0.0176574286113
97.899954277,9.7760140139,0.0138586615515,1,251,1,-0.0628016272801,0.0839377749641,0.0114483090371,0.0145669326157,-0.0351487283958,0.0184529391092
98.099954277,9.79648023527,0.0242306623929,1,252,1,-0.0695350370206,0.0769161330856,0.0124321979557,-0.0136945133364,-0.032932044678,0.0172223572025
98.199954277,9.7809265921,0.0139306317158,1,253,1,-0.0744617427358,0.0745307579276,0.0122248607384,-0.0226157072168,-0.0274569539514,0.0148381419904
98.399954277,9.78051251213,0.0103350133043,1,254,1,-0.0860671786334,0.0665792513674,0.0128411921393,-0.0396522396648,-0.0299048309543,0.0122115976957
98.499954277,9.81099892977,0.0116565432269,1,255,1,-0.0926169512393,0.0634227803761,0.0126386425115,-0.0436537785793,-0.027873044841,0.00996828341112
98.699954277,9.75116018738,0.0114618933863,1,256,1,-0.103455239204,0.0579038512684,0.0149315788032,-0.0440488995601,-0.0232947252853,0.0111132561552
99.399954277,9.77549615109,0.01858426754,1,257,1,-0.14468088262,0.0465410843015,0.0191586166301,-0.0376373751147,-0.00666445713941,0.00441237717153
99.699954277,9.76042647634,0.0130527774822,1,258,1,-0.150283941672,0.0432969414469,0.0197549524389,-0.00976484775906,-0.00143352587462,0.00129385646043
101.199954277,9.7362967806,0.0206806068576,1,259,1,-0.0740832224692,0.0706815974141,0.00774359541405,0.0744406679289,0.0329203809445,-0.00809800238744
101.699954277,9.71197842872,0.0220241344892,1,260,1,-0.0496270256337,0.0921007501643,0.00410406825007,0.0433093629146,0.0417717728212,-0.00921946089923
102.599954277,9.7474073476,0.0254619814626,1,261,1,-0.0740475801644,0.129473419909,0.00678968088666,-0.0412225844157,0.025854861233,-0.00371932730988
103.199954277,9.7259511103,0.0207800986523,1,262,1,-0.126339287386,0.13498395583,0.0180668538152,-0.076770248995,-0.00330535714672,0.0124105869915
