2026-09-01T11:59:47+08:00 fresh=ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T11:59:49+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T11:59:54+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T11:59:58+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:04+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:10+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:16+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:22+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:28+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:35+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T12:00:40+08:00 ABORTED code=6; status_seq=4
