2026-09-01T14:52:35+08:00 fresh=ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:52:37+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:52:41+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:52:47+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:52:52+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:52:56+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:02+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:08+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:14+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:20+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:26+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:32+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:38+08:00 ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T14:53:44+08:00 ABORTED code=6; status_seq=4
