t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
3.201,-0.0690,0.0717,0.00105,,,0,IDLE code=0,0,,2837,0,0,0,0.000,0,,,,
3.590,-0.0692,0.0718,-0.00030,,,0,IDLE code=0,0,,2837,0,0,0,0.000,0,,,,
3.601,-0.0692,0.0720,-0.00175,,,0,IDLE code=0,0,,2837,0,0,0,0.000,0,,,,
3.801,-0.0710,0.0802,0.00102,,,0,IDLE code=0; status_seq=1,0,,2837,0,0,0,0.000,0,,,,
4.000,-0.0724,0.0825,-0.00302,,,0,IDLE code=0; status_seq=1,0,,2837,0,0,0,0.000,0,,,,
4.201,-0.0723,0.0829,-0.00344,,,0,IDLE code=0; status_seq=1,0,,2837,0,0,0,0.000,0,,,,
4.401,-0.0750,0.0893,0.00108,,,0,IDLE code=0; status_seq=1,0,,2837,0,0,0,0.000,0,,,,
4.601,-0.0779,0.0908,-0.00487,,,0,IDLE code=0; status_seq=1,0,,2837,0,0,0,0.000,0,,,,
4.801,-0.0797,0.0975,0.00022,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
5.001,-0.0851,0.1055,-0.00456,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
5.200,-0.0913,0.1129,0.00074,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
5.401,-0.0978,0.1204,0.00082,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
5.601,-0.1006,0.1224,0.00205,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
5.802,-0.1065,0.1290,0.00207,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
6.000,-0.1129,0.1316,-0.00443,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
6.200,-0.1164,0.1369,0.00308,,,0,IDLE code=0; status_seq=1,0,,2901,0,0,0,0.000,0,,,,
