plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,8.718,/unsmoothed_plan,camera_init,0,-0.1264,0.1166,0.00000,-0.1264,0.1166,0.00000
1,8.718,/unsmoothed_plan,camera_init,1,1.0891,0.2230,0.17453,1.0891,0.2230,0.17453
1,8.718,/unsmoothed_plan,camera_init,2,2.2677,0.5388,0.34907,2.2677,0.5388,0.34907
1,8.718,/unsmoothed_plan,camera_init,3,3.3736,1.0545,0.52360,3.3736,1.0545,0.52360
1,8.718,/unsmoothed_plan,camera_init,4,4.4303,1.6646,0.52360,4.4303,1.6646,0.52360
1,8.718,/unsmoothed_plan,camera_init,5,5.0645,1.9889,0.34907,5.0645,1.9889,0.34907
1,8.718,/unsmoothed_plan,camera_init,6,5.7285,2.2471,0.17453,5.7285,2.2471,0.17453
1,8.718,/unsmoothed_plan,camera_init,7,6.4152,2.4365,0.17453,6.4152,2.4365,0.17453
1,8.718,/unsmoothed_plan,camera_init,8,7.1176,2.5550,0.00000,7.1176,2.5550,0.00000
1,8.718,/unsmoothed_plan,camera_init,9,7.8285,2.6016,0.00000,7.8285,2.6016,0.00000
1,8.718,/unsmoothed_plan,camera_init,10,8.5404,2.5757,-0.17453,8.5404,2.5757,-0.17453
1,8.718,/unsmoothed_plan,camera_init,11,9.2461,2.4785,-0.17453,9.2461,2.4785,-0.17453
1,8.718,/unsmoothed_plan,camera_init,12,9.9481,2.3555,-0.17453,9.9481,2.3555,-0.17453
1,8.718,/unsmoothed_plan,camera_init,13,10.6501,2.2325,-0.17453,10.6501,2.2325,-0.17453
1,8.718,/unsmoothed_plan,camera_init,14,11.3521,2.1095,-0.17453,11.3521,2.1095,-0.17453
1,8.718,/unsmoothed_plan,camera_init,15,12.0541,1.9865,-0.17453,12.0541,1.9865,-0.17453
1,8.718,/unsmoothed_plan,camera_init,16,12.7561,1.8635,-0.17453,12.7561,1.8635,-0.17453
1,8.718,/unsmoothed_plan,camera_init,17,13.4580,1.7405,-0.17453,13.4580,1.7405,-0.17453
1,8.718,/unsmoothed_plan,camera_init,18,14.1600,1.6175,-0.17453,14.1600,1.6175,-0.17453
1,8.718,/unsmoothed_plan,camera_init,19,14.8620,1.4945,-0.17453,14.8620,1.4945,-0.17453
1,8.718,/unsmoothed_plan,camera_init,20,15.5640,1.3715,-0.17453,15.5640,1.3715,-0.17453
1,8.718,/unsmoothed_plan,camera_init,21,16.2660,1.2485,-0.17453,16.2660,1.2485,-0.17453
1,8.718,/unsmoothed_plan,camera_init,22,16.9680,1.1255,-0.17453,16.9680,1.1255,-0.17453
1,8.718,/unsmoothed_plan,camera_init,23,17.6700,1.0025,-0.17453,17.6700,1.0025,-0.17453
1,8.718,/unsmoothed_plan,camera_init,24,18.3720,0.8795,-0.17453,18.3720,0.8795,-0.17453
1,8.718,/unsmoothed_plan,camera_init,25,19.0739,0.7565,-0.17453,19.0739,0.7565,-0.17453
1,8.718,/unsmoothed_plan,camera_init,26,19.7759,0.6335,-0.17453,19.7759,0.6335,-0.17453
1,8.718,/unsmoothed_plan,camera_init,27,20.4779,0.5105,-0.17453,20.4779,0.5105,-0.17453
