t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
0.200,-0.2198,0.2400,0.00060,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.400,-0.2197,0.2398,-0.00312,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.600,-0.2196,0.2404,0.00035,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.800,-0.2196,0.2404,0.00035,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.000,-0.2181,0.2411,-0.00008,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.200,-0.2170,0.2412,-0.00156,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.400,-0.2153,0.2404,-0.00073,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.601,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
1.800,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.000,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
2.200,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
2.400,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
2.600,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
2.800,-0.2153,0.2404,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
3.000,-0.1915,0.2137,0.00027,,,0,IDLE code=0; status_seq=1,0,,3139,0,0,0,0.000,0,,,,
3.200,-0.1902,0.2127,-0.00019,,,0,IDLE code=0; status_seq=1,0,,3091,0,0,0,0.000,0,,,,
3.400,-0.1915,0.2129,0.00078,,,0,IDLE code=0; status_seq=1,0,,3091,0,0,0,0.000,0,,,,
3.600,-0.1915,0.2129,0.00077,,,0,IDLE code=0; status_seq=1,0,,3091,0,0,0,0.000,0,,,,
3.800,-0.1957,0.2136,0.00039,,,0,IDLE code=0; status_seq=1,0,,3091,0,0,0,0.000,0,,,,
4.000,-0.1983,0.2142,0.00035,,,0,IDLE code=0; status_seq=1,0,,3091,0,0,0,0.000,0,,,,
