plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,5.474,/plan,camera_init,0,-0.2168,0.2239,0.00000,-0.2168,0.2239,0.00000
1,5.474,/plan,camera_init,1,0.8203,0.3012,0.14871,0.8203,0.3012,0.14871
1,5.474,/plan,camera_init,2,1.8346,0.5312,0.29742,1.8346,0.5312,0.29742
1,5.474,/plan,camera_init,3,2.8035,0.9090,0.44613,2.8035,0.9090,0.44613
1,5.474,/plan,camera_init,4,3.7058,1.4263,0.59485,3.7058,1.4263,0.59485
1,5.474,/plan,camera_init,5,4.5378,2.0516,0.65804,4.5378,2.0516,0.65804
1,5.474,/plan,camera_init,6,5.3784,2.6648,0.56698,5.3784,2.6648,0.56698
1,5.474,/plan,camera_init,7,6.2948,3.1567,0.41826,6.2948,3.1567,0.41826
1,5.474,/plan,camera_init,8,7.0108,3.4749,0.34904,7.0108,3.4749,0.34904
1,5.474,/plan,camera_init,9,7.7115,3.7299,0.26730,7.7115,3.7299,0.26730
1,5.474,/plan,camera_init,10,8.4071,3.9204,0.17913,8.4071,3.9204,0.17913
1,5.474,/plan,camera_init,11,9.1026,4.0463,0.08904,9.1026,4.0463,0.08904
1,5.474,/plan,camera_init,12,9.7989,4.1085,0.00041,9.7989,4.1085,0.00041
1,5.474,/plan,camera_init,13,10.4949,4.1088,-0.08383,10.4949,4.1088,-0.08383
1,5.474,/plan,camera_init,14,11.1884,4.0505,-0.16054,11.1884,4.0505,-0.16054
1,5.474,/plan,camera_init,15,11.8771,3.9390,-0.22637,11.8771,3.9390,-0.22637
1,5.474,/plan,camera_init,16,12.5600,3.7817,-0.27836,12.5600,3.7817,-0.27836
1,5.474,/plan,camera_init,17,13.2370,3.5882,-0.31564,13.2370,3.5882,-0.31564
1,5.474,/plan,camera_init,18,13.9092,3.3687,-0.34033,13.9092,3.3687,-0.34033
1,5.474,/plan,camera_init,19,14.5779,3.1319,-0.35570,14.5779,3.1319,-0.35570
