elapsed_s,mode,spawn_yaw_rad,lio_x_rel_m,lio_y_rel_m,lio_z_rel_m,ekf_x_rel_m,ekf_y_rel_m,ekf_z_rel_m,ekf_camera_x_rel_m,ekf_camera_y_rel_m,truth_x_rel_m,truth_y_rel_m,truth_z_rel_m,truth_world_x_rel_m,truth_world_y_rel_m,lio_xy_drift_m,ekf_xy_drift_m,truth_xy_motion_m,lio_truth_xy_error_m,ekf_truth_xy_error_m,lio_yaw_rad,ekf_yaw_rad,lio_vx_mps,lio_vy_mps,lio_wz_radps,ekf_vx_mps,ekf_vy_mps,ekf_wz_radps,cmd_vx_mps,cmd_wz_radps,gps_lat,gps_lon,imu_gz_radps,filtered_points,registered_points,safety_cloud_points,raw_obstacle_points,safety_stop,nan_count,stamp_backwards
11.82526433700059,running,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0006252635382513205,nan,0.004964956754463898,0.0014385274595170522,-0.0085,nan,nan,nan,0.6,0.0008985619165101038,-33.72276871513596,150.6739895671597,-0.00925,22007,7461,3581,3581,0,0,0
12.030613058000199,running,1.0,0.0028368818528622386,0.000930531816521335,0.00022183516002706113,nan,nan,nan,nan,nan,0.03356222109276023,-9.033029516791052e-05,0.009277996219674275,0.0182097557689076,0.028192829568496336,0.002985596775965834,nan,0.033562342651274286,0.030742293845090644,nan,-0.0002025208799452726,nan,0.009032293767239607,0.001115457273009172,-0.006,nan,nan,nan,0.6,0.0018548371538473253,-33.722768489065324,150.67398973294934,-0.00825,22016,7461,3570,3570,0,0,0
12.23387035900032,running,1.0,0.008348521785098165,0.0011126804480443564,0.0007111114101240219,nan,nan,nan,nan,nan,0.07247513653516671,-0.0001996480273939033,0.0152238403997451,0.03932648141028494,0.060877854224770545,0.008422343722249695,nan,0.07247541152091445,0.06414004151332578,nan,-0.00022921150022868096,nan,0.006698525646535753,0.0007873064033965099,-0.01,nan,nan,nan,0.6,-0.008232506745027152,-33.722768161733065,150.67398997398533,0.0125,22037,7476,3559,3559,0,0,0
12.434635479000463,running,1.0,0.017099966695340932,0.0025818547478009962,0.0001734063485547034,nan,nan,nan,nan,nan,0.11673142136485996,-0.00035168402339322974,0.019270742422350107,0.06336618803220517,0.09803608840513789,0.017293780238007872,nan,0.11673195113383822,0.09967463272712132,nan,0.0003617785786866723,nan,0.005245864306701582,0.0011055106134485269,-0.00375,nan,nan,nan,0.6,-0.009327934822991706,-33.72276786524122,150.67399019047656,-0.0135,22030,7516,3565,3565,0,0,0
12.634986423000555,running,1.0,0.029424017447556433,0.005708930548655969,-0.0003785006627211457,nan,nan,nan,nan,nan,0.16661970724897163,-0.00047153996613683025,0.021834367447529784,0.09042179922937521,0.13995087501618286,0.029972732454073697,nan,0.16662037448545322,0.13733482994444768,nan,-0.0004702468047705749,nan,0.005143251067331127,0.0005791751786154043,-0.00175,nan,nan,nan,0.6,-0.010909324159034381,-33.72276740318787,150.67399053021796,0.0085,22030,7516,3565,3565,0,0,0
12.83518390000063,running,1.0,0.04244441365214846,0.011192439113544533,-0.0009248882508048478,nan,nan,nan,nan,nan,0.23707042406049472,-0.0005937527254666897,0.022648417078456134,0.12858932246365384,0.19916707723632499,0.043895318014397486,nan,0.23707116759851207,0.19498255882395144,nan,-0.0001486886612907609,nan,0.009328424891711623,0.0013793728866958372,-0.02,nan,nan,nan,0.6,-0.009501937202891438,-33.72276700647031,150.67399082345815,0.0035,22007,7556,3558,3558,0,0,0
13.035739053000725,running,1.0,0.04483466867806415,0.009634547909640634,-0.0013298848067833727,nan,nan,nan,nan,nan,0.29903700923115584,-0.0006922815851081177,0.02115017902862444,0.162152920494691,0.25125692531500476,0.045858172978161124,nan,0.299037810558644,0.2544120149483582,nan,-0.0009744559310451214,nan,0.005262824946701954,0.0008237591650402303,-0.022,nan,nan,nan,0.6,-0.010693472747819288,-33.72276642687065,150.67399125197082,0.00275,22007,7562,3552,3552,0,0,0
13.236537392000173,running,1.0,0.07582039862601737,0.022294655434430904,-0.002618746492346311,nan,nan,nan,nan,nan,0.3774428988793692,-0.0007411792510095272,0.017203134156728597,0.20455694943234448,0.31720678697038807,0.07903027589948157,nan,0.3774436266002433,0.3025008798974611,nan,0.003021889163876297,nan,0.0158200080704882,0.005753927438857007,-0.0085,nan,nan,nan,0.6,-0.008407948529384942,-33.72276596229724,150.67399159778896,-0.0035,22015,7562,3552,3552,0,0,0
13.437523219000468,running,1.0,0.08539360815417545,0.02254707744384743,-0.003767887550672616,nan,nan,nan,nan,nan,0.45387697614876676,-0.000731675302233642,0.011888287313558468,0.2458464603307675,0.3815289802485893,0.08832009406045553,nan,0.453877565899325,0.36921794758387705,nan,-0.0019848768940502323,nan,0.00509541481509534,0.0001040317519164848,0.00375,nan,nan,nan,0.6,-0.011861178009576317,-33.72276529581904,150.67399209666837,-0.00625,22015,7544,3552,3552,0,0,0
13.63795811700038,running,1.0,0.11176554495268293,0.02547581617208461,-0.006002947326785964,nan,nan,nan,nan,nan,0.553339408551013,-0.0006573186602827907,0.0034453156529146572,0.2995236729482258,0.46526390625859904,0.11463225657817278,nan,0.5533397989693187,0.44234649060360287,nan,-0.0028976129497432627,nan,0.02954092042993919,0.002954632228629043,0.0032500000000000003,nan,nan,nan,0.6,-0.011861178009576317,-33.722764590463626,150.6739926266474,-0.0,22020,7544,3470,3470,0,0,0
