time_s,truth_x_m,truth_y_m,truth_z_m,lio_x_m,lio_y_m,lio_z_m,lio_xy_drift_m,truth_xy_motion_m,raw_points,filtered_points,registered_points
0.4550245329992322,-535.6428027638319,161.52533800393562,-0.18713861072462454,-0.2868533854053454,0.3555088110736452,0.09389036684523921,0.0,0.0,69984,0,0
1.0101523539997288,-535.6452391884519,161.52531529360638,-0.17373129073819818,-0.23397799898867788,0.30574773353306034,0.07058497753275947,0.07260834199120651,0.002436530461112846,69984,0,8261
2.0026164899991272,-535.6468718407385,161.52515658931725,-0.09134220294584702,-0.11867453711917521,0.1969363939142851,0.0353208921983266,0.23114786716434302,0.0040731189689976926,69984,23855,8214
3.0092910549992666,-535.6460240567862,161.52493413716317,-0.042948491246249304,-0.12793537873949776,0.2006071031549725,0.03214768155384319,0.22192222051603616,0.003246511461160975,69984,23962,8234
4.012170124999102,-535.6462362207359,161.5244618916907,-0.0901693099688211,-0.33293775006273957,0.3993466932882105,0.08683221066270676,0.06360446983454687,0.003543472728422912,69984,24142,8358
5.007022948000667,-535.650551109946,161.52358550973878,-0.1655777952839353,-0.33890249865231503,0.4158231715412062,0.09147529175271223,0.07966763626722433,0.007944060889370812,69984,24150,8380
6.009271122000428,-535.6549397899621,161.52310856810672,-0.1632926920699513,-0.15440063104500573,0.290263050388376,0.07580130033918527,0.1476507413629877,0.012340088630141249,69984,23776,8210
7.0127796809993015,-535.6561224469406,161.5232879948433,-0.0931397342253641,-0.11961534749784658,0.21892425758422293,0.03384886443138541,0.2159256853064379,0.013476516441329859,69984,23727,8220
8.012404031000187,-535.6550749356034,161.523533061336,-0.061998331315581294,-0.16014375973484452,0.23536375560780076,0.0363687368880217,0.17461432813617928,0.012404193556026425,69984,23770,8187
9.013142664000043,-535.6559446539951,161.52285206439217,-0.10985408777553238,-0.33370541116133245,0.3666818083482725,0.08021933464246205,0.04816584044256371,0.013374945699884112,69984,24156,8377
10.011737074999473,-535.6598634735102,161.52130177172484,-0.15558263724334842,-0.26345909514488874,0.3453747306079845,0.07841378356907384,0.025494948591338277,0.017531656658335386,69984,23976,8318
11.002809174999129,-535.6629879433316,161.52026946984813,-0.13143755940117377,-0.1404267868020872,0.26353819240908705,0.04716670101351977,0.17291426625950002,0.020811811771914643,69984,23749,8220
12.013657171999512,-535.6626548406432,161.52046883073297,-0.07896311165407514,-0.12109068132234872,0.24415834825329655,0.03472846048534074,0.1996902592396859,0.02044049415738758,69984,23725,8215
13.00027403400054,-535.6614597915234,161.52099500501458,-0.0845625930159151,-0.3159029413128346,0.3507975204352583,0.05222525018208284,0.029429117518228312,0.019155843022639975,69984,24021,8275
14.013310185999217,-535.6632610874882,161.5204294066884,-0.14173397629125942,-0.33219057924139844,0.3672018796297546,0.07869521241771493,0.04682081798928466,0.0210389480193295,69984,24116,8359
15.001497363999079,-535.6672224441868,161.51872650745705,-0.1533317685434202,-0.22178876819602,0.28777965102094194,0.06658002768024213,0.09391828114930945,0.025298867056056933,69984,23866,8248
16.01960488700024,-535.6689474655013,161.51743346609172,-0.09584783266214687,-0.15125501434559852,0.25099469663592155,0.04750576463113591,0.17120198115313498,0.02731349746751669,69984,23751,8199
17.002425622000374,-535.6676483470308,161.51726684564218,-0.05746454154556853,-0.15125501434559852,0.25099469663592155,0.04750576463113591,0.17120198115313498,0.026123678927136226,69984,23751,8199
18.00017279399981,-535.6668450354349,161.51770955980243,-0.10527882902451659,-0.19602098135332746,0.5393183304152928,0.11380352749811867,0.20502796157226105,0.02522348080112335,69984,24150,8199
