t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts
50.800,2.114,8.009,-2.1643,0.000,0.000,0,0.475,0.200,-0.254,-0.150,0.000,0.000,0.0000,PLAN,131
51.000,2.072,7.847,-2.1565,0.000,0.000,0,0.461,0.200,-0.312,0.577,0.000,0.000,0.0000,PLAN,133
51.200,1.858,7.626,-2.1286,0.000,0.000,0,0.422,0.200,-1.174,-0.479,0.000,0.000,0.0000,PLAN,129
51.400,1.854,7.621,-2.1302,0.000,0.000,0,0.416,0.200,-1.147,-0.439,0.000,0.000,0.0000,PLAN,128
51.600,1.639,7.412,-2.0893,0.000,0.000,0,0.400,0.203,-0.357,-0.249,0.000,0.000,0.0000,PLAN,128
51.800,1.625,7.450,-2.0911,0.000,0.000,0,0.450,0.200,-0.475,-0.589,0.000,0.000,0.0000,PLAN,135
52.000,1.643,7.523,-2.0532,0.000,0.000,0,0.500,0.200,0.186,-0.733,0.000,0.000,0.0000,PLAN,135
52.200,1.462,7.203,-2.0464,0.000,0.000,0,0.466,0.200,-0.575,-0.431,0.000,0.000,0.0000,PLAN,149
52.400,1.340,7.139,-2.0326,0.000,0.000,0,0.448,0.200,-0.670,0.371,0.000,0.000,0.0000,PLAN,137
52.600,1.298,7.158,-2.0166,0.000,0.000,0,0.444,0.200,-0.751,-0.268,0.000,0.000,0.0000,PLAN,145
52.800,1.204,7.018,-1.9922,0.000,0.000,0,0.488,0.200,-0.327,-0.399,0.000,0.000,0.0000,PLAN,153
53.000,1.182,6.964,-1.9926,0.000,0.000,0,0.478,0.200,-0.435,0.460,0.000,0.000,0.0000,PLAN,153
53.200,1.012,6.740,-1.9642,0.000,0.000,0,0.437,0.200,-0.856,0.766,0.000,0.000,0.0000,PLAN,159
53.400,0.992,6.751,-1.9362,0.000,0.000,0,0.444,0.200,-0.048,1.285,0.000,0.000,0.0000,PLAN,170
53.600,0.922,6.632,-1.9259,0.000,0.000,0,0.438,0.200,-0.387,-0.264,0.000,0.000,0.0000,PLAN,156
53.800,0.871,6.534,-1.9149,0.000,0.000,0,0.471,0.200,-0.294,0.442,0.000,0.000,0.0000,PLAN,166
54.000,0.826,6.447,-1.8900,0.000,0.000,0,0.490,0.200,-0.366,1.222,0.000,0.000,0.0000,PLAN,171
54.200,0.828,6.264,-1.8762,0.000,0.000,0,0.462,0.200,0.092,-0.722,0.000,0.000,0.0000,PLAN,177
54.400,0.735,6.133,-1.8521,0.000,0.000,0,0.449,0.200,-0.499,-0.516,0.000,0.000,0.0000,PLAN,160
54.600,0.682,6.042,-1.8292,0.000,0.000,0,0.430,0.200,-0.308,0.997,0.000,0.000,0.0000,PLAN,173
54.800,0.666,5.935,-1.8255,0.000,0.000,0,0.422,0.200,-0.250,0.625,0.000,0.000,0.0000,PLAN,183
55.000,0.605,5.712,-1.8072,0.000,0.000,0,0.469,0.200,-0.250,-0.584,0.000,0.000,0.0000,PLAN,178
55.200,0.573,5.699,-1.7909,0.000,0.000,0,0.460,0.200,-0.137,0.579,0.000,0.000,0.0000,PLAN,186
55.400,0.586,5.696,-1.7737,0.000,0.000,0,0.474,0.200,0.033,1.333,0.000,0.000,0.0000,PLAN,186
55.600,0.554,5.524,-1.7537,0.000,0.000,0,0.451,0.200,-0.163,1.329,0.000,0.000,0.0000,PLAN,196
55.800,0.463,5.310,-1.7394,0.000,0.000,0,0.424,0.200,-0.414,0.558,0.000,0.000,0.0000,PLAN,196
56.000,0.395,5.198,-1.7352,0.000,0.000,0,0.475,0.200,-0.516,-1.079,0.000,0.000,0.0000,PLAN,208
56.200,0.363,5.091,-1.7064,0.000,0.000,0,0.454,0.200,-0.129,0.729,0.000,0.000,0.0000,PLAN,237
56.400,0.304,4.914,-1.6864,0.000,0.000,0,0.437,0.200,-0.371,-0.303,0.000,0.000,0.0000,PLAN,255
56.600,0.239,4.826,-1.6790,0.000,0.000,0,0.421,0.200,-0.400,0.491,0.000,0.000,0.0000,PLAN,248
56.801,0.223,4.835,-1.6848,0.000,0.000,0,0.421,0.200,-0.529,-0.893,0.000,0.000,0.0000,PLAN,254
57.000,0.223,4.835,-1.6848,0.000,0.000,0,0.483,0.200,-0.529,-0.893,0.000,0.000,0.0000,PLAN,254
57.200,0.312,4.425,-1.6064,0.000,0.000,0,0.456,0.200,0.514,0.649,0.000,0.000,0.0000,PLAN,225
57.400,0.000,3.949,-1.5989,0.000,0.000,0,0.400,0.212,-1.615,-0.378,0.000,0.000,0.0000,PLAN,206
57.600,0.022,4.149,-1.5921,0.000,0.000,0,0.400,0.200,-0.127,-0.717,0.000,0.000,0.0000,PLAN,248
57.800,0.116,4.234,-1.5625,0.000,0.000,0,0.444,0.200,0.584,-0.261,0.000,0.000,0.0000,PLAN,243
58.000,0.054,4.171,-1.5533,0.000,0.000,0,0.514,0.200,-0.057,-0.891,0.000,0.000,0.0000,PLAN,262
58.200,0.122,3.879,-1.5550,0.000,0.000,0,0.456,0.200,0.284,-1.248,0.000,0.000,0.0000,PLAN,220
58.400,-0.111,3.530,-1.5113,0.000,0.000,0,0.406,0.200,-1.190,1.464,0.000,0.000,0.0000,PLAN,225
58.600,-0.098,3.455,-1.5002,0.000,0.000,0,0.400,0.209,0.225,0.849,0.000,0.000,0.0000,PLAN,225
58.800,-0.043,3.367,-1.4940,0.000,0.000,0,0.403,0.200,0.520,-0.643,0.000,0.000,0.0000,PLAN,279
59.000,-0.020,3.168,-1.4834,0.000,0.000,0,0.450,0.200,0.097,-1.257,0.000,0.000,0.0000,PLAN,239
59.200,-0.035,3.177,-1.4433,0.000,0.000,0,0.484,0.200,0.008,1.043,0.000,0.000,0.0000,PLAN,252
59.400,-0.010,3.076,-1.4225,0.000,0.000,0,0.478,0.200,0.279,1.527,0.000,0.000,0.0000,PLAN,230
59.600,0.034,2.856,-1.4265,0.000,0.000,0,0.441,0.200,0.094,-0.926,0.000,0.000,0.0000,PLAN,230
59.800,0.022,2.865,-1.3812,0.000,0.000,0,0.456,0.200,-0.049,1.518,0.000,0.000,0.0000,PLAN,250
60.000,-0.039,3.040,-1.3834,0.000,0.000,0,0.481,0.200,-0.092,-1.266,0.000,0.000,0.0000,PLAN,251
60.200,0.134,2.839,-1.3530,0.000,0.000,0,0.531,0.200,0.865,1.460,0.000,0.000,0.0000,PLAN,251
60.400,0.097,2.342,-1.3432,0.000,0.000,0,0.425,0.200,-0.328,0.552,0.000,0.000,0.0000,PLAN,245
60.600,0.040,2.138,-1.3478,0.000,0.000,0,0.400,0.201,-0.417,-0.958,0.000,0.000,0.0000,PLAN,281
60.800,0.040,2.138,-1.3478,0.000,0.000,0,0.400,0.206,-0.417,-0.958,0.000,0.000,0.0000,PLAN,281
61.000,0.080,2.037,-1.3114,0.000,0.000,0,0.450,0.200,0.252,-0.970,0.000,0.000,0.0000,PLAN,303
61.200,0.225,2.033,-1.2787,0.000,0.000,0,0.528,0.200,0.987,1.385,0.000,0.000,0.0000,PLAN,332
61.401,0.133,2.165,-1.2502,0.000,0.000,0,0.599,0.200,0.443,0.399,0.000,0.000,0.0000,PLAN,254
61.600,0.100,1.829,-1.2313,0.000,0.000,0,0.501,0.200,-0.145,1.229,0.000,0.000,0.0000,PLAN,227
61.800,0.075,1.724,-1.2259,0.000,0.000,0,0.481,0.200,-0.158,-0.962,0.000,0.000,0.0000,PLAN,265
62.000,0.061,1.704,-1.2072,0.000,0.000,0,0.484,0.200,-0.201,-0.986,0.000,0.000,0.0000,PLAN,262
62.200,0.061,1.704,-1.2072,0.000,0.000,0,0.509,0.200,-0.201,-0.986,0.000,0.000,0.0000,PLAN,262
62.400,0.195,1.292,-1.1525,0.000,0.000,0,0.459,0.198,0.373,0.752,0.000,0.000,0.0000,PLAN,262
62.600,0.314,1.005,-1.1386,0.000,0.000,0,0.406,0.194,0.646,0.460,0.000,0.000,0.0000,PLAN,275
62.800,0.289,0.832,-1.1216,0.000,0.000,0,0.400,0.205,-0.105,-0.298,0.000,0.000,0.0000,PLAN,263
63.000,0.283,0.846,-1.0989,0.000,0.000,0,0.400,0.197,-0.224,1.799,0.000,0.000,0.0000,PLAN,208
63.200,0.283,0.846,-1.0989,0.000,0.000,0,0.523,0.200,-0.224,1.799,0.000,0.000,0.0000,PLAN,208
63.400,0.283,0.846,-1.0989,0.000,0.000,0,0.523,0.200,-0.224,1.799,0.000,0.000,0.0000,PLAN,208
63.600,1.036,1.096,-1.0527,0.000,0.000,0,0.573,0.200,1.456,-0.994,0.000,0.000,0.0000,PLAN,208
63.800,0.712,0.254,-1.0408,0.000,0.000,0,0.473,0.187,-1.428,1.103,0.000,0.000,0.0000,PLAN,165
64.000,0.256,0.065,-1.0186,0.000,0.000,0,0.400,0.201,-1.960,-0.775,0.000,0.000,0.0000,PLAN,249
64.200,0.359,0.085,-0.9910,0.000,0.000,0,0.538,0.200,0.812,-0.392,0.000,0.000,0.0000,PLAN,254
64.400,0.635,-0.210,-0.9786,0.000,0.000,0,0.460,0.200,1.431,1.083,0.000,0.000,0.0000,PLAN,259
64.600,0.628,-0.269,-0.9711,0.000,0.000,0,0.405,0.185,-0.087,0.752,0.000,0.000,0.0000,PLAN,249
64.800,0.597,-0.229,-0.9804,0.000,0.000,0,0.418,0.185,-0.250,-0.980,0.000,0.000,0.0000,PLAN,273
65.000,0.597,-0.229,-0.9804,0.000,0.000,0,0.418,0.185,-0.250,-0.980,0.000,0.000,0.0000,PLAN,273
65.200,0.597,-0.229,-0.9804,0.000,0.000,0,0.451,0.185,-0.250,-0.980,0.000,0.000,0.0000,PLAN,273
65.400,1.309,-0.826,-0.8926,0.000,0.000,0,0.401,0.199,0.628,-0.542,0.000,0.000,0.0000,PLAN,273
65.600,1.192,-0.795,-0.9146,0.000,0.000,0,0.400,0.202,-1.083,-0.688,0.000,0.000,0.0000,PLAN,324
65.800,1.181,-0.834,-0.8607,0.000,0.000,0,0.400,0.195,0.170,0.835,0.000,0.000,0.0000,PLAN,324
66.000,1.286,-0.950,-0.8595,0.000,0.000,0,0.400,0.203,1.103,-1.071,0.000,0.000,0.0000,PLAN,293
66.200,1.286,-0.950,-0.8595,0.000,0.000,0,0.427,0.169,1.103,-1.071,0.000,0.000,0.0000,PLAN,293
66.401,1.462,-1.634,-0.7909,0.000,0.000,0,0.400,0.200,-0.485,1.573,0.000,0.000,0.0000,PLAN,348
66.600,1.115,-1.445,-0.8052,0.000,0.000,0,0.400,0.179,-2.409,1.229,0.000,0.000,0.0000,PLAN,257
66.800,1.467,-1.306,-0.7998,0.000,0.000,0,0.400,0.179,1.882,-1.036,0.000,0.000,0.0000,PLAN,285
67.000,1.718,-1.801,-0.7455,0.000,0.000,0,0.400,0.204,1.280,-0.477,0.000,0.000,0.0000,PLAN,310
67.200,1.654,-2.016,-0.7471,0.000,0.000,0,0.438,0.166,-0.335,-1.094,0.000,0.000,0.0000,PLAN,310
67.400,1.679,-2.132,-0.7114,0.000,0.000,0,0.430,0.167,-0.191,1.680,0.000,0.000,0.0000,PLAN,289
67.600,1.697,-2.172,-0.7128,0.000,0.000,0,0.430,0.167,0.070,0.514,0.000,0.000,0.0000,PLAN,289
67.800,1.829,-1.941,-0.7180,0.000,0.000,0,0.434,0.162,0.584,-1.042,0.000,0.000,0.0000,PLAN,273
68.000,1.829,-1.941,-0.7180,0.000,0.000,0,0.434,0.162,0.584,-1.042,0.000,0.000,0.0000,PLAN,273
68.200,1.978,-2.058,-0.6565,0.000,0.000,0,0.400,0.169,0.501,0.628,0.000,0.000,0.0000,PLAN,273
68.400,1.982,-2.483,-0.6502,0.000,0.000,0,0.400,0.199,0.099,-1.356,0.000,0.000,0.0000,PLAN,290
68.600,2.045,-2.641,-0.6545,0.000,0.000,0,0.400,0.211,0.455,-1.265,0.000,0.000,0.0000,PLAN,263
68.800,2.372,-2.945,-0.6096,0.000,0.000,0,0.400,0.235,1.267,0.670,0.000,0.000,0.0000,PLAN,263
69.000,2.469,-2.783,-0.5915,0.000,0.000,0,0.400,0.224,0.869,0.704,0.000,0.000,0.0000,PLAN,293
69.200,2.519,-2.875,-0.5922,0.000,0.000,0,0.450,0.148,0.334,-1.561,0.000,0.000,0.0000,PLAN,257
69.400,2.427,-2.849,-0.5739,0.000,0.000,0,0.503,-0.152,-0.098,-1.459,0.000,0.000,0.0000,PLAN,255
69.600,2.672,-2.914,-0.5219,0.000,0.000,0,0.411,-0.200,0.883,1.652,0.000,0.000,0.0000,PLAN,194
69.800,2.672,-2.914,-0.5219,0.000,0.000,0,0.411,-0.200,0.883,1.652,0.000,0.000,0.0000,PLAN,194
70.000,2.672,-2.914,-0.5219,0.000,0.000,0,0.411,-0.200,0.883,1.652,0.000,0.000,0.0000,PLAN,194
70.200,2.672,-2.914,-0.5219,0.000,0.000,0,0.461,-0.200,0.883,1.652,0.000,0.000,0.0000,PLAN,194
70.401,2.788,-3.612,-0.5171,0.000,0.000,0,0.439,-0.200,-0.548,1.572,0.000,0.000,0.0000,PLAN,192
70.600,2.788,-3.612,-0.5171,0.000,0.000,0,0.400,-0.200,-0.548,1.572,0.000,0.000,0.0000,PLAN,192
