t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts
149.600,-0.302,0.325,-0.0001,10.000,0.000,1,0.000,0.000,-0.048,-0.067,0.058,-0.190,-0.0315,PLAN,951
149.800,-0.308,0.322,0.0005,10.000,0.000,1,0.000,0.000,-0.098,0.066,0.055,-0.196,-0.0317,PLAN,956
150.000,-0.276,0.301,0.0016,10.000,0.000,1,0.000,0.000,0.112,-0.006,0.034,-0.164,-0.0308,PLAN,956
150.200,-0.281,0.266,-0.0002,10.000,0.000,1,0.000,0.000,-0.015,0.072,0.000,-0.168,-0.0257,PLAN,953
150.400,-0.265,0.233,-0.0019,10.000,0.000,1,0.000,0.000,0.058,-0.016,0.033,-0.151,-0.0208,PLAN,953
150.600,-0.242,0.255,-0.0023,10.000,0.000,1,0.000,0.000,-0.003,0.042,0.010,-0.129,-0.0226,PLAN,952
150.800,-0.225,0.239,-0.0001,10.000,0.000,1,0.000,0.000,0.065,0.012,0.026,-0.112,-0.0233,PLAN,952
151.000,-0.219,0.241,-0.0068,10.000,0.000,1,0.000,0.000,0.090,0.001,0.023,-0.105,-0.0169,PLAN,934
151.200,-0.199,0.237,-0.0034,10.000,0.000,1,0.000,0.000,0.189,-0.080,0.028,-0.085,-0.0198,PLAN,919
151.400,-0.191,0.240,-0.0017,10.000,0.000,1,0.000,0.000,0.169,-0.037,0.025,-0.078,-0.0218,PLAN,923
151.601,-0.194,0.247,-0.0016,10.000,0.000,1,0.000,0.000,0.031,-0.083,0.017,-0.080,-0.0227,PLAN,936
151.800,-0.155,0.230,-0.0042,10.000,0.000,1,0.000,0.000,0.189,0.126,0.033,-0.040,-0.0184,PLAN,948
152.000,-0.169,0.240,0.0039,10.000,0.000,1,0.000,0.000,-0.138,-0.105,0.024,-0.055,-0.0275,PLAN,975
152.200,-0.201,0.280,-0.0008,10.000,0.000,1,0.000,0.000,-0.108,-0.008,0.016,-0.088,-0.0267,PLAN,975
152.400,-0.223,0.279,0.0019,10.000,0.000,1,0.000,0.000,-0.197,-0.031,0.014,-0.110,-0.0293,PLAN,963
152.600,-0.222,0.313,0.0008,10.000,0.000,1,0.000,0.000,0.039,0.006,0.048,-0.110,-0.0314,PLAN,963
152.801,-0.236,0.320,-0.0003,10.000,0.000,1,0.000,0.000,-0.063,0.006,0.054,-0.124,-0.0309,PLAN,958
153.000,-0.261,0.337,-0.0008,10.000,0.000,1,0.000,0.000,-0.098,0.027,0.071,-0.149,-0.0320,PLAN,948
153.200,-0.273,0.351,-0.0010,10.000,0.000,1,0.000,0.000,-0.125,-0.032,0.084,-0.162,-0.0331,PLAN,941
153.400,-0.306,0.376,0.0010,10.000,0.000,1,0.000,0.000,-0.146,0.000,0.109,-0.195,-0.0375,PLAN,952
153.600,-0.283,0.376,-0.0002,10.000,0.000,1,0.000,0.000,-0.009,0.061,0.110,-0.173,-0.0363,PLAN,978
153.800,-0.293,0.379,-0.0013,10.000,0.000,1,0.000,0.000,-0.003,-0.022,0.113,-0.183,-0.0355,PLAN,978
154.000,-0.288,0.379,0.0010,10.000,0.000,1,0.000,0.000,0.084,-0.063,0.112,-0.178,-0.0378,PLAN,975
154.200,-0.287,0.386,-0.0011,10.000,0.000,1,0.000,0.000,0.176,-0.101,0.119,-0.177,-0.0364,PLAN,993
154.401,-0.308,0.395,0.0003,10.000,0.000,1,0.000,0.000,-0.110,0.017,0.128,-0.198,-0.0386,PLAN,983
154.600,-0.310,0.369,0.0005,10.000,0.000,1,0.000,0.000,0.073,0.003,0.102,-0.199,-0.0363,PLAN,983
154.800,-0.316,0.368,-0.0003,10.000,0.000,1,0.000,0.000,0.005,-0.007,0.101,-0.206,-0.0354,PLAN,963
155.000,-0.313,0.365,0.0004,10.000,0.000,1,0.000,0.000,0.067,0.023,0.098,-0.202,-0.0358,PLAN,960
155.200,-0.295,0.357,0.0001,10.000,0.000,1,0.000,0.000,0.194,0.031,0.090,-0.184,-0.0347,PLAN,972
155.400,-0.279,0.334,-0.0001,10.000,0.000,1,0.000,0.000,0.157,0.019,0.067,-0.167,-0.0323,PLAN,977
155.600,-0.251,0.300,-0.0004,10.000,0.000,1,0.000,0.000,0.154,0.012,0.034,-0.139,-0.0288,PLAN,957
155.800,-0.292,0.281,0.0021,10.000,0.000,1,0.000,0.000,-0.193,0.009,0.014,-0.180,-0.0294,PLAN,957
156.000,-0.254,0.283,0.0003,10.000,0.000,1,0.000,0.000,0.041,-0.001,0.017,-0.141,-0.0279,PLAN,943
156.200,-0.254,0.283,0.0003,10.000,0.000,1,0.000,0.000,0.041,-0.001,0.017,-0.141,-0.0279,PLAN,954
156.400,-0.254,0.283,0.0003,10.000,0.000,1,0.000,0.000,0.041,-0.001,0.017,-0.141,-0.0279,PLAN,954
156.602,-0.208,0.359,0.0038,10.000,0.000,1,0.000,0.000,0.077,0.008,0.094,-0.097,-0.0390,PLAN,954
156.800,-0.165,0.218,-0.0057,10.000,0.000,1,0.000,0.000,0.190,0.021,0.046,-0.051,-0.0158,PLAN,911
157.000,-0.173,0.224,0.0027,10.000,0.000,1,0.000,0.000,-0.107,0.062,0.040,-0.059,-0.0247,PLAN,911
157.200,-0.178,0.236,-0.0022,10.000,0.000,1,0.000,0.000,0.021,0.083,0.028,-0.065,-0.0209,PLAN,894
157.400,-0.199,0.269,-0.0058,10.000,0.000,1,0.000,0.000,-0.012,-0.119,0.004,-0.086,-0.0205,PLAN,900
157.600,-0.208,0.266,-0.0007,10.000,0.000,1,0.000,0.000,-0.078,0.023,0.001,-0.095,-0.0254,PLAN,933
157.801,-0.172,0.244,-0.0129,10.000,0.000,1,0.000,0.000,0.316,-0.030,0.019,-0.058,-0.0111,PLAN,933
158.000,-0.195,0.257,0.0076,10.000,0.000,1,0.000,0.000,-0.100,0.074,0.007,-0.081,-0.0328,PLAN,965
158.200,-0.244,0.302,0.0017,10.000,0.000,1,0.000,0.000,-0.186,0.038,0.037,-0.132,-0.0312,PLAN,957
158.400,-0.254,0.312,0.0019,10.000,0.000,1,0.000,0.000,-0.087,0.075,0.047,-0.142,-0.0324,PLAN,936
158.600,-0.264,0.311,-0.0001,10.000,0.000,1,0.000,0.000,-0.077,-0.001,0.045,-0.152,-0.0302,PLAN,951
158.800,-0.283,0.309,-0.0002,10.000,0.000,1,0.000,0.000,-0.180,-0.028,0.043,-0.171,-0.0298,PLAN,961
159.000,-0.309,0.361,0.0005,10.000,0.000,1,0.000,0.000,-0.019,0.039,0.094,-0.198,-0.0354,PLAN,956
159.200,-0.307,0.355,0.0011,10.000,0.000,1,0.000,0.000,0.003,-0.037,0.088,-0.196,-0.0355,PLAN,963
159.400,-0.301,0.357,-0.0003,10.000,0.000,1,0.000,0.000,-0.085,0.065,0.090,-0.190,-0.0344,PLAN,963
159.600,-0.332,0.399,-0.0020,10.000,0.000,1,0.000,0.000,-0.067,-0.009,0.132,-0.222,-0.0367,PLAN,986
159.800,-0.338,0.384,0.0001,10.000,0.000,1,0.000,0.000,-0.085,-0.003,0.116,-0.228,-0.0373,PLAN,986
160.001,-0.299,0.375,-0.0039,10.000,0.000,1,0.000,0.000,0.241,-0.105,0.108,-0.189,-0.0325,PLAN,968
160.200,-0.283,0.351,-0.0011,10.000,0.000,1,0.000,0.000,0.249,-0.030,0.084,-0.172,-0.0330,PLAN,981
160.400,-0.310,0.357,-0.0004,10.000,0.000,1,0.000,0.000,-0.130,0.007,0.090,-0.199,-0.0342,PLAN,975
160.600,-0.310,0.357,-0.0004,10.000,0.000,1,0.000,0.000,-0.130,0.007,0.090,-0.199,-0.0342,PLAN,975
160.800,-0.310,0.357,-0.0004,10.000,0.000,1,0.000,0.000,-0.130,0.007,0.090,-0.199,-0.0342,PLAN,975
161.000,-0.256,0.334,0.0024,10.000,0.000,1,0.000,0.000,0.276,0.056,0.068,-0.145,-0.0349,PLAN,975
161.200,-0.232,0.288,-0.0010,10.000,0.000,1,0.000,0.000,0.248,0.046,0.023,-0.119,-0.0271,PLAN,954
161.400,-0.221,0.282,-0.0008,10.000,0.000,1,0.000,0.000,0.185,0.048,0.017,-0.109,-0.0267,PLAN,921
161.600,-0.196,0.256,-0.0036,10.000,0.000,1,0.000,0.000,0.125,-0.000,0.008,-0.083,-0.0216,PLAN,921
161.800,-0.171,0.289,0.0018,10.000,0.000,1,0.000,0.000,0.103,-0.053,0.025,-0.058,-0.0302,PLAN,932
162.000,-0.162,0.253,0.0015,10.000,0.000,1,0.000,0.000,-0.003,-0.007,0.011,-0.049,-0.0264,PLAN,954
162.200,-0.173,0.249,0.0009,10.000,0.000,1,0.000,0.000,-0.136,-0.023,0.015,-0.059,-0.0254,PLAN,948
162.400,-0.180,0.282,0.0007,10.000,0.000,1,0.000,0.000,0.160,0.016,0.018,-0.067,-0.0285,PLAN,948
162.601,-0.178,0.272,-0.0081,10.000,0.000,1,0.000,0.000,0.046,0.098,0.008,-0.065,-0.0186,PLAN,933
162.800,-0.164,0.265,-0.0142,10.000,0.000,1,0.000,0.000,0.078,-0.266,0.002,-0.051,-0.0119,PLAN,928
163.000,-0.147,0.251,-0.0007,10.000,0.000,1,0.000,0.000,0.169,0.060,0.012,-0.033,-0.0240,PLAN,920
163.200,-0.218,0.284,0.0001,10.000,0.000,1,0.000,0.000,-0.140,0.035,0.019,-0.105,-0.0280,PLAN,932
163.400,-0.228,0.296,-0.0008,10.000,0.000,1,0.000,0.000,-0.124,0.007,0.031,-0.115,-0.0281,PLAN,963
163.600,-0.252,0.305,0.0001,10.000,0.000,1,0.000,0.000,-0.127,0.016,0.040,-0.140,-0.0298,PLAN,960
163.800,-0.266,0.305,0.0019,10.000,0.000,1,0.000,0.000,-0.112,0.026,0.039,-0.154,-0.0315,PLAN,950
164.000,-0.329,0.371,0.0010,10.000,0.000,1,0.000,0.000,-0.221,-0.009,0.103,-0.218,-0.0369,PLAN,953
164.200,-0.333,0.354,-0.0000,10.000,0.000,1,0.000,0.000,-0.135,-0.011,0.086,-0.222,-0.0343,PLAN,966
164.400,-0.298,0.317,-0.0051,10.000,0.000,1,0.000,0.000,0.064,-0.013,0.050,-0.186,-0.0257,PLAN,985
164.600,-0.309,0.338,-0.0023,10.000,0.000,1,0.000,0.000,-0.080,-0.052,0.070,-0.198,-0.0304,PLAN,985
164.800,-0.340,0.350,0.0016,10.000,0.000,1,0.000,0.000,-0.249,0.073,0.082,-0.229,-0.0355,PLAN,990
165.000,-0.350,0.349,0.0001,10.000,0.000,1,0.000,0.000,-0.147,0.031,0.081,-0.239,-0.0339,PLAN,976
165.200,-0.345,0.363,0.0004,10.000,0.000,1,0.000,0.000,0.102,0.086,0.095,-0.234,-0.0355,PLAN,977
165.400,-0.334,0.351,-0.0015,10.000,0.000,1,0.000,0.000,0.061,0.027,0.083,-0.223,-0.0325,PLAN,976
165.600,-0.319,0.343,-0.0001,10.000,0.000,1,0.000,0.000,0.048,-0.013,0.076,-0.208,-0.0332,PLAN,968
165.800,-0.319,0.343,-0.0001,10.000,0.000,1,0.000,0.000,0.048,-0.013,0.076,-0.208,-0.0332,PLAN,968
166.000,-0.319,0.343,-0.0001,10.000,0.000,1,0.000,0.000,0.048,-0.013,0.076,-0.208,-0.0332,PLAN,968
166.200,-0.319,0.343,-0.0001,10.000,0.000,1,0.000,0.000,0.048,-0.013,0.076,-0.208,-0.0332,PLAN,968
166.400,-0.260,0.319,-0.0018,10.000,0.000,1,0.000,0.000,0.072,0.041,0.053,-0.148,-0.0293,PLAN,951
166.600,-0.242,0.303,-0.0023,10.000,0.000,1,0.000,0.000,0.164,0.018,0.037,-0.130,-0.0273,PLAN,951
166.800,-0.214,0.283,-0.0053,10.000,0.000,1,0.000,0.000,0.207,-0.136,0.018,-0.102,-0.0225,PLAN,951
167.000,-0.172,0.274,-0.0176,10.000,0.000,1,0.000,0.000,0.456,-0.251,0.010,-0.059,-0.0093,PLAN,951
167.200,-0.122,0.238,-0.0190,10.000,0.000,1,0.000,0.000,0.532,-0.087,0.024,-0.008,-0.0045,PLAN,952
167.400,-0.132,0.256,-0.0015,10.000,0.000,1,0.000,0.000,-0.072,0.185,0.007,-0.019,-0.0238,PLAN,937
167.600,-0.180,0.271,-0.0008,10.000,0.000,1,0.000,0.000,-0.418,-0.037,0.007,-0.067,-0.0258,PLAN,940
167.800,-0.197,0.302,0.0003,10.000,0.000,1,0.000,0.000,-0.201,-0.019,0.037,-0.085,-0.0299,PLAN,930
168.000,-0.186,0.299,-0.0001,10.000,0.000,1,0.000,0.000,0.036,-0.015,0.035,-0.074,-0.0293,PLAN,915
168.200,-0.176,0.297,0.0024,10.000,0.000,1,0.000,0.000,0.037,0.008,0.033,-0.064,-0.0316,PLAN,915
168.400,-0.166,0.279,0.0024,10.000,0.000,1,0.000,0.000,-0.081,0.043,0.015,-0.054,-0.0298,PLAN,921
168.600,-0.173,0.299,0.0046,10.000,0.000,1,0.000,0.000,0.017,0.094,0.035,-0.061,-0.0339,PLAN,927
168.800,-0.198,0.307,0.0041,10.000,0.000,1,0.000,0.000,-0.124,0.107,0.043,-0.086,-0.0343,PLAN,936
169.000,-0.234,0.327,0.0039,10.000,0.000,1,0.000,0.000,-0.043,0.127,0.062,-0.122,-0.0358,PLAN,969
169.200,-0.252,0.333,-0.0022,10.000,0.000,1,0.000,0.000,-0.104,-0.180,0.068,-0.140,-0.0303,PLAN,943
169.400,-0.265,0.340,-0.0001,10.000,0.000,1,0.000,0.000,-0.119,0.042,0.074,-0.154,-0.0331,PLAN,957
169.600,-0.287,0.336,0.0001,10.000,0.000,1,0.000,0.000,-0.228,0.014,0.070,-0.175,-0.0328,PLAN,962
169.801,-0.306,0.354,-0.0000,10.000,0.000,1,0.000,0.000,-0.065,0.009,0.087,-0.196,-0.0343,PLAN,956
170.000,-0.317,0.363,0.0041,10.000,0.000,1,0.000,0.000,-0.025,-0.082,0.096,-0.206,-0.0393,PLAN,978
170.200,-0.317,0.363,0.0041,10.000,0.000,1,0.000,0.000,-0.025,-0.082,0.096,-0.206,-0.0393,PLAN,978
170.400,-0.368,0.383,-0.0011,10.000,0.000,1,0.000,0.000,-0.174,-0.126,0.114,-0.258,-0.0358,PLAN,978
170.600,-0.367,0.378,-0.0002,10.000,0.000,1,0.000,0.000,-0.126,-0.003,0.109,-0.257,-0.0362,PLAN,976
170.800,-0.328,0.345,-0.0052,10.000,0.000,1,0.000,0.000,0.160,-0.002,0.078,-0.217,-0.0282,PLAN,976
171.000,-0.338,0.339,-0.0018,10.000,0.000,1,0.000,0.000,-0.098,0.024,0.071,-0.227,-0.0310,PLAN,969
171.200,-0.362,0.333,0.0005,10.000,0.000,1,0.000,0.000,-0.198,-0.240,0.065,-0.251,-0.0327,PLAN,969
171.400,-0.364,0.328,0.0015,10.000,0.000,1,0.000,0.000,-0.051,-0.025,0.060,-0.252,-0.0332,PLAN,977
171.600,-0.364,0.328,0.0015,10.000,0.000,1,0.000,0.000,-0.051,-0.025,0.060,-0.252,-0.0332,PLAN,977
171.800,-0.270,0.302,-0.0037,10.000,0.000,1,0.000,0.000,0.311,-0.051,0.035,-0.158,-0.0256,PLAN,977
172.000,-0.244,0.264,-0.0024,10.000,0.000,1,0.000,0.000,0.333,-0.011,0.002,-0.131,-0.0233,PLAN,937
172.200,-0.226,0.254,-0.0012,10.000,0.000,1,0.000,0.000,0.139,-0.017,0.011,-0.112,-0.0237,PLAN,937
172.400,-0.223,0.256,-0.0002,10.000,0.000,1,0.000,0.000,0.004,-0.012,0.009,-0.109,-0.0248,PLAN,932
172.600,-0.192,0.231,-0.0020,10.000,0.000,1,0.000,0.000,0.126,0.034,0.033,-0.078,-0.0207,PLAN,932
172.800,-0.140,0.225,0.0054,10.000,0.000,1,0.000,0.000,0.293,0.092,0.038,-0.026,-0.0276,PLAN,909
173.000,-0.155,0.219,-0.0005,10.000,0.000,1,0.000,0.000,-0.025,0.035,0.045,-0.040,-0.0210,PLAN,885
173.200,-0.355,0.161,0.0008,10.000,0.000,1,0.000,0.000,-1.975,0.116,0.107,-0.239,-0.0163,PLAN,969
173.401,-0.430,0.090,-0.0058,10.000,0.000,1,0.000,0.000,-0.975,-0.165,0.181,-0.312,-0.0028,PLAN,969
173.600,-0.375,0.487,0.0143,10.000,0.000,1,0.000,0.000,0.616,-0.012,0.218,-0.268,-0.0612,PLAN,913
173.801,-0.106,0.345,0.0002,10.000,0.000,1,0.000,0.000,1.888,-0.085,0.083,0.005,-0.0342,PLAN,951
174.000,-0.110,0.325,-0.0003,10.000,0.000,1,0.000,0.000,1.536,-0.019,0.063,0.002,-0.0319,PLAN,894
174.200,-0.010,-0.050,-0.0201,10.000,0.000,1,0.000,0.000,-0.616,-0.049,0.309,0.111,0.0251,PLAN,894
174.400,-0.170,0.075,-0.0122,10.000,0.000,1,0.000,0.000,-1.399,0.011,0.189,-0.052,0.0049,PLAN,941
174.600,-0.292,0.335,-0.0031,10.000,0.000,1,0.000,0.000,-1.309,0.015,0.068,-0.181,-0.0294,PLAN,984
174.800,-0.308,0.467,0.0081,10.000,0.000,1,0.000,0.000,-0.582,-0.127,0.200,-0.200,-0.0534,PLAN,973
175.001,-0.240,0.373,0.0021,10.000,0.000,1,0.000,0.000,0.325,0.000,0.108,-0.129,-0.0385,PLAN,959
175.200,-0.330,0.378,0.0039,10.000,0.000,1,0.000,0.000,-0.372,0.113,0.110,-0.220,-0.0404,PLAN,962
175.400,-0.343,0.416,0.0014,10.000,0.000,1,0.000,0.000,-0.266,-0.027,0.148,-0.234,-0.0416,PLAN,982
175.600,-0.344,0.427,-0.0039,10.000,0.000,1,0.000,0.000,-0.010,-0.116,0.159,-0.235,-0.0374,PLAN,1004
175.800,-0.358,0.420,0.0005,10.000,0.000,1,0.000,0.000,-0.075,0.027,0.152,-0.248,-0.0411,PLAN,982
176.000,-0.383,0.434,-0.0014,10.000,0.000,1,0.000,0.000,0.017,0.051,0.165,-0.275,-0.0405,PLAN,976
176.200,-0.382,0.380,-0.0020,10.000,0.000,1,0.000,0.000,-0.034,0.032,0.111,-0.271,-0.0346,PLAN,972
176.400,-0.373,0.354,-0.0041,10.000,0.000,1,0.000,0.000,0.044,-0.395,0.085,-0.263,-0.0300,PLAN,954
176.600,-0.378,0.350,-0.0007,10.000,0.000,1,0.000,0.000,-0.098,0.024,0.081,-0.267,-0.0330,PLAN,954
176.800,-0.387,0.366,-0.0012,10.000,0.000,1,0.000,0.000,-0.107,0.030,0.096,-0.276,-0.0340,PLAN,962
177.000,-0.368,0.372,0.0086,10.000,0.000,1,0.000,0.000,0.167,0.083,0.104,-0.257,-0.0445,PLAN,929
177.201,-0.362,0.338,0.0054,10.000,0.000,1,0.000,0.000,0.100,0.022,0.069,-0.250,-0.0379,PLAN,937
177.400,-0.328,0.326,-0.0016,10.000,0.000,1,0.000,0.000,0.295,0.072,0.058,-0.216,-0.0300,PLAN,950
177.600,-0.258,0.266,-0.0065,10.000,0.000,1,0.000,0.000,0.313,-0.149,0.000,-0.145,-0.0194,PLAN,974
177.801,-0.133,0.137,-0.0047,10.000,0.000,1,0.000,0.000,0.342,0.108,0.126,-0.017,-0.0088,PLAN,957
178.000,-0.163,0.169,-0.0029,10.000,0.000,1,0.000,0.000,-0.202,-0.018,0.094,-0.048,-0.0137,PLAN,886
178.200,-0.164,0.196,-0.0037,10.000,0.000,1,0.000,0.000,0.023,0.001,0.067,-0.049,-0.0157,PLAN,886
178.400,-0.269,0.212,-0.0105,10.000,0.000,1,0.000,0.000,-1.321,-0.198,0.054,-0.154,-0.0101,PLAN,954
178.600,-0.269,0.212,-0.0105,10.000,0.000,1,0.000,0.000,-1.321,-0.198,0.054,-0.154,-0.0101,PLAN,954
178.800,-0.269,0.212,-0.0105,10.000,0.000,1,0.000,0.000,-1.321,-0.198,0.054,-0.154,-0.0101,PLAN,954
179.000,-0.269,0.212,-0.0105,10.000,0.000,1,0.000,0.000,-1.321,-0.198,0.054,-0.154,-0.0101,PLAN,954
179.200,-0.460,0.208,-0.0106,10.000,0.000,1,0.000,0.000,1.478,-0.248,0.063,-0.345,-0.0093,PLAN,954
179.400,-0.251,0.032,0.0014,10.000,0.000,1,0.000,0.000,1.999,0.039,0.234,-0.131,-0.0045,PLAN,1024
179.600,-0.331,0.084,-0.0044,10.000,0.000,1,0.000,0.000,0.165,-0.075,0.184,-0.213,-0.0037,PLAN,1057
179.800,-0.165,0.315,0.0088,10.000,0.000,1,0.000,0.000,0.680,0.149,0.052,-0.054,-0.0398,PLAN,941
180.000,-0.191,0.339,0.0005,10.000,0.000,1,0.000,0.000,0.003,0.036,0.075,-0.080,-0.0337,PLAN,975
180.200,-0.217,0.336,0.0021,10.000,0.000,1,0.000,0.000,-0.266,0.046,0.071,-0.105,-0.0349,PLAN,986
180.400,-0.265,0.340,0.0009,10.000,0.000,1,0.000,0.000,-0.407,0.026,0.074,-0.153,-0.0340,PLAN,973
180.600,-0.281,0.366,0.0024,10.000,0.000,1,0.000,0.000,-0.257,0.038,0.099,-0.170,-0.0380,PLAN,981
180.800,-0.317,0.431,-0.0022,10.000,0.000,1,0.000,0.000,0.073,-0.126,0.163,-0.208,-0.0395,PLAN,972
181.000,-0.318,0.427,0.0003,10.000,0.000,1,0.000,0.000,0.006,0.085,0.159,-0.209,-0.0416,PLAN,984
181.200,-0.394,0.482,0.0005,10.000,0.000,1,0.000,0.000,-0.255,0.034,0.213,-0.286,-0.0469,PLAN,974
181.401,-0.404,0.482,-0.0013,10.000,0.000,1,0.000,0.000,-0.208,-0.021,0.212,-0.297,-0.0450,PLAN,1008
181.600,-0.414,0.472,0.0028,10.000,0.000,1,0.000,0.000,-0.166,0.119,0.202,-0.306,-0.0481,PLAN,1008
181.800,-0.413,0.463,0.0028,10.000,0.000,1,0.000,0.000,-0.048,0.156,0.193,-0.305,-0.0473,PLAN,1009
182.000,-0.430,0.467,0.0020,10.000,0.000,1,0.000,0.000,-0.240,0.012,0.197,-0.322,-0.0467,PLAN,1015
182.200,-0.430,0.467,0.0020,10.000,0.000,1,0.000,0.000,-0.240,0.012,0.197,-0.322,-0.0467,PLAN,1015
182.400,-0.430,0.467,0.0020,10.000,0.000,1,0.000,0.000,-0.240,0.012,0.197,-0.322,-0.0467,PLAN,1015
182.600,-0.430,0.467,0.0020,10.000,0.000,1,0.000,0.000,-0.240,0.012,0.197,-0.322,-0.0467,PLAN,1015
182.800,-0.567,0.659,0.0119,10.000,0.000,1,0.000,0.000,-0.049,0.004,0.385,-0.464,-0.0742,PLAN,1015
183.000,-0.317,0.349,0.0026,10.000,0.000,1,0.000,0.000,1.654,0.069,0.082,-0.206,-0.0364,PLAN,947
183.200,-0.317,0.349,0.0026,10.000,0.000,1,0.000,0.000,1.654,0.069,0.082,-0.206,-0.0364,PLAN,947
183.400,0.045,-0.186,-0.0254,10.000,0.000,1,0.000,0.000,0.618,0.070,0.444,0.169,0.0441,PLAN,947
183.600,0.005,-0.199,-0.0245,10.000,0.000,1,0.000,0.000,0.014,0.046,0.458,0.130,0.0444,PLAN,831
183.800,-0.192,0.091,-0.0063,10.000,0.000,1,0.000,0.000,-0.777,-0.027,0.174,-0.074,-0.0026,PLAN,831
184.000,-0.210,0.120,-0.0054,10.000,0.000,1,0.000,0.000,-0.564,0.025,0.145,-0.093,-0.0063,PLAN,831
184.200,-0.210,0.120,-0.0054,10.000,0.000,1,0.000,0.000,-0.564,0.025,0.145,-0.093,-0.0063,PLAN,831
184.400,-0.156,0.326,-0.0057,10.000,0.000,1,0.000,0.000,0.484,-0.027,0.063,-0.044,-0.0264,PLAN,912
184.600,-0.087,0.140,-0.0053,10.000,0.000,1,0.000,0.000,0.473,-0.033,0.121,0.029,-0.0086,PLAN,735
184.800,-0.186,0.033,-0.0085,10.000,0.000,1,0.000,0.000,-0.228,0.000,0.231,-0.067,0.0052,PLAN,838
185.000,-0.299,0.262,-0.0105,10.000,0.000,1,0.000,0.000,-0.877,-0.148,0.005,-0.185,-0.0149,PLAN,1012
185.200,-0.468,0.201,0.0045,10.000,0.000,1,0.000,0.000,-0.350,-0.017,0.071,-0.353,-0.0237,PLAN,1012
185.400,-0.359,0.352,0.0042,10.000,0.000,1,0.000,0.000,0.523,0.039,0.084,-0.248,-0.0382,PLAN,972
185.600,-0.202,0.376,0.0000,10.000,0.000,1,0.000,0.000,1.170,-0.029,0.112,-0.091,-0.0369,PLAN,990
185.800,-0.226,0.294,0.0022,10.000,0.000,1,0.000,0.000,-0.232,0.067,0.028,-0.114,-0.0308,PLAN,986
186.000,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
186.200,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
186.400,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
186.600,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
186.800,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
187.000,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
187.200,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
187.400,-0.287,0.296,-0.0015,10.000,0.000,1,0.000,0.000,-0.905,-0.079,0.029,-0.174,-0.0273,PLAN,975
187.600,-0.389,0.577,0.0055,10.000,0.000,1,0.000,0.000,4.723,0.024,0.307,-0.284,-0.0610,PLAN,975
187.800,-0.389,0.577,0.0055,10.000,0.000,1,0.000,0.000,4.723,0.024,0.307,-0.284,-0.0610,PLAN,975
188.000,1.315,-0.237,-0.0092,10.000,0.000,1,0.000,0.000,3.970,-0.481,0.462,1.441,0.0366,PLAN,857
188.200,0.137,0.099,-0.0336,10.000,0.000,1,0.000,0.000,-4.098,0.019,0.156,0.254,0.0235,PLAN,1157
188.400,-0.238,0.403,-0.0064,10.000,0.000,1,0.000,0.000,-4.124,0.096,0.138,-0.128,-0.0330,PLAN,810
188.600,-0.527,0.534,0.0004,10.000,0.000,1,0.000,0.000,-1.502,-0.042,0.261,-0.421,-0.0511,PLAN,810
188.800,-0.334,0.512,0.0017,10.000,0.000,1,0.000,0.000,0.545,-0.036,0.244,-0.227,-0.0513,PLAN,905
189.000,-0.124,0.126,-0.0003,10.000,0.000,1,0.000,0.000,0.640,-0.011,0.137,-0.007,-0.0122,PLAN,856
189.200,-0.205,0.119,-0.0051,10.000,0.000,1,0.000,0.000,-0.630,0.043,0.145,-0.088,-0.0066,PLAN,931
189.400,-0.205,0.119,-0.0051,10.000,0.000,1,0.000,0.000,-0.630,0.043,0.145,-0.088,-0.0066,PLAN,931
189.600,-0.306,0.293,-0.0081,10.000,0.000,1,0.000,0.000,0.135,0.338,0.026,-0.194,-0.0203,PLAN,931
189.800,-0.462,0.049,-0.0107,10.000,0.000,1,0.000,0.000,-0.733,-0.487,0.222,-0.343,0.0060,PLAN,941
190.000,-0.511,0.051,-0.0071,10.000,0.000,1,0.000,0.000,-0.704,-0.027,0.221,-0.392,0.0022,PLAN,1011
190.200,-0.456,0.110,-0.0021,10.000,0.000,1,0.000,0.000,0.058,-0.289,0.161,-0.339,-0.0084,PLAN,1001
190.401,-0.463,0.166,0.0062,10.000,0.000,1,0.000,0.000,-0.173,0.073,0.105,-0.347,-0.0220,PLAN,983
