t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts
24.200,-0.389,0.578,-0.0007,0.000,0.000,0,0.000,0.000,0.142,-0.021,0.000,0.000,0.0000,PLAN,173
24.400,-0.443,0.586,-0.0045,0.000,0.000,0,0.000,0.000,-0.241,0.011,0.000,0.000,0.0000,PLAN,173
24.600,-0.395,0.588,-0.0005,0.000,0.000,0,0.000,0.000,0.203,0.105,0.000,0.000,0.0000,PLAN,178
24.800,-0.426,0.591,-0.0010,0.000,0.000,0,0.000,0.000,0.015,0.030,0.000,0.000,0.0000,PLAN,178
25.000,-0.424,0.580,0.0008,0.000,0.000,0,0.000,0.000,0.066,0.012,0.000,0.000,0.0000,PLAN,176
25.200,-0.426,0.572,-0.0011,0.000,0.000,0,0.000,0.000,0.083,-0.090,0.000,0.000,0.0000,PLAN,191
25.401,-0.444,0.561,0.0015,0.000,0.000,0,0.000,0.000,0.017,0.027,0.000,0.000,0.0000,PLAN,195
25.600,-0.444,0.561,0.0015,0.000,0.000,0,0.000,0.000,0.017,0.027,0.000,0.000,0.0000,PLAN,195
25.800,-0.444,0.561,0.0015,0.000,0.000,0,0.000,0.000,0.017,0.027,0.000,0.000,0.0000,PLAN,195
26.000,-0.444,0.561,0.0015,0.000,0.000,0,0.000,0.000,0.017,0.027,0.000,0.000,0.0000,PLAN,195
26.200,-0.434,0.504,0.0003,0.000,0.000,0,0.000,0.000,0.379,-0.018,0.000,0.000,0.0000,PLAN,192
26.401,-0.434,0.504,0.0003,0.000,0.000,0,0.000,0.000,0.379,-0.018,0.000,0.000,0.0000,PLAN,192
26.600,-0.415,0.453,-0.0018,0.000,0.000,0,0.000,0.000,0.259,0.045,0.000,0.000,0.0000,PLAN,215
26.800,-0.405,0.453,0.0011,0.000,0.000,0,0.000,0.000,0.221,-0.002,0.000,0.000,0.0000,PLAN,230
27.000,-0.415,0.429,-0.0004,0.000,0.000,0,0.000,0.000,0.038,0.059,0.000,0.000,0.0000,PLAN,230
27.201,-0.391,0.426,0.0017,0.000,0.000,0,0.000,0.000,0.102,0.088,0.000,0.000,0.0000,PLAN,243
27.400,-0.374,0.421,-0.0016,0.000,0.000,0,0.000,0.000,0.158,-0.092,0.000,0.000,0.0000,PLAN,242
27.600,-0.350,0.395,-0.0009,0.000,0.000,0,0.000,0.000,0.234,0.085,0.000,0.000,0.0000,PLAN,249
27.800,-0.356,0.421,-0.0014,0.000,0.000,0,0.000,0.000,0.094,-0.130,0.000,0.000,0.0000,PLAN,237
28.000,-0.356,0.418,-0.0027,0.000,0.000,0,0.000,0.000,0.026,-0.083,0.000,0.000,0.0000,PLAN,225
28.200,-0.353,0.429,0.0013,0.000,0.000,0,0.000,0.000,-0.025,0.017,0.000,0.000,0.0000,PLAN,223
28.401,-0.347,0.429,0.0008,0.000,0.000,0,0.000,0.000,0.016,-0.004,0.000,0.000,0.0000,PLAN,218
28.600,-0.364,0.482,0.0012,0.000,0.000,0,0.000,0.000,0.007,0.027,0.000,0.000,0.0000,PLAN,218
28.801,-0.364,0.485,-0.0005,0.000,0.000,0,0.000,0.000,-0.038,-0.007,0.000,0.000,0.0000,PLAN,166
29.000,-0.369,0.526,-0.0025,0.000,0.000,0,0.000,0.000,-0.123,0.049,0.000,0.000,0.0000,PLAN,163
29.200,-0.385,0.537,-0.0015,0.000,0.000,0,0.000,0.000,-0.144,-0.077,0.000,0.000,0.0000,PLAN,166
29.400,-0.375,0.549,-0.0045,0.000,0.000,0,0.000,0.000,-0.030,-0.155,0.000,0.000,0.0000,PLAN,168
29.600,-0.405,0.570,0.0008,0.000,0.000,0,0.000,0.000,-0.154,0.002,0.000,0.000,0.0000,PLAN,166
29.800,-0.404,0.592,0.0015,0.000,0.000,0,0.000,0.000,-0.006,0.008,0.000,0.000,0.0000,PLAN,179
30.001,-0.462,0.610,0.0002,0.000,0.000,0,0.000,0.000,-0.232,0.076,0.000,0.000,0.0000,PLAN,179
30.200,-0.425,0.635,-0.0002,0.000,0.000,0,0.000,0.000,0.242,0.053,0.000,0.000,0.0000,PLAN,179
30.400,-0.460,0.641,-0.0002,0.000,0.000,0,0.000,0.000,0.045,-0.003,0.000,0.000,0.0000,PLAN,179
30.600,-0.486,0.644,-0.0002,0.000,0.000,0,0.000,0.000,-0.110,0.037,0.000,0.000,0.0000,PLAN,171
30.800,-0.478,0.639,-0.0002,0.000,0.000,0,0.000,0.000,0.031,-0.028,0.000,0.000,0.0000,PLAN,171
31.001,-0.478,0.639,-0.0002,0.000,0.000,0,0.000,0.000,0.031,-0.028,0.000,0.000,0.0000,PLAN,171
31.200,-0.523,0.626,0.0003,0.000,0.000,0,0.000,0.000,-0.104,0.064,0.000,0.000,0.0000,PLAN,180
31.400,-0.482,0.603,-0.0014,0.000,0.000,0,0.000,0.000,0.320,0.038,0.000,0.000,0.0000,PLAN,216
31.600,-0.482,0.603,-0.0014,0.000,0.000,0,0.000,0.000,0.320,0.038,0.000,0.000,0.0000,PLAN,216
31.801,-0.468,0.516,-0.0003,0.000,0.000,0,0.000,0.000,-0.031,-0.028,0.000,0.000,0.0000,PLAN,221
32.000,-0.424,0.492,0.0010,0.000,0.000,0,0.000,0.000,0.238,-0.006,0.000,0.000,0.0000,PLAN,221
32.201,-0.422,0.473,-0.0003,0.000,0.000,0,0.000,0.000,0.202,0.073,0.000,0.000,0.0000,PLAN,206
32.401,-0.392,0.463,0.0009,0.000,0.000,0,0.000,0.000,0.174,-0.005,0.000,0.000,0.0000,PLAN,228
32.601,-0.392,0.463,0.0009,0.000,0.000,0,0.000,0.000,0.174,-0.005,0.000,0.000,0.0000,PLAN,228
32.800,-0.348,0.409,-0.0026,0.000,0.000,0,0.000,0.000,0.352,0.056,0.000,0.000,0.0000,PLAN,249
33.000,-0.352,0.404,-0.0018,0.000,0.000,0,0.000,0.000,-0.044,0.044,0.000,0.000,0.0000,PLAN,249
33.200,-0.339,0.393,0.0005,0.000,0.000,0,0.000,0.000,0.016,-0.003,0.000,0.000,0.0000,PLAN,257
33.401,-0.318,0.372,-0.0001,0.000,0.000,0,0.000,0.000,0.174,0.083,0.000,0.000,0.0000,PLAN,254
33.600,-0.310,0.389,-0.0027,0.000,0.000,0,0.000,0.000,0.180,-0.192,0.000,0.000,0.0000,PLAN,254
33.800,-0.314,0.382,-0.0018,0.000,0.000,0,0.000,0.000,0.016,-0.020,0.000,0.000,0.0000,PLAN,265
34.000,-0.327,0.398,-0.0012,0.000,0.000,0,0.000,0.000,-0.192,0.072,0.000,0.000,0.0000,PLAN,250
34.200,-0.328,0.409,0.0019,0.000,0.000,0,0.000,0.000,-0.013,-0.080,0.000,0.000,0.0000,PLAN,181
34.400,-0.326,0.431,0.0001,0.000,0.000,0,0.000,0.000,-0.010,0.033,0.000,0.000,0.0000,PLAN,166
34.600,-0.347,0.452,-0.0028,0.000,0.000,0,0.000,0.000,-0.294,0.078,0.000,0.000,0.0000,PLAN,158
34.800,-0.332,0.476,-0.0043,0.000,0.000,0,0.000,0.000,0.187,0.014,0.000,0.000,0.0000,PLAN,149
35.000,-0.348,0.446,-0.0143,0.000,0.000,0,0.000,0.000,-0.078,-0.020,0.000,0.000,0.0000,PLAN,149
35.200,-0.386,0.543,0.0002,0.000,0.000,0,0.000,0.000,-0.156,-0.035,0.000,0.000,0.0000,PLAN,176
35.400,-0.431,0.614,0.0015,0.000,0.000,0,0.000,0.000,-0.150,0.010,0.000,0.000,0.0000,PLAN,176
35.601,-0.461,0.620,-0.0006,0.000,0.000,0,0.000,0.000,0.138,-0.012,0.000,0.000,0.0000,PLAN,187
35.800,-0.471,0.655,-0.0015,0.000,0.000,0,0.000,0.000,0.173,-0.027,0.000,0.000,0.0000,PLAN,194
36.001,-0.529,0.676,-0.0002,0.000,0.000,0,0.000,0.000,-0.272,0.064,0.000,0.000,0.0000,PLAN,194
36.200,-0.524,0.663,0.0003,0.000,0.000,0,0.000,0.000,-0.004,0.045,0.000,0.000,0.0000,PLAN,204
36.400,-0.524,0.663,0.0002,0.000,0.000,0,0.000,0.000,-0.002,0.042,0.000,0.000,0.0000,PLAN,225
36.600,-0.533,0.662,-0.0005,0.000,0.000,0,0.000,0.000,0.061,-0.017,0.000,0.000,0.0000,PLAN,225
36.800,-0.522,0.651,-0.0016,0.000,0.000,0,0.000,0.000,0.114,0.028,0.000,0.000,0.0000,PLAN,242
37.000,-0.530,0.632,-0.0007,0.000,0.000,0,0.000,0.000,-0.026,-0.038,0.000,0.000,0.0000,PLAN,224
37.201,-0.511,0.603,0.0037,0.000,0.000,0,0.000,0.000,0.005,0.030,0.000,0.000,0.0000,PLAN,218
37.400,-0.511,0.603,0.0037,0.000,0.000,0,0.000,0.000,0.005,0.030,0.000,0.000,0.0000,PLAN,218
37.600,-0.511,0.603,0.0037,0.000,0.000,0,0.000,0.000,0.005,0.030,0.000,0.000,0.0000,PLAN,218
37.800,-0.434,0.528,-0.0007,0.000,0.000,0,0.000,0.000,0.095,0.031,0.000,0.000,0.0000,PLAN,223
38.000,-0.397,0.491,-0.0004,0.000,0.000,0,0.000,0.000,0.151,0.063,0.000,0.000,0.0000,PLAN,214
38.200,-0.362,0.445,-0.0007,0.000,0.000,0,0.000,0.000,0.068,0.075,0.000,0.000,0.0000,PLAN,222
38.400,-0.352,0.442,-0.0037,0.000,0.000,0,0.000,0.000,0.073,-0.020,0.000,0.000,0.0000,PLAN,230
38.600,-0.334,0.400,-0.0042,0.000,0.000,0,0.000,0.000,0.071,-0.026,0.000,0.000,0.0000,PLAN,258
38.800,-0.311,0.397,-0.0035,0.000,0.000,0,0.000,0.000,0.022,-0.242,0.000,0.000,0.0000,PLAN,256
39.000,-0.317,0.391,-0.0005,0.000,0.000,0,0.000,0.000,0.038,0.054,0.000,0.000,0.0000,PLAN,260
39.200,-0.309,0.377,-0.0011,0.000,0.000,0,0.000,0.000,-0.011,0.001,0.000,0.000,0.0000,PLAN,266
