t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
1.200,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2858,0,0,0,0.000,0,,,,
1.400,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2858,0,0,0,0.000,0,,,,
1.600,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2936,0,0,0,0.000,0,,,,
1.800,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2936,0,0,0,0.000,0,,,,
2.000,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2936,0,0,0,0.000,0,,,,
2.200,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2936,0,0,0,0.000,0,,,,
2.400,-0.3254,0.3857,0.00202,,,0,IDLE code=0; status_seq=1,0,,2936,0,0,0,0.000,0,,,,
2.600,-0.2975,0.3674,-0.00112,,,0,IDLE code=0; status_seq=1,0,,3180,0,0,0,0.000,0,,,,
2.801,-0.2887,0.3612,0.00026,,,0,IDLE code=0; status_seq=1,0,,3180,0,0,0,0.000,0,,,,
3.001,-0.2866,0.3579,-0.00099,,,0,IDLE code=0; status_seq=1,0,,3180,0,0,0,0.000,0,,,,
3.201,-0.2870,0.3548,0.00191,,,0,IDLE code=0; status_seq=1,0,,3180,0,0,0,0.000,0,,,,
3.400,-0.2854,0.3544,0.00038,,,0,IDLE code=0; status_seq=1,0,,3180,0,0,0,0.000,0,,,,
3.601,-0.2854,0.3544,0.00038,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,0,,,,
3.800,-0.2854,0.3544,0.00038,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,1,,,,
4.000,-0.2854,0.3544,0.00038,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,1,,,,
4.201,-0.3083,0.3547,-0.00084,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,1,,,,
4.401,-0.3171,0.3362,-0.00212,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,1,,,,
4.600,-0.3184,0.3332,-0.00167,,,0,IDLE code=0; status_seq=1,0,,3729,0,0,0,0.000,1,,,,
4.800,-0.3200,0.3358,-0.00107,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
5.000,-0.3244,0.3370,0.00131,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
5.200,-0.3267,0.3372,-0.00389,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
5.401,-0.3295,0.3399,0.00151,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
5.600,-0.3297,0.3407,0.00018,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
5.800,-0.3326,0.3447,0.00055,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
6.000,-0.3326,0.3447,0.00055,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
6.200,-0.3326,0.3447,0.00055,,,0,IDLE code=0; status_seq=1,0,,3492,0,0,0,0.000,1,,,,
6.400,-0.3276,0.3661,-0.00352,,,0,IDLE code=0; status_seq=1,0,,3444,0,0,0,0.000,1,,,,
6.601,-0.3290,0.3778,0.00038,,,0,IDLE code=0; status_seq=1,0,,3444,0,0,0,0.000,1,,,,
6.800,-0.3300,0.3795,-0.00042,,,0,IDLE code=0; status_seq=1,0,,3444,0,0,0,0.000,1,,,,
7.000,-0.3283,0.3869,0.00030,,,0,IDLE code=0; status_seq=1,0,,3444,0,0,0,0.000,1,,,,
7.200,-0.3242,0.3902,-0.00026,,,0,IDLE code=0; status_seq=1,0,,3444,0,0,0,0.000,1,,,,
7.400,-0.3246,0.3919,-0.00029,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
7.601,-0.3227,0.3954,0.00085,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
7.801,-0.3191,0.3962,-0.00193,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
8.000,-0.3178,0.3984,0.00004,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
8.200,-0.3164,0.4003,-0.00143,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
8.401,-0.3149,0.3998,-0.00210,,,0,IDLE code=0; status_seq=1,0,,3575,0,0,0,0.000,1,,,,
8.601,-0.3136,0.3989,-0.00160,,,0,IDLE code=0; status_seq=1,0,,3614,0,0,0,0.000,1,,,,
