t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
0.801,-0.3585,0.3379,-0.00319,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
1.001,-0.3563,0.3371,0.00150,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
1.200,-0.3566,0.3369,-0.00138,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
1.401,-0.3572,0.3352,-0.00347,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
1.600,-0.3549,0.3351,0.00156,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
1.801,-0.3549,0.3351,0.00156,,,0,IDLE code=0; status_seq=1,0,,3069,0,0,0,0.000,0,,,,
2.000,-0.3549,0.3351,0.00156,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
2.201,-0.3446,0.3489,0.00150,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
2.400,-0.3366,0.3503,0.00145,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
2.601,-0.3289,0.3497,0.00114,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
2.800,-0.3270,0.3513,0.00091,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
3.000,-0.3249,0.3550,0.00081,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
3.200,-0.3249,0.3550,0.00081,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
3.400,-0.3249,0.3550,0.00081,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
3.600,-0.3271,0.3625,0.00064,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
3.801,-0.3290,0.3717,0.00163,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
4.000,-0.3309,0.3748,0.00115,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
4.201,-0.3348,0.3740,-0.00406,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
4.400,-0.3386,0.3761,-0.00280,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
4.601,-0.3384,0.3781,0.00187,,,0,IDLE code=0; status_seq=1,0,,3035,0,0,0,0.000,0,,,,
4.800,-0.3384,0.3781,0.00187,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.000,-0.3504,0.3765,0.00046,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.200,-0.3541,0.3751,0.00253,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.401,-0.3589,0.3743,0.00087,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.600,-0.3575,0.3740,0.00247,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.800,-0.3603,0.3718,0.00192,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,0,,,,
6.001,-0.3621,0.3686,0.00179,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,1,,,,
6.200,-0.3614,0.3684,0.00191,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,1,,,,
6.400,-0.3641,0.3635,0.00101,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,1,,,,
6.601,-0.3602,0.3630,0.00268,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,1,,,,
6.800,-0.3573,0.3553,-0.00223,,,0,IDLE code=0; status_seq=1,0,,3477,0,0,0,0.000,1,,,,
7.001,-0.3539,0.3515,-0.00222,,,0,IDLE code=0; status_seq=1,0,,3718,0,0,0,0.000,1,,,,
7.200,-0.3503,0.3491,-0.00178,,,0,IDLE code=0; status_seq=1,0,,3718,0,0,0,0.000,1,,,,
7.401,-0.3474,0.3477,-0.00160,,,0,IDLE code=0; status_seq=1,0,,3718,0,0,0,0.000,1,,,,
7.600,-0.3440,0.3456,-0.00171,,,0,IDLE code=0; status_seq=1,0,,3718,0,0,0,0.000,1,,,,
7.801,-0.3405,0.3447,-0.00220,,,0,IDLE code=0; status_seq=1,0,,3718,0,0,0,0.000,1,,,,
8.000,-0.3377,0.3440,0.00083,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
8.200,-0.3377,0.3440,0.00083,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
8.400,-0.3339,0.3474,-0.00297,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
8.601,-0.3301,0.3463,-0.00074,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
8.800,-0.3278,0.3471,-0.00249,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
9.000,-0.3270,0.3474,-0.00148,,,0,IDLE code=0; status_seq=1,0,,3592,0,0,0,0.000,1,,,,
9.200,-0.3271,0.3485,0.00184,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,1,,,,
9.401,-0.3286,0.3514,0.00218,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,1,,,,
9.600,-0.3286,0.3514,0.00218,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,1,,,,
9.800,-0.3286,0.3514,0.00218,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,1,,,,
10.001,-0.3286,0.3514,0.00218,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,1,,,,
10.201,-0.3636,0.3755,0.00187,,,0,IDLE code=0; status_seq=1,0,,3484,0,0,0,0.000,0,,,,
10.400,-0.3683,0.3777,-0.00259,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,0,,,,
10.600,-0.3735,0.3840,0.00066,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,0,,,,
10.800,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,0,,,,
11.000,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,1,,,,
11.200,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,1,,,,
11.400,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,1,,,,
11.600,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,1,,,,
11.800,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3335,0,0,0,0.000,1,,,,
12.000,-0.3730,0.3848,0.00198,,,0,IDLE code=0; status_seq=1,0,,3612,0,0,0,0.000,1,,,,
12.201,-0.3384,0.3489,-0.00220,,,0,IDLE code=0; status_seq=1,0,,3612,0,0,0,0.000,1,,,,
12.401,-0.3253,0.3450,0.00101,,,0,IDLE code=0; status_seq=1,0,,3612,0,0,0,0.000,1,,,,
12.600,-0.3271,0.3472,0.00096,,,0,IDLE code=0; status_seq=1,0,,3612,0,0,0,0.000,1,,,,
12.800,-0.3215,0.3453,0.00091,,,0,IDLE code=0; status_seq=1,0,,3612,0,0,0,0.000,1,,,,
13.000,-0.3209,0.3430,0.00105,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
13.201,-0.3143,0.3398,0.00114,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
13.400,-0.3129,0.3398,0.00088,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
13.600,-0.3149,0.3394,0.00148,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
13.800,-0.3127,0.3387,0.00153,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
14.001,-0.3127,0.3387,0.00153,,,0,IDLE code=0; status_seq=1,0,,3734,0,0,0,0.000,1,,,,
14.200,-0.3127,0.3387,0.00153,,,0,IDLE code=0; status_seq=1,0,,3512,0,0,0,0.000,1,,,,
14.401,-0.3375,0.3410,0.00235,,,0,IDLE code=0; status_seq=1,0,,3512,0,0,0,0.000,1,,,,
14.601,-0.3433,0.3432,-0.00073,,,0,IDLE code=0; status_seq=1,0,,3512,0,0,0,0.000,1,,,,
14.800,-0.3500,0.3441,-0.00369,,,0,IDLE code=0; status_seq=1,0,,3512,0,0,0,0.000,1,,,,
