plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,38.507,/plan,camera_init,0,-0.1500,0.1777,-0.54409,-0.1500,0.1777,-0.54409
1,38.507,/plan,camera_init,1,0.5330,-0.2355,-0.57362,0.5330,-0.2355,-0.57362
1,38.507,/plan,camera_init,2,1.1970,-0.6645,-0.60565,1.1970,-0.6645,-0.60565
1,38.507,/plan,camera_init,3,1.8337,-1.1054,-0.60437,1.8337,-1.1054,-0.60437
1,38.507,/plan,camera_init,4,2.4493,-1.5305,-0.54348,2.4493,-1.5305,-0.54348
1,38.507,/plan,camera_init,5,3.0602,-1.8996,-0.41734,3.0602,-1.8996,-0.41734
1,38.507,/plan,camera_init,6,3.6808,-2.1748,-0.23838,3.6808,-2.1748,-0.23838
1,38.507,/plan,camera_init,7,4.3154,-2.3290,-0.03249,4.3154,-2.3290,-0.03249
1,38.507,/plan,camera_init,8,4.9580,-2.3499,0.16783,4.9580,-2.3499,0.16783
1,38.507,/plan,camera_init,9,5.5984,-2.2414,0.33392,5.5984,-2.2414,0.33392
1,38.507,/plan,camera_init,10,6.2291,-2.0226,0.44926,6.2291,-2.0226,0.44926
1,38.507,/plan,camera_init,11,6.8496,-1.7234,0.51257,6.8496,-1.7234,0.51257
1,38.507,/plan,camera_init,12,7.4649,-1.3772,0.53149,7.4649,-1.3772,0.53149
1,38.507,/plan,camera_init,13,8.0828,-1.0139,0.51684,8.0828,-1.0139,0.51684
1,38.507,/plan,camera_init,14,8.7103,-0.6572,0.48446,8.7103,-0.6572,0.48446
1,38.507,/plan,camera_init,15,9.3506,-0.3202,0.45814,9.3506,-0.3202,0.45814
1,38.507,/plan,camera_init,16,10.0000,0.0000,0.00000,10.0000,0.0000,0.00000
2,38.508,/unsmoothed_plan,camera_init,0,-0.1500,0.1777,0.00000,-0.1500,0.1777,0.00000
2,38.508,/unsmoothed_plan,camera_init,1,0.7051,0.0269,-0.34907,0.7051,0.0269,-0.34907
2,38.508,/unsmoothed_plan,camera_init,2,1.4570,-0.4072,-0.69813,1.4570,-0.4072,-0.69813
2,38.508,/unsmoothed_plan,camera_init,3,2.0151,-1.0723,-1.04720,2.0151,-1.0723,-1.04720
2,38.508,/unsmoothed_plan,camera_init,4,2.4492,-1.8242,-1.04720,2.4492,-1.8242,-1.04720
2,38.508,/unsmoothed_plan,camera_init,5,2.9151,-2.4081,-0.87266,2.9151,-2.4081,-0.87266
2,38.508,/unsmoothed_plan,camera_init,6,3.5327,-2.8282,-0.52360,3.5327,-2.8282,-0.52360
2,38.508,/unsmoothed_plan,camera_init,7,4.2469,-3.0471,-0.17453,4.2469,-3.0471,-0.17453
2,38.508,/unsmoothed_plan,camera_init,8,4.9939,-3.0452,0.00000,4.9939,-3.0452,0.00000
2,38.508,/unsmoothed_plan,camera_init,9,5.7069,-2.8228,0.34907,5.7069,-2.8228,0.34907
2,38.508,/unsmoothed_plan,camera_init,10,6.3233,-2.4006,0.69813,6.3233,-2.4006,0.69813
2,38.508,/unsmoothed_plan,camera_init,11,6.8868,-1.9060,0.69813,6.8868,-1.9060,0.69813
2,38.508,/unsmoothed_plan,camera_init,12,7.4503,-1.4114,0.69813,7.4503,-1.4114,0.69813
2,38.508,/unsmoothed_plan,camera_init,13,8.0139,-0.9169,0.69813,8.0139,-0.9169,0.69813
2,38.508,/unsmoothed_plan,camera_init,14,8.5888,-0.4364,0.52360,8.5888,-0.4364,0.52360
2,38.508,/unsmoothed_plan,camera_init,15,9.2614,-0.1116,0.17453,9.2614,-0.1116,0.17453
2,38.508,/unsmoothed_plan,camera_init,16,10.0000,0.0000,0.00000,10.0000,0.0000,0.00000
