t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
2.801,-0.3672,0.4344,0.00095,,,0,IDLE code=0; status_seq=1,0,,3034,0,0,0,0.000,0,,,,
3.001,-0.3685,0.4384,0.00118,,,0,IDLE code=0; status_seq=1,0,,3034,0,0,0,0.000,0,,,,
3.201,-0.3698,0.4405,-0.00054,,,0,IDLE code=0; status_seq=1,0,,3034,0,0,0,0.000,0,,,,
3.401,-0.3724,0.4431,0.00147,,,0,IDLE code=0; status_seq=1,0,,3034,0,0,0,0.000,0,,,,
3.601,-0.3749,0.4453,0.00119,,,0,IDLE code=0; status_seq=1,0,,3034,0,0,0,0.000,0,,,,
3.800,-0.3748,0.4453,0.00121,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
4.000,-0.3748,0.4453,0.00121,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
4.201,-0.3883,0.4456,0.00146,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
4.401,-0.3891,0.4465,0.00133,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
4.600,-0.3891,0.4465,0.00133,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
4.801,-0.3891,0.4465,0.00133,,,0,IDLE code=0; status_seq=1,0,,2919,0,0,0,0.000,0,,,,
5.001,-0.4027,0.4315,0.00112,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
5.201,-0.4000,0.4244,-0.00112,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
5.400,-0.3954,0.4196,0.00155,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
5.600,-0.3954,0.4196,0.00155,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
5.800,-0.3907,0.4112,0.00090,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
6.000,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
6.200,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
6.400,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,3031,0,0,0,0.000,0,,,,
6.600,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
6.800,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
7.000,-0.3874,0.4108,0.00077,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
7.201,-0.3573,0.4108,-0.00013,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
7.400,-0.3573,0.4108,-0.00013,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
7.600,-0.3616,0.4118,-0.00231,,,0,IDLE code=0; status_seq=1,0,,4523,0,0,0,0.000,1,,,,
7.801,-0.3617,0.4150,0.00110,,,0,IDLE code=0; status_seq=1,0,,4334,0,0,0,0.000,1,,,,
8.000,-0.3648,0.4195,0.00095,,,0,IDLE code=0; status_seq=1,0,,4334,0,0,0,0.000,1,,,,
8.200,-0.3648,0.4195,0.00095,,,0,IDLE code=0; status_seq=1,0,,4334,0,0,0,0.000,1,,,,
8.400,-0.3648,0.4195,0.00095,,,0,IDLE code=0; status_seq=1,0,,4334,0,0,0,0.000,1,,,,
8.600,-0.3822,0.4377,0.00120,,,0,IDLE code=0; status_seq=1,0,,4334,0,0,0,0.000,1,,,,
