wall_time,t,event,detail
2026-08-30T14:18:28+0800,0.000,recorder_started,prefix=/home/jkjkzhang/lidar_project/report3/data/static_obstacle_20260830_replan_fix1
2026-08-30T14:18:29+0800,1.090,goal_status,IDLE code=0; status_seq=1
2026-08-30T14:19:03+0800,35.237,goal_received,frame=camera_init; x=10.000; y=0.000
2026-08-30T14:19:03+0800,35.239,goal_status,QUEUED code=1; waiting for Nav2 action server; status_seq=2
2026-08-30T14:19:03+0800,35.243,goal_status,ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-08-30T14:19:03+0800,35.246,plan_received,id=1; source=/unsmoothed_plan; points=19; frame=camera_init
2026-08-30T14:19:03+0800,35.247,plan_received,id=2; source=/plan; points=19; frame=camera_init
2026-08-30T14:19:03+0800,35.266,plan_received,id=3; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.365,plan_received,id=4; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.465,plan_received,id=5; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.566,plan_received,id=6; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.665,plan_received,id=7; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.764,plan_received,id=8; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:03+0800,35.865,plan_received,id=9; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,35.965,plan_received,id=10; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.065,plan_received,id=11; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.165,plan_received,id=12; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.265,plan_received,id=13; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.365,plan_received,id=14; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.465,plan_received,id=15; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.565,plan_received,id=16; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.665,plan_received,id=17; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.765,plan_received,id=18; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:04+0800,36.864,plan_received,id=19; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,36.964,plan_received,id=20; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.065,plan_received,id=21; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.165,plan_received,id=22; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.265,plan_received,id=23; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.365,plan_received,id=24; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.465,plan_received,id=25; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.565,plan_received,id=26; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.665,plan_received,id=27; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.764,plan_received,id=28; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:05+0800,37.865,plan_received,id=29; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,37.965,plan_received,id=30; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.064,plan_received,id=31; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.164,plan_received,id=32; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.265,plan_received,id=33; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.365,plan_received,id=34; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.464,plan_received,id=35; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.565,plan_received,id=36; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.664,plan_received,id=37; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.765,plan_received,id=38; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:06+0800,38.865,plan_received,id=39; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
2026-08-30T14:19:07+0800,38.965,plan_received,id=40; source=/received_global_plan; points=19; frame=wamv/wamv/base_link
