t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
1.800,-0.5480,0.6657,-0.00217,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
2.000,-0.5480,0.6657,-0.00217,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
2.200,-0.5480,0.6657,-0.00217,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.400,-0.5623,0.6517,-0.00219,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.601,-0.5662,0.6442,-0.00432,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.800,-0.5637,0.6430,-0.00344,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
3.001,-0.5637,0.6430,-0.00344,,,0,IDLE code=0; status_seq=1,0,,3143,0,0,0,0.000,0,,,,
3.200,-0.5593,0.6259,0.00154,,,0,IDLE code=0; status_seq=1,0,,3143,0,0,0,0.000,0,,,,
3.400,-0.5607,0.6194,-0.00217,,,0,IDLE code=0; status_seq=1,0,,3143,0,0,0,0.000,0,,,,
3.601,-0.5542,0.6156,-0.00181,,,0,IDLE code=0; status_seq=1,0,,3143,0,0,0,0.000,0,,,,
3.800,-0.5542,0.6156,-0.00181,,,0,IDLE code=0; status_seq=1,0,,3143,0,0,0,0.000,0,,,,
4.000,-0.5542,0.6156,-0.00181,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
4.201,-0.5291,0.5939,0.00227,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
4.400,-0.5174,0.5847,0.00159,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
4.600,-0.5145,0.5855,-0.00384,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
4.800,-0.5095,0.5805,0.00194,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
5.000,-0.5095,0.5805,0.00194,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
5.201,-0.5095,0.5805,0.00194,,,0,IDLE code=0; status_seq=1,0,,3211,0,0,0,0.000,0,,,,
5.401,-0.5095,0.5805,0.00194,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
5.601,-0.5001,0.5937,-0.00138,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
5.801,-0.4935,0.5931,-0.00418,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
6.000,-0.4938,0.5967,-0.00505,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
6.200,-0.4954,0.5986,-0.00165,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
6.401,-0.4970,0.6042,-0.00559,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
6.600,-0.4997,0.6062,-0.00221,,,0,IDLE code=0; status_seq=1,0,,2968,0,0,0,0.000,0,,,,
6.801,-0.5018,0.6099,-0.00791,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
7.001,-0.5082,0.6215,-0.00875,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
7.200,-0.5130,0.6313,-0.00703,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
7.400,-0.5177,0.6362,-0.00851,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
7.601,-0.5211,0.6426,-0.00316,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
7.801,-0.5248,0.6470,-0.00837,,,0,IDLE code=0; status_seq=1,0,,4321,0,0,0,0.000,1,,,,
8.000,-0.5292,0.6515,0.00017,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
8.201,-0.5350,0.6591,-0.00254,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
8.400,-0.5350,0.6591,-0.00254,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
8.601,-0.5351,0.6568,-0.00333,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
8.801,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
9.000,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
9.201,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
9.400,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4428,0,0,0,0.000,1,,,,
9.600,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
9.800,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
10.000,-0.5474,0.6598,-0.00251,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
10.201,-0.5467,0.6604,-0.00124,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
10.400,-0.5043,0.6153,-0.00068,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
10.601,-0.5000,0.5942,0.00202,,,0,IDLE code=0; status_seq=1,0,,4714,0,0,0,0.000,1,,,,
10.800,-0.5000,0.5942,0.00202,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
11.000,-0.5000,0.5942,0.00202,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
11.201,-0.4957,0.5951,-0.00401,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
11.401,-0.4865,0.5833,0.00218,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
11.601,-0.4840,0.5810,0.00119,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
11.801,-0.4835,0.5805,0.00076,,,0,IDLE code=0; status_seq=1,0,,4657,0,0,0,0.000,1,,,,
12.001,-0.4846,0.5811,-0.00558,,,0,IDLE code=0; status_seq=1,0,,4337,0,0,0,0.000,1,,,,
12.201,-0.4869,0.5832,-0.00102,,,0,IDLE code=0; status_seq=1,0,,4337,0,0,0,0.000,1,,,,
12.401,-0.4906,0.5867,-0.00320,,,0,IDLE code=0; status_seq=1,0,,4337,0,0,0,0.000,1,,,,
12.601,-0.4947,0.5899,-0.00306,,,0,IDLE code=0; status_seq=1,0,,4337,0,0,0,0.000,1,,,,
12.800,-0.4967,0.5908,-0.00154,,,0,IDLE code=0; status_seq=1,0,,4337,0,0,0,0.000,1,,,,
13.001,-0.5041,0.6005,-0.00136,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
13.201,-0.5104,0.6090,-0.00218,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
13.400,-0.5112,0.6095,-0.00242,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
13.600,-0.5112,0.6095,-0.00242,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
13.800,-0.5112,0.6095,-0.00242,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
14.001,-0.5112,0.6095,-0.00242,,,0,IDLE code=0; status_seq=1,0,,4314,0,0,0,0.000,1,,,,
14.200,-0.5561,0.6626,-0.00806,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
14.401,-0.5786,0.6949,-0.00625,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
14.601,-0.5815,0.6977,-0.00237,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
14.800,-0.5815,0.6977,-0.00237,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
15.001,-0.5815,0.6977,-0.00237,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
15.200,-0.5756,0.6891,-0.00309,,,0,IDLE code=0; status_seq=1,0,,4391,0,0,0,0.000,1,,,,
15.401,-0.5693,0.6837,-0.00328,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
15.601,-0.5674,0.6790,-0.00428,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
15.800,-0.5630,0.6756,-0.00289,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
16.001,-0.5580,0.6710,-0.00276,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
16.200,-0.5548,0.6668,0.00139,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
16.401,-0.5548,0.6668,0.00139,,,0,IDLE code=0; status_seq=1,0,,4551,0,0,0,0.000,1,,,,
16.601,-0.5548,0.6668,0.00139,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
16.801,-0.5386,0.6625,-0.00162,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
17.000,-0.5135,0.6301,0.00217,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
17.200,-0.5135,0.6301,0.00217,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
17.401,-0.5100,0.6181,-0.00188,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
17.601,-0.4991,0.6068,-0.00222,,,0,IDLE code=0; status_seq=1,0,,4750,0,0,0,0.000,1,,,,
17.801,-0.4940,0.6044,0.00194,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
18.000,-0.4950,0.6013,0.00097,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
18.201,-0.4950,0.6013,0.00097,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
18.401,-0.4950,0.6013,0.00097,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
18.600,-0.4950,0.6013,0.00097,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
18.801,-0.5293,0.6199,-0.00557,,,0,IDLE code=0; status_seq=1,0,,4625,0,0,0,0.000,1,,,,
19.001,-0.5398,0.6221,-0.00565,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
19.200,-0.5477,0.6338,-0.00282,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
19.401,-0.5477,0.6338,-0.00282,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
19.600,-0.5477,0.6338,-0.00282,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
19.800,-0.5477,0.6338,-0.00282,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
20.001,-0.5863,0.6856,-0.00158,,,0,IDLE code=0; status_seq=1,0,,4234,0,0,0,0.000,1,,,,
20.201,-0.5826,0.6856,-0.00233,,,0,IDLE code=0; status_seq=1,0,,4421,0,0,0,0.000,1,,,,
20.400,-0.5826,0.6856,-0.00233,,,0,IDLE code=0; status_seq=1,0,,4421,0,0,0,0.000,1,,,,
20.601,-0.5826,0.6856,-0.00233,,,0,IDLE code=0; status_seq=1,0,,4421,0,0,0,0.000,1,,,,
