t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts,left_thrust,right_thrust,safety_stop,path_min_clearance,path_length,raw_obstacle_pts,safety_cloud_pts,lio_input_pts,registered_pts,dynamic_track_count,dynamic_point_count,dynamic_max_speed,goal_accepted,goal_status,goal_result_code
0.200,-0.095,0.098,-0.0001,0.000,0.000,0,0.000,0.000,-0.000,0.009,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7471,0,0,0.000,0,IDLE code=0,0
0.400,-0.100,0.100,-0.0013,0.000,0.000,0,0.000,0.000,0.001,0.005,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7596,0,0,0.000,0,IDLE code=0,0
0.601,-0.106,0.104,0.0004,0.000,0.000,0,0.000,0.000,0.001,-0.012,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7650,0,0,0.000,0,IDLE code=0,0
0.800,-0.106,0.104,0.0004,0.000,0.000,0,0.000,0.000,0.001,-0.012,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7650,0,0,0.000,0,IDLE code=0,0
1.001,-0.101,0.105,0.0005,0.000,0.000,0,0.000,0.000,0.028,0.002,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7650,0,0,0.000,0,IDLE code=0,0
1.200,-0.101,0.105,0.0005,0.000,0.000,0,0.000,0.000,0.028,0.002,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7650,0,0,0.000,0,IDLE code=0,0
1.400,-0.140,0.128,-0.0003,0.000,0.000,0,0.000,0.000,0.002,0.017,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7677,0,0,0.000,0,IDLE code=0,0
1.600,-0.142,0.130,-0.0002,0.000,0.000,0,0.000,0.000,0.002,0.020,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,0,0,0,7686,0,0,0.000,0,IDLE code=0,0
1.800,-0.142,0.130,-0.0002,0.000,0.000,0,0.000,0.000,0.002,0.020,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,3452,3452,0,7686,0,0,0.000,0,IDLE code=0,0
2.000,-0.142,0.130,-0.0002,0.000,0.000,0,0.000,0.000,0.002,0.020,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,3452,3452,0,7686,0,0,0.000,0,IDLE code=0,0
2.201,-0.136,0.147,0.0006,0.000,0.000,0,0.000,0.000,0.002,-0.013,0.000,0.000,0.0000,PLAN,0,0.000,0.000,0,nan,0.000,3449,3449,0,7686,0,0,0.000,0,IDLE code=0,0
