t,source,point_index,x,y,z
1.244,raw,0,-5.5686,-6.3430,0.5492
1.244,raw,10,-5.4174,-6.5598,0.5409
1.244,raw,20,-5.2630,-6.7786,0.5315
1.244,raw,30,-5.1335,-7.0357,0.5148
1.244,raw,40,-4.9653,-7.2522,0.5049
1.244,raw,50,-6.0689,-7.0052,0.6657
1.244,raw,60,-5.9147,-7.2558,0.6559
1.244,raw,70,-5.7569,-7.5101,0.6450
1.244,raw,80,-5.6034,-7.7792,0.6315
1.244,raw,90,-5.4128,-8.0088,0.6232
1.244,raw,100,-5.2419,-8.2749,0.6093
1.244,raw,110,-5.0370,-8.5011,0.6004
1.244,raw,121,-4.3259,-7.9424,0.6991
1.244,raw,131,-4.0943,-8.0860,0.6980
1.244,raw,141,-4.4019,-9.2708,0.5597
1.244,raw,151,-4.1869,-9.5308,0.5439
1.244,raw,161,-3.9618,-9.7878,0.5278
1.244,raw,171,-3.7315,-10.0538,0.5100
1.244,raw,181,-6.7218,-7.6747,0.8102
1.244,raw,191,-6.5893,-7.9910,0.7965
1.244,raw,201,-6.3842,-8.2323,0.7917
1.244,raw,211,-6.2408,-8.5589,0.7762
1.244,raw,221,-6.0223,-8.7990,0.7705
1.244,raw,232,-5.7878,-9.0793,0.7618
1.244,raw,242,-5.5770,-9.3482,0.7517
1.244,raw,252,-4.3563,-7.9402,0.9220
1.244,raw,262,-4.0927,-8.0272,0.9272
1.244,raw,272,-4.9235,-10.2035,0.7134
1.244,raw,282,-4.6924,-10.4996,0.6985
1.244,raw,292,-4.4287,-10.7465,0.6882
1.244,raw,302,-4.1851,-11.0588,0.6707
1.244,raw,312,-3.9347,-11.3850,0.6512
1.244,raw,322,-3.6807,-11.7379,0.6287
1.244,raw,332,-3.4682,-12.2680,0.5884
1.244,raw,343,-3.1870,-12.7914,0.5495
1.244,raw,353,-2.9430,-13.4085,0.5002
1.244,raw,363,-7.8311,-8.0363,0.9911
1.244,raw,373,-7.6531,-8.3376,0.9849
1.244,raw,383,-7.4425,-8.6109,0.9810
1.244,raw,393,-7.2366,-8.8951,0.9756
1.244,raw,403,-7.0388,-9.1972,0.9682
1.244,raw,413,-6.8268,-9.4911,0.9612
1.244,raw,423,-6.6190,-9.8013,0.9524
1.244,raw,433,-6.3985,-10.1062,0.9438
1.244,raw,443,-6.1866,-10.4390,0.9325
1.244,raw,454,-4.2496,-7.9199,1.1505
1.244,raw,464,-4.0452,-8.1098,1.1461
1.244,raw,474,-5.4442,-11.4441,0.8975
1.244,raw,484,-5.1602,-11.7221,0.8890
1.244,raw,494,-4.9136,-12.1033,0.8721
1.244,raw,504,-4.6222,-12.4123,0.8603
1.244,raw,514,-4.3868,-12.9002,0.8349
1.244,raw,524,-4.1437,-13.4322,0.8060
1.244,raw,534,-3.9267,-14.1310,0.7647
1.244,raw,544,-3.6368,-14.6974,0.7328
1.244,raw,554,-3.3429,-15.3595,0.6938
1.244,raw,565,-2.9868,-16.1160,0.6485
1.244,raw,575,-2.6736,-17.0617,0.5887
1.244,raw,585,-2.3561,-18.3078,0.5075
1.244,raw,595,-10.4408,-5.3839,1.2406
1.244,raw,605,-10.3400,-5.7314,1.2372
1.244,raw,615,-10.2272,-6.0770,1.2340
1.244,raw,625,-10.0450,-6.3847,1.2338
1.244,raw,635,-9.9579,-6.7560,1.2280
1.244,raw,645,-9.7445,-7.0475,1.2285
1.244,raw,655,-9.5784,-7.3741,1.2259
1.244,raw,665,-9.4426,-7.7293,1.2209
1.244,raw,676,-9.2064,-8.0565,1.2197
1.244,raw,686,-9.0103,-8.3730,1.2169
1.244,raw,696,-8.8151,-8.6956,1.2135
1.244,raw,706,-8.6497,-9.0551,1.2074
1.244,raw,716,-8.4517,-9.3912,1.2026
1.244,raw,726,-8.1922,-9.6673,1.2012
1.244,raw,736,-7.9972,-10.0241,1.1947
1.244,raw,746,-7.7888,-10.3777,1.1881
1.244,raw,756,-7.5908,-10.7599,1.1797
1.244,raw,766,-7.3250,-11.0636,1.1755
1.244,raw,776,-7.1218,-11.4734,1.1652
1.244,raw,787,-4.4638,-7.9595,1.3651
1.244,raw,797,-4.1423,-7.9502,1.3729
1.244,raw,807,-3.9912,-8.2401,1.3647
1.244,raw,817,-6.0107,-12.9223,1.1331
1.244,raw,827,-5.7630,-13.3905,1.1187
1.244,raw,837,-5.4625,-13.7820,1.1080
1.244,raw,847,-5.1676,-14.2257,1.0944
1.244,raw,857,-4.9817,-15.0233,1.0634
1.244,raw,867,-4.7159,-15.7045,1.0381
1.244,raw,877,-4.4930,-16.6436,1.0003
1.244,raw,887,-4.4115,-18.3017,0.9286
1.244,raw,898,-4.8996,-23.0760,0.7124
1.244,raw,908,-4.4275,-24.2060,0.6667
1.244,raw,918,-3.7999,-24.7773,0.6464
1.244,raw,928,-3.1221,-25.1828,0.6330
1.244,raw,938,-2.4236,-25.5614,0.6199
1.244,raw,948,-1.7100,-25.9642,0.6049
1.244,raw,958,-0.9712,-26.2684,0.5934
1.244,raw,968,-0.2162,-26.5315,0.5829
1.244,raw,978,0.5529,-26.8972,0.5667
1.244,raw,988,1.3421,-27.2295,0.5510
1.244,raw,998,2.1565,-27.6417,0.5306
1.244,raw,1009,3.0791,-28.0522,0.5088
1.244,raw,1019,23.0165,10.0909,0.6810
1.244,raw,1029,-18.8599,20.7973,0.5131
1.244,raw,1039,-18.4222,19.2065,0.5790
1.244,raw,1049,-17.8143,17.5679,0.6509
1.244,raw,1059,-17.5314,16.3412,0.6982
1.244,raw,1069,-17.1479,15.1069,0.7482
