wall_time,sim_time,topic,frame_id,tf_ok,total_points,danger_points,expanded_box_points,nearest_xy_m,danger_sectors,raw_clean_streak,result
2026-08-30T18:28:54+0800,0.000,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-08-30T18:28:55+0800,38.232,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6808,3690,3690,0.101,14,0,blocked
2026-08-30T18:28:55+0800,38.548,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6872,3690,3690,0.106,14,0,blocked
2026-08-30T18:28:55+0800,38.672,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-08-30T18:28:55+0800,38.876,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6917,3690,3690,0.107,14,0,blocked
2026-08-30T18:28:55+0800,38.876,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-08-30T18:28:55+0800,39.100,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6920,3690,3690,0.103,14,0,blocked
2026-08-30T18:28:55+0800,39.100,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-08-30T18:28:56+0800,39.276,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6900,3690,3690,0.107,14,0,blocked
2026-08-30T18:28:56+0800,39.276,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:56+0800,40.080,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:56+0800,40.124,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6729,3690,3690,0.110,14,0,blocked
2026-08-30T18:28:56+0800,40.228,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6726,3690,3690,0.104,14,0,blocked
2026-08-30T18:28:56+0800,40.284,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:56+0800,40.328,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6726,3690,3690,0.109,14,0,blocked
2026-08-30T18:28:56+0800,40.368,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:57+0800,40.624,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6671,3690,3690,0.104,14,0,blocked
2026-08-30T18:28:57+0800,40.788,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:57+0800,40.824,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6642,3690,3690,0.109,14,0,blocked
2026-08-30T18:28:57+0800,40.924,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6626,3690,3690,0.104,14,0,blocked
2026-08-30T18:28:57+0800,41.028,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6607,3690,3690,0.108,14,0,blocked
2026-08-30T18:28:57+0800,41.088,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:57+0800,41.196,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:57+0800,41.236,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6586,3690,3690,0.111,14,0,blocked
2026-08-30T18:28:58+0800,41.328,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6583,3690,3690,0.103,14,0,blocked
2026-08-30T18:28:58+0800,41.400,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:28:58+0800,41.428,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6586,3690,3690,0.106,14,0,blocked
