wall_time,sim_time,topic,frame_id,tf_ok,total_points,danger_points,expanded_box_points,nearest_xy_m,danger_sectors,raw_clean_streak,result
2026-09-01T20:43:49+0800,37.820,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,2979,0,0,8.103,0,1,clean
2026-09-01T20:43:49+0800,37.968,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T20:43:49+0800,38.120,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3072,0,0,8.099,0,2,clean
2026-09-01T20:43:49+0800,38.260,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T20:43:49+0800,38.320,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3148,0,0,8.099,0,3,clean
2026-09-01T20:43:50+0800,38.772,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T20:43:50+0800,39.120,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3219,0,0,8.099,0,4,clean
2026-09-01T20:43:50+0800,39.176,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T20:43:50+0800,39.264,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T20:43:50+0800,39.320,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3188,0,0,8.095,0,5,PASS
