wall_time,t,event,detail
2026-09-01T13:20:40+0800,0.000,recorder_started,prefix=/home/jkjkzhang/lidar_project/report3/data/static_plan_20260901_plan06
2026-09-01T13:20:42+0800,1.483,goal_status,IDLE code=0; status_seq=1
2026-09-01T13:21:28+0800,48.112,goal_received,frame=camera_init; x=18.000; y=0.000
2026-09-01T13:21:28+0800,48.115,goal_status,QUEUED code=1; waiting for Nav2 action server; status_seq=2
2026-09-01T13:21:28+0800,48.119,goal_status,ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-01T13:21:28+0800,48.137,plan_received,id=1; source=/unsmoothed_plan; points=34; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:34+0800,53.856,plan_received,id=62; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:34+0800,53.956,plan_received,id=63; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:34+0800,54.056,plan_received,id=64; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:34+0800,54.157,plan_received,id=65; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.257,plan_received,id=66; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.358,plan_received,id=67; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.455,plan_received,id=68; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.556,plan_received,id=69; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.656,plan_received,id=70; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.755,plan_received,id=71; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.856,plan_received,id=72; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,54.956,plan_received,id=73; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,55.056,plan_received,id=74; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:35+0800,55.155,plan_received,id=75; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.256,plan_received,id=76; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.356,plan_received,id=77; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.457,plan_received,id=78; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.556,plan_received,id=79; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.657,plan_received,id=80; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.756,plan_received,id=81; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.857,plan_received,id=82; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,55.955,plan_received,id=83; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,56.055,plan_received,id=84; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,56.155,plan_received,id=85; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:36+0800,56.185,plan_received,id=86; source=/unsmoothed_plan; points=25; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:36+0800,56.186,plan_received,id=87; source=/plan; points=25; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:37+0800,56.256,plan_received,id=88; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.356,plan_received,id=89; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.459,plan_received,id=90; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.555,plan_received,id=91; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.656,plan_received,id=92; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.756,plan_received,id=93; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.855,plan_received,id=94; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,56.956,plan_received,id=95; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,57.055,plan_received,id=96; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:37+0800,57.156,plan_received,id=97; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.256,plan_received,id=98; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.356,plan_received,id=99; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.457,plan_received,id=100; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.556,plan_received,id=101; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.656,plan_received,id=102; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.755,plan_received,id=103; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.856,plan_received,id=104; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,57.956,plan_received,id=105; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,58.056,plan_received,id=106; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:38+0800,58.156,plan_received,id=107; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.256,plan_received,id=108; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.356,plan_received,id=109; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.455,plan_received,id=110; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.556,plan_received,id=111; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.655,plan_received,id=112; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.755,plan_received,id=113; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.856,plan_received,id=114; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,58.955,plan_received,id=115; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,59.055,plan_received,id=116; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:39+0800,59.155,plan_received,id=117; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.255,plan_received,id=118; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.357,plan_received,id=119; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.456,plan_received,id=120; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.555,plan_received,id=121; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.655,plan_received,id=122; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.755,plan_received,id=123; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.855,plan_received,id=124; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,59.956,plan_received,id=125; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,60.056,plan_received,id=126; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,60.156,plan_received,id=127; source=/received_global_plan; points=24; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:40+0800,60.216,plan_received,id=128; source=/plan; points=27; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:40+0800,60.217,plan_received,id=129; source=/unsmoothed_plan; points=27; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:41+0800,60.256,plan_received,id=130; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.357,plan_received,id=131; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.462,plan_received,id=132; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.557,plan_received,id=133; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.655,plan_received,id=134; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.756,plan_received,id=135; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.855,plan_received,id=136; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,60.955,plan_received,id=137; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,61.055,plan_received,id=138; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:41+0800,61.155,plan_received,id=139; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.257,plan_received,id=140; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.355,plan_received,id=141; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.455,plan_received,id=142; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.556,plan_received,id=143; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.655,plan_received,id=144; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.755,plan_received,id=145; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.856,plan_received,id=146; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,61.955,plan_received,id=147; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,62.056,plan_received,id=148; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:42+0800,62.155,plan_received,id=149; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.256,plan_received,id=150; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.356,plan_received,id=151; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.455,plan_received,id=152; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.555,plan_received,id=153; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.655,plan_received,id=154; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.756,plan_received,id=155; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.855,plan_received,id=156; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,62.955,plan_received,id=157; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,63.055,plan_received,id=158; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:43+0800,63.156,plan_received,id=159; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.256,plan_received,id=160; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.356,plan_received,id=161; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.457,plan_received,id=162; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.756,plan_received,id=163; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.857,plan_received,id=164; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,63.956,plan_received,id=165; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,64.057,plan_received,id=166; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:44+0800,64.156,plan_received,id=167; source=/received_global_plan; points=26; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.246,plan_received,id=168; source=/plan; points=25; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:45+0800,64.247,plan_received,id=169; source=/unsmoothed_plan; points=25; frame=camera_init; world_frame=camera_init
2026-09-01T13:21:45+0800,64.256,plan_received,id=170; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.356,plan_received,id=171; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.455,plan_received,id=172; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.556,plan_received,id=173; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.656,plan_received,id=174; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.756,plan_received,id=175; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.856,plan_received,id=176; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,64.956,plan_received,id=177; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,65.055,plan_received,id=178; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:45+0800,65.156,plan_received,id=179; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.255,plan_received,id=180; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.355,plan_received,id=181; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.456,plan_received,id=182; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.556,plan_received,id=183; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.656,plan_received,id=184; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.756,plan_received,id=185; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.856,plan_received,id=186; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,65.956,plan_received,id=187; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,66.056,plan_received,id=188; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:46+0800,66.155,plan_received,id=189; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.255,plan_received,id=190; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.355,plan_received,id=191; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.455,plan_received,id=192; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.555,plan_received,id=193; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.656,plan_received,id=194; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.755,plan_received,id=195; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.855,plan_received,id=196; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,66.955,plan_received,id=197; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-01T13:21:47+0800,67.055,plan_received,id=198; source=/received_global_plan; points=25; frame=wamv/wamv/base_link; world_frame=camera_init
