t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
0.201,-0.3059,0.3056,0.00119,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.400,-0.3059,0.3056,0.00119,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.600,-0.2986,0.3061,0.00043,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.800,-0.2910,0.3051,-0.00168,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.000,-0.2910,0.3051,-0.00168,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.351,-0.2910,0.3051,-0.00168,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.401,-0.2910,0.3051,-0.00168,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.600,-0.2910,0.3051,-0.00168,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.800,-0.2809,0.3151,-0.00279,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.000,-0.2796,0.3173,0.00174,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.201,-0.2821,0.3176,-0.00383,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,0,,,,
2.400,-0.2836,0.3237,0.00197,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,0,,,,
2.600,-0.2836,0.3237,0.00197,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,0,,,,
2.801,-0.2902,0.3299,0.00170,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,0,,,,
3.000,-0.2903,0.3299,0.00171,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,0,,,,
3.200,-0.2951,0.3336,0.00229,,,0,IDLE code=0; status_seq=1,0,,3043,0,0,0,0.000,1,,,,
3.401,-0.2952,0.3337,0.00232,,,0,IDLE code=0; status_seq=1,0,,3375,0,0,0,0.000,1,,,,
3.600,-0.2952,0.3337,0.00232,,,0,IDLE code=0; status_seq=1,0,,3375,0,0,0,0.000,1,,,,
3.800,-0.2952,0.3337,0.00232,,,0,IDLE code=0; status_seq=1,0,,3375,0,0,0,0.000,1,,,,
4.000,-0.3091,0.3289,-0.00312,,,0,IDLE code=0; status_seq=1,0,,3375,0,0,0,0.000,1,,,,
4.200,-0.3120,0.3342,0.00201,,,0,IDLE code=0; status_seq=1,0,,3375,0,0,0,0.000,1,,,,
4.401,-0.3127,0.3320,0.00186,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
4.601,-0.3131,0.3298,0.00195,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
4.800,-0.3119,0.3295,0.00173,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
5.000,-0.3119,0.3295,0.00173,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
5.200,-0.3119,0.3295,0.00173,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
5.401,-0.2955,0.3162,-0.00007,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
5.600,-0.2930,0.3111,0.00105,,,0,IDLE code=0; status_seq=1,0,,3480,0,0,0,0.000,1,,,,
5.800,-0.2903,0.3086,0.00093,,,0,IDLE code=0; status_seq=1,0,,3705,0,0,0,0.000,1,,,,
6.000,-0.2871,0.3070,0.00096,,,0,IDLE code=0; status_seq=1,0,,3705,0,0,0,0.000,1,,,,
