wall_time,sim_time,topic,frame_id,tf_ok,total_points,danger_points,expanded_box_points,nearest_xy_m,danger_sectors,raw_clean_streak,result
2026-08-30T18:34:51+0800,48.920,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6674,3690,3690,0.108,14,0,blocked
2026-08-30T18:34:51+0800,48.968,/usv/structure_map_cloud,camera_init,1,653,0,0,8.393,0,,clean
2026-08-30T18:34:51+0800,49.020,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6678,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:51+0800,49.076,/usv/structure_map_cloud,camera_init,1,673,0,0,8.389,0,,clean
2026-08-30T18:34:51+0800,49.164,/usv/structure_map_cloud,camera_init,1,692,0,0,8.385,0,,clean
2026-08-30T18:34:51+0800,49.468,/usv/structure_map_cloud,camera_init,1,708,0,0,8.380,0,,clean
2026-08-30T18:34:52+0800,49.756,/usv/structure_map_cloud,camera_init,1,718,0,0,8.376,0,,clean
2026-08-30T18:34:52+0800,49.940,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6781,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:52+0800,50.060,/usv/structure_map_cloud,camera_init,1,742,0,0,8.372,0,,clean
2026-08-30T18:34:52+0800,50.124,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6789,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:52+0800,50.224,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6789,3690,3690,0.110,14,0,blocked
2026-08-30T18:34:52+0800,50.264,/usv/structure_map_cloud,camera_init,1,772,0,0,8.371,0,,clean
2026-08-30T18:34:52+0800,50.352,/usv/structure_map_cloud,camera_init,1,803,0,0,8.370,0,,clean
2026-08-30T18:34:52+0800,50.424,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6796,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:52+0800,50.532,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6807,3690,3690,0.106,14,0,blocked
2026-08-30T18:34:52+0800,50.580,/usv/structure_map_cloud,camera_init,1,812,0,0,8.371,0,,clean
2026-08-30T18:34:53+0800,50.664,/usv/structure_map_cloud,camera_init,1,835,0,0,8.373,0,,clean
2026-08-30T18:34:53+0800,50.720,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6822,3690,3690,0.096,14,0,blocked
2026-08-30T18:34:53+0800,50.864,/usv/structure_map_cloud,camera_init,1,853,0,0,8.375,0,,clean
2026-08-30T18:34:53+0800,50.920,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6805,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:53+0800,51.024,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6805,3690,3690,0.109,14,0,blocked
2026-08-30T18:34:53+0800,51.068,/usv/structure_map_cloud,camera_init,1,866,0,0,8.378,0,,clean
2026-08-30T18:34:53+0800,51.172,/usv/structure_map_cloud,camera_init,1,879,0,0,8.381,0,,clean
2026-08-30T18:34:53+0800,51.224,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6757,3690,3690,0.108,14,0,blocked
2026-08-30T18:34:53+0800,51.416,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6713,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:53+0800,51.564,/usv/structure_map_cloud,camera_init,1,899,0,0,8.390,0,,clean
2026-08-30T18:34:54+0800,51.620,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6657,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:54+0800,52.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6611,3690,3690,0.101,14,0,blocked
2026-08-30T18:34:55+0800,52.664,/usv/structure_map_cloud,camera_init,1,906,0,0,8.411,0,,clean
2026-08-30T18:34:55+0800,52.720,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6646,3690,3690,0.105,14,0,blocked
2026-08-30T18:34:55+0800,52.936,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6678,3690,3690,0.102,14,0,blocked
2026-08-30T18:34:55+0800,53.136,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6682,3690,3690,0.099,14,0,blocked
2026-08-30T18:34:55+0800,53.420,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6561,3690,3690,0.110,14,0,blocked
2026-08-30T18:34:55+0800,53.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6583,3690,3690,0.087,14,0,blocked
2026-08-30T18:34:55+0800,53.552,/usv/structure_map_cloud,camera_init,1,924,0,0,8.378,0,,clean
2026-08-30T18:34:56+0800,53.624,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6585,3690,3690,0.109,14,0,blocked
2026-08-30T18:34:56+0800,53.656,/usv/structure_map_cloud,camera_init,1,945,0,0,8.371,0,,clean
2026-08-30T18:34:56+0800,53.828,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6608,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:56+0800,53.856,/usv/structure_map_cloud,camera_init,1,968,0,0,8.365,0,,clean
2026-08-30T18:34:56+0800,53.924,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6630,3690,3690,0.109,14,0,blocked
2026-08-30T18:34:56+0800,53.972,/usv/structure_map_cloud,camera_init,1,986,0,0,8.362,0,,clean
2026-08-30T18:34:56+0800,54.064,/usv/structure_map_cloud,camera_init,1,1002,0,0,8.359,0,,clean
2026-08-30T18:34:56+0800,54.124,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6654,3690,3690,0.097,14,0,blocked
2026-08-30T18:34:56+0800,54.276,/usv/structure_map_cloud,camera_init,1,1023,0,0,8.356,0,,clean
2026-08-30T18:34:56+0800,54.328,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6671,3690,3690,0.101,14,0,blocked
2026-08-30T18:34:56+0800,54.424,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6687,3690,3690,0.091,14,0,blocked
2026-08-30T18:34:56+0800,54.464,/usv/structure_map_cloud,camera_init,1,1030,0,0,8.354,0,,clean
2026-08-30T18:34:56+0800,54.524,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6710,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:57+0800,54.568,/usv/structure_map_cloud,camera_init,1,1060,0,0,8.353,0,,clean
2026-08-30T18:34:57+0800,54.624,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6758,3690,3690,0.111,14,0,blocked
2026-08-30T18:34:57+0800,54.720,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6802,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:57+0800,54.796,/usv/structure_map_cloud,camera_init,1,1082,0,0,8.353,0,,clean
2026-08-30T18:34:57+0800,54.920,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6844,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:57+0800,55.016,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6845,3690,3690,0.099,14,0,blocked
2026-08-30T18:34:57+0800,55.120,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6839,3690,3690,0.098,14,0,blocked
2026-08-30T18:34:57+0800,55.160,/usv/structure_map_cloud,camera_init,1,1099,0,0,8.356,0,,clean
2026-08-30T18:34:57+0800,55.280,/usv/structure_map_cloud,camera_init,1,1116,0,0,8.360,0,,clean
2026-08-30T18:34:57+0800,55.464,/usv/structure_map_cloud,camera_init,1,1151,0,0,8.364,0,,clean
2026-08-30T18:34:57+0800,55.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6898,3690,3690,0.094,14,0,blocked
2026-08-30T18:34:58+0800,55.584,/usv/structure_map_cloud,camera_init,1,1174,0,0,8.369,0,,clean
2026-08-30T18:34:58+0800,55.668,/usv/structure_map_cloud,camera_init,1,1196,0,0,8.374,0,,clean
2026-08-30T18:34:58+0800,55.820,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6888,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:58+0800,55.864,/usv/structure_map_cloud,camera_init,1,1214,0,0,8.379,0,,clean
2026-08-30T18:34:58+0800,55.964,/usv/structure_map_cloud,camera_init,1,1242,0,0,8.385,0,,clean
2026-08-30T18:34:58+0800,56.016,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6858,3690,3690,0.090,14,0,blocked
2026-08-30T18:34:58+0800,56.140,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6824,3690,3690,0.108,14,0,blocked
2026-08-30T18:34:58+0800,56.432,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6704,3690,3690,0.111,14,0,blocked
