wall_time,sim_time,topic,frame_id,tf_ok,total_points,danger_points,expanded_box_points,nearest_xy_m,danger_sectors,raw_clean_streak,result
2026-08-30T18:34:39+0800,37.728,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6664,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:39+0800,37.828,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6670,3690,3690,0.106,14,0,blocked
2026-08-30T18:34:39+0800,37.884,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:39+0800,37.924,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6691,3690,3690,0.097,14,0,blocked
2026-08-30T18:34:40+0800,38.008,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:40+0800,38.028,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6720,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:40+0800,38.324,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6836,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:40+0800,38.392,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:40+0800,38.480,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:40+0800,38.528,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6873,3690,3690,0.098,14,0,blocked
2026-08-30T18:34:40+0800,38.724,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6913,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:41+0800,39.216,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6899,3690,3690,0.109,14,0,blocked
2026-08-30T18:34:41+0800,39.320,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6880,3690,3690,0.106,14,0,blocked
2026-08-30T18:34:41+0800,39.368,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:41+0800,39.464,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:41+0800,39.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6838,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:41+0800,39.668,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:41+0800,39.752,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6795,3690,3690,0.098,14,0,blocked
2026-08-30T18:34:41+0800,39.844,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6759,3690,3690,0.094,14,0,blocked
2026-08-30T18:34:41+0800,39.940,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6751,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:42+0800,40.044,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6743,3690,3690,0.109,14,0,blocked
2026-08-30T18:34:42+0800,40.072,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:42+0800,40.128,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6729,3690,3690,0.110,14,0,blocked
2026-08-30T18:34:42+0800,40.256,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:42+0800,40.428,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6718,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:42+0800,40.564,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:42+0800,40.624,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6670,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:42+0800,40.724,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6657,3690,3690,0.117,14,0,blocked
2026-08-30T18:34:42+0800,40.828,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6642,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:42+0800,40.876,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:43+0800,40.984,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:43+0800,41.172,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:43+0800,41.324,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6583,3690,3690,0.100,14,0,blocked
2026-08-30T18:34:43+0800,41.428,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6585,3690,3690,0.102,14,0,blocked
2026-08-30T18:34:43+0800,41.524,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6589,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:43+0800,41.720,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6596,3690,3690,0.096,14,0,blocked
2026-08-30T18:34:43+0800,41.820,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6603,3690,3690,0.101,14,0,blocked
2026-08-30T18:34:44+0800,42.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6697,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:44+0800,42.716,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6727,3690,3690,0.101,14,0,blocked
2026-08-30T18:34:44+0800,42.820,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6743,3690,3690,0.102,14,0,blocked
2026-08-30T18:34:45+0800,42.968,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-08-30T18:34:45+0800,43.036,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6771,3690,3690,0.097,14,0,blocked
2026-08-30T18:34:45+0800,43.168,/usv/structure_map_cloud,camera_init,1,109,0,0,8.412,0,,clean
2026-08-30T18:34:45+0800,43.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6825,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:45+0800,43.620,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6836,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:45+0800,43.652,/usv/structure_map_cloud,camera_init,1,195,0,0,8.413,0,,clean
2026-08-30T18:34:45+0800,43.724,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6842,3690,3690,0.108,14,0,blocked
2026-08-30T18:34:45+0800,43.752,/usv/structure_map_cloud,camera_init,1,232,0,0,8.413,0,,clean
2026-08-30T18:34:46+0800,43.860,/usv/structure_map_cloud,camera_init,1,287,0,0,8.413,0,,clean
2026-08-30T18:34:46+0800,44.124,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6843,3690,3690,0.110,14,0,blocked
2026-08-30T18:34:46+0800,44.456,/usv/structure_map_cloud,camera_init,1,314,0,0,8.404,0,,clean
2026-08-30T18:34:46+0800,44.628,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6795,3690,3690,0.102,14,0,blocked
2026-08-30T18:34:46+0800,44.720,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6780,3690,3690,0.105,14,0,blocked
2026-08-30T18:34:47+0800,44.864,/usv/structure_map_cloud,camera_init,1,327,0,0,8.396,0,,clean
2026-08-30T18:34:47+0800,44.964,/usv/structure_map_cloud,camera_init,1,367,0,0,8.391,0,,clean
2026-08-30T18:34:47+0800,45.268,/usv/structure_map_cloud,camera_init,1,406,0,0,8.387,0,,clean
2026-08-30T18:34:47+0800,45.420,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6673,3690,3690,0.105,14,0,blocked
2026-08-30T18:34:47+0800,45.620,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6681,3690,3690,0.107,14,0,blocked
2026-08-30T18:34:47+0800,45.760,/usv/structure_map_cloud,camera_init,1,431,0,0,8.382,0,,clean
2026-08-30T18:34:47+0800,45.820,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6686,3690,3690,0.098,14,0,blocked
2026-08-30T18:34:48+0800,45.916,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6681,3690,3690,0.101,14,0,blocked
2026-08-30T18:34:48+0800,45.968,/usv/structure_map_cloud,camera_init,1,469,0,0,8.380,0,,clean
2026-08-30T18:34:48+0800,46.056,/usv/structure_map_cloud,camera_init,1,514,0,0,8.379,0,,clean
2026-08-30T18:34:48+0800,46.236,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6699,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:48+0800,46.436,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6726,3690,3690,0.104,14,0,blocked
2026-08-30T18:34:48+0800,46.572,/usv/structure_map_cloud,camera_init,1,537,0,0,8.384,0,,clean
2026-08-30T18:34:49+0800,47.320,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6719,3690,3690,0.106,14,0,blocked
2026-08-30T18:34:49+0800,47.460,/usv/structure_map_cloud,camera_init,1,546,0,0,8.407,0,,clean
2026-08-30T18:34:49+0800,47.620,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6732,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:50+0800,47.764,/usv/structure_map_cloud,camera_init,1,557,0,0,8.409,0,,clean
2026-08-30T18:34:50+0800,47.824,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6745,3690,3690,0.099,14,0,blocked
2026-08-30T18:34:50+0800,47.920,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6747,3690,3690,0.099,14,0,blocked
2026-08-30T18:34:50+0800,47.968,/usv/structure_map_cloud,camera_init,1,599,0,0,8.410,0,,clean
2026-08-30T18:34:50+0800,48.520,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6701,3690,3690,0.103,14,0,blocked
2026-08-30T18:34:50+0800,48.660,/usv/structure_map_cloud,camera_init,1,630,0,0,8.399,0,,clean
2026-08-30T18:34:51+0800,48.816,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,6670,3690,3690,0.110,14,0,blocked
