plan_id,t,source,frame_id,point_index,x,y,yaw
1,33.089,/plan,camera_init,0,-0.2227,0.2292,0.00000
1,33.089,/plan,camera_init,1,0.5672,0.3573,0.32147
1,33.089,/plan,camera_init,2,1.3012,0.6833,0.43968
1,33.089,/plan,camera_init,3,2.0284,1.0253,0.43968
1,33.089,/plan,camera_init,4,2.7557,1.3674,0.43968
1,33.089,/plan,camera_init,5,3.4829,1.7095,0.43968
1,33.089,/plan,camera_init,6,4.2276,2.0070,0.24376
1,33.089,/plan,camera_init,7,5.0251,2.0733,-0.07770
1,33.089,/plan,camera_init,8,5.7055,2.0204,-0.25560
1,33.089,/plan,camera_init,9,6.3527,1.8512,-0.40376
1,33.089,/plan,camera_init,10,6.9691,1.5879,-0.49620
1,33.089,/plan,camera_init,11,7.5655,1.2650,-0.52719
1,33.089,/plan,camera_init,12,8.1569,0.9207,-0.50583
1,33.089,/plan,camera_init,13,8.7577,0.5880,-0.45701
1,33.089,/plan,camera_init,14,9.3744,0.2847,-0.42709
1,33.089,/plan,camera_init,15,10.0000,0.0000,0.00000
2,33.090,/unsmoothed_plan,camera_init,0,-0.2227,0.2292,0.00000
2,33.090,/unsmoothed_plan,camera_init,1,0.6323,0.3800,0.34907
2,33.090,/unsmoothed_plan,camera_init,2,1.3843,0.8141,0.69813
2,33.090,/unsmoothed_plan,camera_init,3,2.0494,1.3722,0.69813
2,33.090,/unsmoothed_plan,camera_init,4,2.8013,1.8063,0.34907
2,33.090,/unsmoothed_plan,camera_init,5,3.6172,2.1033,0.34907
2,33.090,/unsmoothed_plan,camera_init,6,4.4331,2.4002,0.34907
2,33.090,/unsmoothed_plan,camera_init,7,5.1268,2.5458,0.00000
2,33.090,/unsmoothed_plan,camera_init,8,5.8335,2.4908,-0.34907
2,33.090,/unsmoothed_plan,camera_init,9,6.4963,2.2397,-0.52360
2,33.090,/unsmoothed_plan,camera_init,10,7.0635,1.8141,-0.87266
2,33.090,/unsmoothed_plan,camera_init,11,7.5849,1.3304,-0.87266
2,33.090,/unsmoothed_plan,camera_init,12,8.1063,0.8467,-0.87266
2,33.090,/unsmoothed_plan,camera_init,13,8.6531,0.3939,-0.69813
