t,source,point_index,x,y,z
2.258,raw,0,-5.3806,-6.1356,0.5875
2.258,raw,9,-5.2495,-6.3255,0.5801
2.258,raw,19,-5.1007,-6.5381,0.5710
2.258,raw,29,-4.9395,-6.7412,0.5630
2.258,raw,39,-4.7785,-6.9504,0.5534
2.258,raw,49,-4.6306,-7.1859,0.5386
2.258,raw,59,-4.4879,-7.4407,0.5202
2.258,raw,69,-4.3025,-7.6406,0.5104
2.258,raw,79,-5.8526,-6.7236,0.7061
2.258,raw,89,-5.6894,-6.9482,0.6992
2.258,raw,99,-5.5475,-7.2047,0.6870
2.258,raw,109,-5.3771,-7.4343,0.6784
2.258,raw,119,-5.2271,-7.6997,0.6642
2.258,raw,129,-5.0372,-7.9196,0.6559
2.258,raw,139,-4.8868,-8.2091,0.6375
2.258,raw,149,-4.3890,-7.9387,0.6947
2.258,raw,159,-4.1282,-8.0324,0.7006
2.258,raw,169,-4.3105,-8.9638,0.5953
2.258,raw,179,-4.1099,-9.2315,0.5781
2.258,raw,189,-3.9037,-9.5079,0.5592
2.258,raw,199,-3.6852,-9.7799,0.5404
2.258,raw,209,-3.4554,-10.0490,0.5214
2.258,raw,219,-3.1956,-10.2622,0.5086
2.258,raw,229,-6.4145,-7.4680,0.8429
2.258,raw,239,-6.2414,-7.7229,0.8357
2.258,raw,249,-6.0940,-8.0175,0.8234
2.258,raw,259,-5.9171,-8.2862,0.8138
2.258,raw,269,-5.7134,-8.5280,0.8069
2.258,raw,279,-5.5503,-8.8385,0.7918
2.258,raw,289,-5.3441,-9.0984,0.7820
2.258,raw,299,-4.2942,-7.9394,0.9243
2.258,raw,308,-4.0712,-8.0416,0.9263
2.258,raw,318,-4.7406,-9.9236,0.7434
2.258,raw,328,-4.5300,-10.2420,0.7258
2.258,raw,338,-4.3051,-10.5561,0.7082
2.258,raw,348,-4.0382,-10.7977,0.6974
2.258,raw,358,-3.8022,-11.1401,0.6760
2.258,raw,368,-3.5559,-11.4944,0.6529
2.258,raw,378,-3.3568,-12.0470,0.6101
2.258,raw,388,-3.1032,-12.5058,0.5762
2.258,raw,398,-2.8745,-13.1502,0.5241
2.258,raw,408,-7.5548,-7.4895,1.0306
2.258,raw,418,-7.4002,-7.7889,1.0238
2.258,raw,428,-7.2308,-8.0812,1.0173
2.258,raw,438,-7.0384,-8.3559,1.0122
2.258,raw,448,-6.8931,-8.6943,1.0010
2.258,raw,458,-6.7142,-9.0054,0.9920
2.258,raw,468,-6.5185,-9.3069,0.9836
2.258,raw,478,-6.2639,-9.5363,0.9810
2.258,raw,488,-6.0573,-9.8438,0.9713
2.258,raw,498,-4.5574,-8.0565,1.1309
2.258,raw,508,-4.1680,-7.9379,1.1517
2.258,raw,518,-4.0015,-8.1987,1.1415
2.258,raw,528,-5.1833,-11.1760,0.9216
2.258,raw,538,-4.9593,-11.5623,0.9043
2.258,raw,548,-4.6803,-11.8576,0.8935
2.258,raw,558,-4.3905,-12.1510,0.8824
2.258,raw,568,-4.1896,-12.7169,0.8508
2.258,raw,578,-3.9489,-13.2472,0.8217
2.258,raw,588,-3.7367,-13.9586,0.7793
2.258,raw,598,-3.4598,-14.5662,0.7442
2.258,raw,607,-3.1958,-15.1598,0.7090
2.258,raw,617,-2.8753,-15.8419,0.6679
2.258,raw,627,-2.5818,-16.8677,0.6023
2.258,raw,637,-2.2350,-17.9091,0.5353
2.258,raw,647,-9.8422,-4.9251,1.2741
2.258,raw,657,-9.7749,-5.2655,1.2698
2.258,raw,667,-9.6907,-5.6028,1.2657
2.258,raw,677,-9.5110,-5.8884,1.2662
2.258,raw,687,-9.4130,-6.2266,1.2617
2.258,raw,697,-9.2308,-6.5138,1.2614
2.258,raw,707,-9.1608,-6.8843,1.2542
2.258,raw,717,-8.9971,-7.1937,1.2516
2.258,raw,727,-8.8290,-7.5040,1.2488
2.258,raw,737,-8.7201,-7.8713,1.2417
2.258,raw,747,-8.5286,-8.1745,1.2389
2.258,raw,757,-8.3247,-8.4708,1.2363
2.258,raw,767,-8.1366,-8.7888,1.2321
2.258,raw,777,-7.9572,-9.1248,1.2264
2.258,raw,787,-7.7734,-9.4670,1.2203
2.258,raw,797,-7.5835,-9.8145,1.2137
2.258,raw,807,-7.3507,-10.1199,1.2092
2.258,raw,817,-7.1652,-10.5015,1.2003
2.258,raw,827,-6.9097,-10.8000,1.1958
2.258,raw,837,-6.7127,-11.2023,1.1853
2.258,raw,847,-4.3128,-7.9173,1.3699
2.258,raw,857,-4.0468,-7.9977,1.3728
2.258,raw,867,-5.9750,-12.3067,1.1584
2.258,raw,877,-5.7460,-12.7647,1.1444
2.258,raw,887,-5.4586,-13.1358,1.1346
2.258,raw,897,-5.1537,-13.4982,1.1250
2.258,raw,906,-4.9838,-14.1271,1.1012
2.258,raw,916,-4.7514,-14.7981,1.0762
2.258,raw,926,-4.4968,-15.5045,1.0494
2.258,raw,936,-4.2261,-16.2789,1.0192
2.258,raw,946,-4.1239,-17.8662,0.9507
2.258,raw,956,-4.6950,-22.8292,0.7250
2.258,raw,966,-4.2261,-23.9670,0.6787
2.258,raw,976,-3.6264,-24.6774,0.6517
2.258,raw,986,-2.9510,-25.0890,0.6378
2.258,raw,996,-2.2615,-25.5407,0.6212
2.258,raw,1006,-1.5485,-25.9679,0.6049
2.258,raw,1016,-0.8081,-26.2741,0.5931
2.258,raw,1026,-0.0523,-26.5791,0.5804
2.258,raw,1036,0.7210,-26.9958,0.5617
2.258,raw,1046,1.5193,-27.4313,0.5411
2.258,raw,1056,2.3436,-27.8544,0.5199
2.258,raw,1066,23.9838,10.5392,0.6326
2.258,raw,1076,-17.4400,21.8727,0.5195
2.258,raw,1086,-17.2561,20.4381,0.5747
2.258,raw,1096,-16.8449,18.8602,0.6405
2.258,raw,1106,-16.4907,17.4578,0.6978
2.258,raw,1116,-16.0970,16.1168,0.7534
2.258,raw,1126,-15.8338,14.9877,0.7972
2.258,raw,1136,-15.5629,13.9242,0.8384
2.258,raw,1146,-15.2970,12.9306,0.8766
2.258,raw,1156,-14.8789,11.8816,0.9210
2.258,raw,1166,-14.7008,11.0724,0.9493
2.258,raw,1176,-11.0252,7.9564,1.1676
2.258,raw,1186,-11.2138,7.6033,1.1692
2.258,raw,1196,-13.8701,8.7112,1.0397
2.258,raw,1205,-13.7515,8.1505,1.0571
2.258,raw,1215,-13.4996,7.4910,1.0814
2.258,raw,1225,-13.4033,6.9403,1.0966
2.258,raw,1235,-13.1972,-0.0746,1.4975
2.258,raw,1245,-13.0508,-0.4618,1.5004
2.258,raw,1255,-12.9183,-0.8428,1.5028
2.258,raw,1265,-8.1003,-0.7148,1.6089
2.258,raw,1275,-8.1028,-0.9662,1.6082
2.258,raw,1285,-12.4916,-1.9477,1.5092
2.258,raw,1295,-12.3419,-2.3043,1.5110
