wall_time,sim_time,topic,frame_id,tf_ok,total_points,danger_points,expanded_box_points,nearest_xy_m,danger_sectors,raw_clean_streak,result
2026-09-01T10:28:55+0800,0.000,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3115,0,0,8.113,0,1,clean
2026-09-01T10:28:55+0800,0.000,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-09-01T10:28:55+0800,38.480,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3146,0,0,8.104,0,2,clean
2026-09-01T10:28:55+0800,38.480,/usv/structure_map_cloud,camera_init,0,0,0,0,,0,,blocked
2026-09-01T10:28:55+0800,38.696,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3182,0,0,8.102,0,3,clean
2026-09-01T10:28:55+0800,38.696,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T10:28:55+0800,38.704,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T10:28:55+0800,38.708,/usv/structure_map_cloud,camera_init,1,0,0,0,,0,,clean
2026-09-01T10:28:56+0800,38.828,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3228,0,0,8.091,0,4,clean
2026-09-01T10:28:56+0800,38.920,/usv/raw_obstacle_cloud,wamv/wamv/base_link,1,3228,0,0,8.103,0,5,PASS
