wall_time,t,event,detail
2026-09-04T13:56:16+0800,0.000,recorder_started,prefix=/home/jkjkzhang/lidar_project/report3/data/static_plan_20260904_135500
2026-09-04T13:56:19+0800,2.838,goal_status,IDLE code=0; status_seq=1
2026-09-04T13:56:32+0800,15.872,goal_received,frame=camera_init; x=18.000; y=0.000
2026-09-04T13:56:32+0800,15.876,goal_status,QUEUED code=1; waiting for Nav2 action server; status_seq=2
2026-09-04T13:56:32+0800,15.879,goal_status,ACCEPTED code=1; Nav2 goal accepted; status_seq=3
2026-09-04T13:56:32+0800,15.882,plan_received,id=1; source=/unsmoothed_plan; points=27; frame=camera_init; world_frame=camera_init
2026-09-04T13:56:32+0800,15.884,plan_received,id=2; source=/plan; points=27; frame=camera_init; world_frame=camera_init
2026-09-04T13:56:32+0800,16.076,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.176,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.276,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.376,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.476,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.577,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:32+0800,16.676,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,16.775,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,16.875,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,16.975,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.075,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.175,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.275,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.375,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.476,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.576,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:33+0800,17.675,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,17.775,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,17.877,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,17.976,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.077,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.175,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.276,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.376,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.476,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.576,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:34+0800,18.676,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:35+0800,18.776,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:35+0800,18.876,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:35+0800,18.976,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:35+0800,19.075,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
2026-09-04T13:56:35+0800,19.175,plan_received,id=2; source=/received_global_plan; points=27; frame=wamv/wamv/base_link; world_frame=camera_init
