plan_id,t,source,frame_id,point_index,x,y,yaw
9,35.864,/received_global_plan,wamv/wamv/base_link,4,2.3504,-1.9491,-0.75713
9,35.864,/received_global_plan,wamv/wamv/base_link,5,2.8639,-2.4343,-0.67079
9,35.864,/received_global_plan,wamv/wamv/base_link,6,3.3893,-2.8512,-0.51452
9,35.864,/received_global_plan,wamv/wamv/base_link,7,3.9428,-3.1641,-0.30389
9,35.864,/received_global_plan,wamv/wamv/base_link,8,4.5247,-3.3466,-0.06312
9,35.864,/received_global_plan,wamv/wamv/base_link,9,5.1222,-3.3844,0.17853
9,35.864,/received_global_plan,wamv/wamv/base_link,10,5.7170,-3.2770,0.39289
9,35.864,/received_global_plan,wamv/wamv/base_link,11,6.2931,-3.0383,0.55845
9,35.864,/received_global_plan,wamv/wamv/base_link,12,6.8435,-2.6944,0.66303
9,35.864,/received_global_plan,wamv/wamv/base_link,13,7.3738,-2.2803,0.70540
9,35.864,/received_global_plan,wamv/wamv/base_link,14,7.8985,-1.8334,0.69350
9,35.864,/received_global_plan,wamv/wamv/base_link,15,8.4348,-1.3877,0.64276
9,35.864,/received_global_plan,wamv/wamv/base_link,16,8.9953,-0.9679,0.58006
9,35.864,/received_global_plan,wamv/wamv/base_link,17,9.5822,-0.5834,0.53709
9,35.864,/received_global_plan,wamv/wamv/base_link,18,10.1857,-0.2240,-0.00261
10,35.965,/received_global_plan,wamv/wamv/base_link,0,0.0042,-0.0045,-0.61522
10,35.965,/received_global_plan,wamv/wamv/base_link,1,0.6424,-0.4555,-0.66151
10,35.965,/received_global_plan,wamv/wamv/base_link,2,1.2532,-0.9311,-0.72636
10,35.965,/received_global_plan,wamv/wamv/base_link,3,1.8212,-1.4357,-0.77024
10,35.965,/received_global_plan,wamv/wamv/base_link,4,2.3504,-1.9491,-0.75713
10,35.965,/received_global_plan,wamv/wamv/base_link,5,2.8639,-2.4343,-0.67079
10,35.965,/received_global_plan,wamv/wamv/base_link,6,3.3893,-2.8512,-0.51452
10,35.965,/received_global_plan,wamv/wamv/base_link,7,3.9428,-3.1641,-0.30389
10,35.965,/received_global_plan,wamv/wamv/base_link,8,4.5247,-3.3466,-0.06312
10,35.965,/received_global_plan,wamv/wamv/base_link,9,5.1222,-3.3844,0.17853
10,35.965,/received_global_plan,wamv/wamv/base_link,10,5.7170,-3.2770,0.39289
10,35.965,/received_global_plan,wamv/wamv/base_link,11,6.2931,-3.0383,0.55845
10,35.965,/received_global_plan,wamv/wamv/base_link,12,6.8435,-2.6944,0.66303
10,35.965,/received_global_plan,wamv/wamv/base_link,13,7.3738,-2.2803,0.70540
10,35.965,/received_global_plan,wamv/wamv/base_link,14,7.8985,-1.8334,0.69350
10,35.965,/received_global_plan,wamv/wamv/base_link,15,8.4348,-1.3877,0.64276
10,35.965,/received_global_plan,wamv/wamv/base_link,16,8.9953,-0.9679,0.58006
10,35.965,/received_global_plan,wamv/wamv/base_link,17,9.5822,-0.5834,0.53709
10,35.965,/received_global_plan,wamv/wamv/base_link,18,10.1857,-0.2240,-0.00261
11,36.064,/received_global_plan,wamv/wamv/base_link,0,0.0042,-0.0045,-0.61522
11,36.064,/received_global_plan,wamv/wamv/base_link,1,0.6424,-0.4555,-0.66151
11,36.064,/received_global_plan,wamv/wamv/base_link,2,1.2532,-0.9311,-0.72636
11,36.064,/received_global_plan,wamv/wamv/base_link,3,1.8212,-1.4357,-0.77024
11,36.064,/received_global_plan,wamv/wamv/base_link,4,2.3504,-1.9491,-0.75713
11,36.064,/received_global_plan,wamv/wamv/base_link,5,2.8639,-2.4343,-0.67079
11,36.064,/received_global_plan,wamv/wamv/base_link,6,3.3893,-2.8512,-0.51452
11,36.064,/received_global_plan,wamv/wamv/base_link,7,3.9428,-3.1641,-0.30389
11,36.064,/received_global_plan,wamv/wamv/base_link,8,4.5247,-3.3466,-0.06312
11,36.064,/received_global_plan,wamv/wamv/base_link,9,5.1222,-3.3844,0.17853
11,36.064,/received_global_plan,wamv/wamv/base_link,10,5.7170,-3.2770,0.39289
11,36.064,/received_global_plan,wamv/wamv/base_link,11,6.2931,-3.0383,0.55845
11,36.064,/received_global_plan,wamv/wamv/base_link,12,6.8435,-2.6944,0.66303
11,36.064,/received_global_plan,wamv/wamv/base_link,13,7.3738,-2.2803,0.70540
11,36.064,/received_global_plan,wamv/wamv/base_link,14,7.8985,-1.8334,0.69350
11,36.064,/received_global_plan,wamv/wamv/base_link,15,8.4348,-1.3877,0.64276
11,36.064,/received_global_plan,wamv/wamv/base_link,16,8.9953,-0.9679,0.58006
11,36.064,/received_global_plan,wamv/wamv/base_link,17,9.5822,-0.5834,0.53709
11,36.064,/received_global_plan,wamv/wamv/base_link,18,10.1857,-0.2240,-0.00261
12,36.164,/received_global_plan,wamv/wamv/base_link,0,0.0042,-0.0045,-0.61522
12,36.164,/received_global_plan,wamv/wamv/base_link,1,0.6424,-0.4555,-0.66151
12,36.164,/received_global_plan,wamv/wamv/base_link,2,1.2532,-0.9311,-0.72636
12,36.164,/received_global_plan,wamv/wamv/base_link,3,1.8212,-1.4357,-0.77024
12,36.164,/received_global_plan,wamv/wamv/base_link,4,2.3504,-1.9491,-0.75713
12,36.164,/received_global_plan,wamv/wamv/base_link,5,2.8639,-2.4343,-0.67079
12,36.164,/received_global_plan,wamv/wamv/base_link,6,3.3893,-2.8512,-0.51452
12,36.164,/received_global_plan,wamv/wamv/base_link,7,3.9428,-3.1641,-0.30389
12,36.164,/received_global_plan,wamv/wamv/base_link,8,4.5247,-3.3466,-0.06312
12,36.164,/received_global_plan,wamv/wamv/base_link,9,5.1222,-3.3844,0.17853
12,36.164,/received_global_plan,wamv/wamv/base_link,10,5.7170,-3.2770,0.39289
12,36.164,/received_global_plan,wamv/wamv/base_link,11,6.2931,-3.0383,0.55845
12,36.164,/received_global_plan,wamv/wamv/base_link,12,6.8435,-2.6944,0.66303
12,36.164,/received_global_plan,wamv/wamv/base_link,13,7.3738,-2.2803,0.70540
12,36.164,/received_global_plan,wamv/wamv/base_link,14,7.8985,-1.8334,0.69350
12,36.164,/received_global_plan,wamv/wamv/base_link,15,8.4348,-1.3877,0.64276
12,36.164,/received_global_plan,wamv/wamv/base_link,16,8.9953,-0.9679,0.58006
12,36.164,/received_global_plan,wamv/wamv/base_link,17,9.5822,-0.5834,0.53709
12,36.164,/received_global_plan,wamv/wamv/base_link,18,10.1857,-0.2240,-0.00261
13,36.264,/received_global_plan,wamv/wamv/base_link,0,0.0860,-0.0502,-0.60541
13,36.264,/received_global_plan,wamv/wamv/base_link,1,0.7287,-0.4950,-0.65170
13,36.264,/received_global_plan,wamv/wamv/base_link,2,1.3441,-0.9645,-0.71655
13,36.264,/received_global_plan,wamv/wamv/base_link,3,1.9170,-1.4635,-0.76043
13,36.264,/received_global_plan,wamv/wamv/base_link,4,2.4513,-1.9717,-0.74733
13,36.264,/received_global_plan,wamv/wamv/base_link,5,2.9694,-2.4518,-0.66098
13,36.264,/received_global_plan,wamv/wamv/base_link,6,3.4989,-2.8636,-0.50471
13,36.264,/received_global_plan,wamv/wamv/base_link,7,4.0555,-3.1711,-0.29408
13,36.264,/received_global_plan,wamv/wamv/base_link,8,4.6391,-3.3478,-0.05331
13,36.264,/received_global_plan,wamv/wamv/base_link,9,5.2370,-3.3797,0.18833
13,36.264,/received_global_plan,wamv/wamv/base_link,10,5.8308,-3.2666,0.40269
13,36.264,/received_global_plan,wamv/wamv/base_link,11,6.4045,-3.0222,0.56825
13,36.264,/received_global_plan,wamv/wamv/base_link,12,6.9515,-2.6729,0.67282
13,36.264,/received_global_plan,wamv/wamv/base_link,13,7.4777,-2.2536,0.71519
13,36.264,/received_global_plan,wamv/wamv/base_link,14,7.9980,-1.8016,0.70329
13,36.264,/received_global_plan,wamv/wamv/base_link,15,8.5299,-1.3506,0.65255
13,36.264,/received_global_plan,wamv/wamv/base_link,16,9.0863,-0.9254,0.58985
13,36.264,/received_global_plan,wamv/wamv/base_link,17,9.6694,-0.5351,0.54689
13,36.264,/received_global_plan,wamv/wamv/base_link,18,10.2694,-0.1698,0.00720
14,36.365,/received_global_plan,wamv/wamv/base_link,0,0.0914,-0.0662,-0.61009
14,36.365,/received_global_plan,wamv/wamv/base_link,1,0.7319,-0.5140,-0.65638
14,36.365,/received_global_plan,wamv/wamv/base_link,2,1.3452,-0.9864,-0.72124
14,36.365,/received_global_plan,wamv/wamv/base_link,3,1.9157,-1.4880,-0.76511
14,36.365,/received_global_plan,wamv/wamv/base_link,4,2.4475,-1.9987,-0.75201
14,36.365,/received_global_plan,wamv/wamv/base_link,5,2.9635,-2.4813,-0.66566
14,36.365,/received_global_plan,wamv/wamv/base_link,6,3.4910,-2.8955,-0.50939
14,36.365,/received_global_plan,wamv/wamv/base_link,7,4.0461,-3.2056,-0.29876
14,36.365,/received_global_plan,wamv/wamv/base_link,8,4.6289,-3.3851,-0.05799
14,36.365,/received_global_plan,wamv/wamv/base_link,9,5.2266,-3.4198,0.18366
14,36.365,/received_global_plan,wamv/wamv/base_link,10,5.8209,-3.3094,0.39802
14,36.365,/received_global_plan,wamv/wamv/base_link,11,6.3957,-3.0677,0.56359
14,36.365,/received_global_plan,wamv/wamv/base_link,12,6.9444,-2.7210,0.66816
14,36.365,/received_global_plan,wamv/wamv/base_link,13,7.4725,-2.3042,0.71053
14,36.365,/received_global_plan,wamv/wamv/base_link,14,7.9949,-1.8546,0.69863
14,36.365,/received_global_plan,wamv/wamv/base_link,15,8.5289,-1.4061,0.64789
14,36.365,/received_global_plan,wamv/wamv/base_link,16,9.0873,-0.9835,0.58519
14,36.365,/received_global_plan,wamv/wamv/base_link,17,9.6721,-0.5960,0.54223
14,36.365,/received_global_plan,wamv/wamv/base_link,18,10.2738,-0.2335,0.00252
15,36.464,/received_global_plan,wamv/wamv/base_link,0,0.0949,-0.0739,-0.60728
15,36.464,/received_global_plan,wamv/wamv/base_link,1,0.7367,-0.5198,-0.65357
15,36.464,/received_global_plan,wamv/wamv/base_link,2,1.3513,-0.9905,-0.71843
15,36.464,/received_global_plan,wamv/wamv/base_link,3,1.9232,-1.4905,-0.76231
15,36.464,/received_global_plan,wamv/wamv/base_link,4,2.4565,-1.9998,-0.74920
15,36.464,/received_global_plan,wamv/wamv/base_link,5,2.9738,-2.4809,-0.66285
15,36.464,/received_global_plan,wamv/wamv/base_link,6,3.5024,-2.8936,-0.50658
15,36.464,/received_global_plan,wamv/wamv/base_link,7,4.0584,-3.2021,-0.29595
15,36.464,/received_global_plan,wamv/wamv/base_link,8,4.6417,-3.3800,-0.05518
15,36.464,/received_global_plan,wamv/wamv/base_link,9,5.2395,-3.4130,0.18648
15,36.464,/received_global_plan,wamv/wamv/base_link,10,5.8335,-3.3009,0.40083
15,36.464,/received_global_plan,wamv/wamv/base_link,11,6.4076,-3.0576,0.56640
15,36.464,/received_global_plan,wamv/wamv/base_link,12,6.9553,-2.7093,0.67097
15,36.464,/received_global_plan,wamv/wamv/base_link,13,7.4823,-2.2910,0.71333
15,36.464,/received_global_plan,wamv/wamv/base_link,14,8.0035,-1.8400,0.70144
15,36.464,/received_global_plan,wamv/wamv/base_link,15,8.5362,-1.3900,0.65070
15,36.464,/received_global_plan,wamv/wamv/base_link,16,9.0934,-0.9658,0.58800
15,36.464,/received_global_plan,wamv/wamv/base_link,17,9.6772,-0.5766,0.54504
15,36.464,/received_global_plan,wamv/wamv/base_link,18,10.2778,-0.2125,0.00534
16,36.565,/received_global_plan,wamv/wamv/base_link,0,0.0923,-0.0726,-0.61104
16,36.565,/received_global_plan,wamv/wamv/base_link,1,0.7324,-0.5209,-0.65733
16,36.565,/received_global_plan,wamv/wamv/base_link,2,1.3452,-0.9939,-0.72218
16,36.565,/received_global_plan,wamv/wamv/base_link,3,1.9153,-1.4961,-0.76606
16,36.565,/received_global_plan,wamv/wamv/base_link,4,2.4467,-2.0073,-0.75295
16,36.565,/received_global_plan,wamv/wamv/base_link,5,2.9621,-2.4904,-0.66661
16,36.565,/received_global_plan,wamv/wamv/base_link,6,3.4892,-2.9051,-0.51033
16,36.565,/received_global_plan,wamv/wamv/base_link,7,4.0441,-3.2157,-0.29971
16,36.565,/received_global_plan,wamv/wamv/base_link,8,4.6267,-3.3957,-0.05894
16,36.565,/received_global_plan,wamv/wamv/base_link,9,5.2244,-3.4310,0.18271
16,36.565,/received_global_plan,wamv/wamv/base_link,10,5.8188,-3.3212,0.39707
16,36.565,/received_global_plan,wamv/wamv/base_link,11,6.3938,-3.0800,0.56264
16,36.565,/received_global_plan,wamv/wamv/base_link,12,6.9428,-2.7338,0.66722
16,36.565,/received_global_plan,wamv/wamv/base_link,13,7.4713,-2.3175,0.70958
16,36.565,/received_global_plan,wamv/wamv/base_link,14,7.9942,-1.8685,0.69769
16,36.565,/received_global_plan,wamv/wamv/base_link,15,8.5285,-1.4205,0.64695
16,36.565,/received_global_plan,wamv/wamv/base_link,16,9.0873,-0.9984,0.58424
16,36.565,/received_global_plan,wamv/wamv/base_link,17,9.6726,-0.6114,0.54128
16,36.565,/received_global_plan,wamv/wamv/base_link,18,10.2746,-0.2495,0.00158
17,36.664,/received_global_plan,wamv/wamv/base_link,0,0.0923,-0.0726,-0.61104
17,36.664,/received_global_plan,wamv/wamv/base_link,1,0.7324,-0.5209,-0.65733
17,36.664,/received_global_plan,wamv/wamv/base_link,2,1.3452,-0.9939,-0.72218
17,36.664,/received_global_plan,wamv/wamv/base_link,3,1.9153,-1.4961,-0.76606
17,36.664,/received_global_plan,wamv/wamv/base_link,4,2.4467,-2.0073,-0.75295
17,36.664,/received_global_plan,wamv/wamv/base_link,5,2.9621,-2.4904,-0.66661
17,36.664,/received_global_plan,wamv/wamv/base_link,6,3.4892,-2.9051,-0.51033
17,36.664,/received_global_plan,wamv/wamv/base_link,7,4.0441,-3.2157,-0.29971
17,36.664,/received_global_plan,wamv/wamv/base_link,8,4.6267,-3.3957,-0.05894
17,36.664,/received_global_plan,wamv/wamv/base_link,9,5.2244,-3.4310,0.18271
17,36.664,/received_global_plan,wamv/wamv/base_link,10,5.8188,-3.3212,0.39707
17,36.664,/received_global_plan,wamv/wamv/base_link,11,6.3938,-3.0800,0.56264
17,36.664,/received_global_plan,wamv/wamv/base_link,12,6.9428,-2.7338,0.66722
17,36.664,/received_global_plan,wamv/wamv/base_link,13,7.4713,-2.3175,0.70958
