t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
1.400,0.1847,7.3793,0.09360,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
1.600,0.2192,7.3541,0.09268,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
1.800,0.2121,7.3565,0.09385,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
2.000,0.2167,7.3403,0.09394,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
2.200,0.2159,7.3310,0.09004,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
2.400,0.1981,7.3352,0.09347,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
2.600,0.1981,7.3352,0.09347,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
2.800,0.1981,7.3352,0.09347,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
3.001,0.1981,7.3352,0.09347,,,0,ABORTED code=6; status_seq=4,0,,0,0,0,0,0.000,0,,,0.000,0.000
3.200,0.1981,7.3352,0.09347,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
3.401,0.0837,7.3853,0.09419,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
3.600,0.0534,7.4097,0.09125,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
3.801,0.0324,7.4156,0.09460,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
4.000,0.0121,7.4377,0.09157,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
4.201,-0.0055,7.4459,0.09409,,,0,ABORTED code=6; status_seq=4,0,,1905,0,0,0,0.000,0,,,0.000,0.000
4.401,-0.0091,7.4500,0.09424,,,0,ABORTED code=6; status_seq=4,0,,2024,0,0,0,0.000,0,,,0.000,0.000
4.600,-0.0132,7.4500,0.09350,,,0,ABORTED code=6; status_seq=4,0,,2024,0,0,0,0.000,0,,,0.000,0.000
4.801,-0.0132,7.4500,0.09350,,,0,ABORTED code=6; status_seq=4,0,,2024,0,0,0,0.000,0,,,0.000,0.000
5.000,0.0147,7.4821,0.09177,,,0,ABORTED code=6; status_seq=4,0,,2024,0,0,0,0.000,0,,,0.000,0.000
5.200,0.0203,7.4672,0.09388,,,0,ABORTED code=6; status_seq=4,0,,2024,0,0,0,0.000,0,,,0.000,0.000
