t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
1.801,-0.1748,0.1812,-0.00011,,,0,IDLE code=0; status_seq=1,0,,3054,0,0,0,0.000,0,,,,
2.000,-0.1740,0.1815,-0.00026,,,0,IDLE code=0; status_seq=1,0,,3054,0,0,0,0.000,0,,,,
2.201,-0.1740,0.1815,-0.00026,,,0,IDLE code=0; status_seq=1,0,,3054,0,0,0,0.000,0,,,,
2.400,-0.1740,0.1815,-0.00026,,,0,IDLE code=0; status_seq=1,0,,3054,0,0,0,0.000,0,,,,
2.600,-0.1678,0.1832,0.00062,,,0,IDLE code=0; status_seq=1,0,,3054,0,0,0,0.000,0,,,,
2.800,-0.1669,0.1830,-0.00003,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
3.001,-0.1669,0.1830,-0.00003,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
3.200,-0.1669,0.1830,-0.00003,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
3.400,-0.1669,0.1830,-0.00003,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
3.600,-0.1700,0.1870,0.00010,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
3.801,-0.1701,0.1879,0.00120,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
4.000,-0.1737,0.1894,0.00126,,,0,IDLE code=0; status_seq=1,0,,3037,0,0,0,0.000,0,,,,
4.201,-0.1735,0.1894,0.00157,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
4.401,-0.1773,0.1893,-0.00007,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
4.601,-0.1805,0.1902,0.00047,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
4.801,-0.1836,0.1909,-0.00153,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
5.000,-0.1845,0.1918,0.00180,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
5.200,-0.1845,0.1918,0.00180,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
5.400,-0.1845,0.1918,0.00180,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
5.601,-0.1806,0.1899,0.00209,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
5.800,-0.1916,0.1879,0.00174,,,0,IDLE code=0; status_seq=1,0,,2940,0,0,0,0.000,0,,,,
6.001,-0.1942,0.1855,0.00011,,,0,IDLE code=0; status_seq=1,0,,3499,0,0,0,0.000,1,,,,
6.201,-0.1946,0.1835,0.00023,,,0,IDLE code=0; status_seq=1,0,,3499,0,0,0,0.000,1,,,,
6.400,-0.1943,0.1823,0.00034,,,0,IDLE code=0; status_seq=1,0,,3499,0,0,0,0.000,1,,,,
6.601,-0.1934,0.1812,0.00025,,,0,IDLE code=0; status_seq=1,0,,3499,0,0,0,0.000,1,,,,
6.800,-0.1923,0.1802,0.00009,,,0,IDLE code=0; status_seq=1,0,,3499,0,0,0,0.000,1,,,,
7.000,-0.1904,0.1789,-0.00001,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
7.201,-0.1891,0.1778,-0.00044,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
7.400,-0.1871,0.1775,-0.00045,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
7.601,-0.1840,0.1758,-0.00015,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
7.800,-0.1827,0.1746,0.00098,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
8.001,-0.1827,0.1746,0.00098,,,0,IDLE code=0; status_seq=1,0,,3628,0,0,0,0.000,1,,,,
8.200,-0.1827,0.1746,0.00098,,,0,IDLE code=0; status_seq=1,0,,3626,0,0,0,0.000,1,,,,
8.400,-0.1827,0.1746,0.00098,,,0,IDLE code=0; status_seq=1,0,,3626,0,0,0,0.000,1,,,,
8.601,-0.1678,0.1802,0.00066,,,0,IDLE code=0; status_seq=1,0,,3626,0,0,0,0.000,1,,,,
8.800,-0.1640,0.1749,0.00032,,,0,IDLE code=0; status_seq=1,0,,3626,0,0,0,0.000,1,,,,
9.000,-0.1636,0.1751,0.00039,,,0,IDLE code=0; status_seq=1,0,,3626,0,0,0,0.000,1,,,,
9.200,-0.1642,0.1766,0.00056,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
9.401,-0.1663,0.1788,0.00012,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
9.601,-0.1658,0.1787,0.00015,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
9.800,-0.1658,0.1787,0.00015,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
10.000,-0.1701,0.1802,0.00127,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
10.200,-0.1701,0.1802,0.00127,,,0,IDLE code=0; status_seq=1,0,,3521,0,0,0,0.000,1,,,,
10.400,-0.1701,0.1802,0.00127,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
10.601,-0.1786,0.1839,0.00178,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
10.800,-0.1822,0.1876,0.00129,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
11.000,-0.1843,0.1883,0.00029,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
11.201,-0.1860,0.1900,0.00196,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
11.401,-0.1883,0.1916,0.00171,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
11.600,-0.1903,0.1927,0.00148,,,0,IDLE code=0; status_seq=1,0,,3420,0,0,0,0.000,1,,,,
11.801,-0.1906,0.1933,-0.00163,,,0,IDLE code=0; status_seq=1,0,,3434,0,0,0,0.000,1,,,,
12.000,-0.1911,0.1939,0.00018,,,0,IDLE code=0; status_seq=1,0,,3434,0,0,0,0.000,1,,,,
12.200,-0.1917,0.1945,0.00025,,,0,IDLE code=0; status_seq=1,0,,3434,0,0,0,0.000,1,,,,
12.401,-0.1914,0.1943,0.00037,,,0,IDLE code=0; status_seq=1,0,,3434,0,0,0,0.000,1,,,,
12.601,-0.1905,0.1940,-0.00031,,,0,IDLE code=0; status_seq=1,0,,3434,0,0,0,0.000,1,,,,
12.800,-0.1893,0.1940,0.00099,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
13.000,-0.1881,0.1931,0.00023,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
13.200,-0.1881,0.1931,0.00023,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
13.401,-0.1834,0.1909,-0.00051,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
13.601,-0.1788,0.1893,-0.00036,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
13.801,-0.1763,0.1877,0.00148,,,0,IDLE code=0; status_seq=1,0,,3573,0,0,0,0.000,1,,,,
14.000,-0.1725,0.1842,0.00035,,,0,IDLE code=0; status_seq=1,0,,3689,0,0,0,0.000,1,,,,
14.200,-0.1708,0.1824,-0.00051,,,0,IDLE code=0; status_seq=1,0,,3689,0,0,0,0.000,1,,,,
14.400,-0.1694,0.1817,0.00026,,,0,IDLE code=0; status_seq=1,0,,3689,0,0,0,0.000,1,,,,
14.600,-0.1694,0.1817,0.00026,,,0,IDLE code=0; status_seq=1,0,,3689,0,0,0,0.000,1,,,,
14.800,-0.1694,0.1817,0.00026,,,0,IDLE code=0; status_seq=1,0,,3689,0,0,0,0.000,1,,,,
15.001,-0.1694,0.1817,0.00026,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
15.201,-0.1751,0.1786,0.00016,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
15.401,-0.1766,0.1776,0.00065,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
15.600,-0.1782,0.1767,-0.00015,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
15.801,-0.1790,0.1775,0.00132,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
16.000,-0.1790,0.1775,0.00132,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
16.201,-0.1845,0.1789,-0.00003,,,0,IDLE code=0; status_seq=1,0,,3549,0,0,0,0.000,1,,,,
16.400,-0.1853,0.1796,0.00101,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
16.600,-0.1853,0.1796,0.00101,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
16.800,-0.1853,0.1796,0.00101,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
17.001,-0.1853,0.1796,0.00101,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
17.200,-0.1853,0.1796,0.00101,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
17.400,-0.1917,0.1881,0.00050,,,0,IDLE code=0; status_seq=1,0,,3414,0,0,0,0.000,1,,,,
17.600,-0.1939,0.1927,-0.00019,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0047,3414,0,0,0,0.000,1,0.2000,0.0100,6.174,12.474
17.801,-0.1947,0.1941,0.00076,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0055,3414,0,0,0,0.000,1,0.4000,0.0200,19.474,34.174
18.000,-0.1933,0.1954,-0.00017,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0066,3436,0,0,0,0.000,1,0.6000,0.0300,32.200,55.300
18.201,-0.1913,0.1964,0.00024,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0075,3436,0,0,0,0.000,1,0.6000,0.0400,26.950,60.550
18.401,-0.1891,0.1972,0.00077,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0090,3436,0,0,0,0.000,1,0.6000,0.0500,24.850,62.650
18.601,-0.1876,0.1961,0.00233,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0089,3436,0,0,0,0.000,1,0.6000,0.0600,19.600,67.900
18.801,-0.1876,0.1961,0.00233,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0088,3436,0,0,0,0.000,1,0.6000,0.0700,15.400,72.100
19.000,-0.1302,0.2032,0.00877,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0652,3436,0,0,0,0.000,1,0.6000,0.0800,13.125,74.375
19.200,-0.1246,0.2024,0.00899,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0695,3436,0,0,0,0.000,1,0.6000,0.0853,13.125,74.375
19.401,-0.1246,0.2024,0.00899,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0695,3562,0,0,0,0.000,1,0.6000,0.0853,13.125,74.375
19.600,-0.1246,0.2024,0.00899,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0695,3562,0,0,0,0.000,1,0.6000,0.0853,13.125,74.375
19.801,-0.1246,0.2024,0.00899,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.0695,3562,0,0,0,0.000,1,0.6000,0.0853,13.125,74.375
20.001,0.1557,0.2155,0.05014,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.3494,3562,0,0,0,0.000,1,0.6000,0.0853,13.125,74.375
20.201,0.1799,0.2122,0.04979,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.3702,3562,0,0,0,0.000,1,0.5983,0.0857,13.125,74.375
20.400,0.2456,0.2204,0.06152,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.4475,3562,0,0,0,0.000,1,0.6000,0.0854,13.125,74.375
20.600,0.2456,0.2204,0.06153,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.4394,3562,0,0,0,0.000,1,0.6000,0.0851,13.125,74.375
20.800,0.3458,0.2329,0.08065,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.5481,3562,0,0,0,0.000,1,0.6000,0.0836,13.125,74.375
21.001,0.3421,0.2332,0.08016,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.5366,3562,0,0,0,0.000,1,0.6000,0.0835,13.125,74.375
21.200,0.3421,0.2332,0.08016,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.5366,3562,0,0,0,0.000,1,0.6000,0.0835,13.125,74.375
21.400,0.3421,0.2332,0.08016,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,2,0.5366,3562,0,0,0,0.000,1,0.6000,0.0835,13.125,74.375
21.600,0.3421,0.2332,0.08016,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.0001,3255,0,0,0,0.000,1,0.6000,0.0785,13.125,74.375
21.801,0.6830,0.2720,0.14338,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.3508,3255,0,0,0,0.000,1,0.5015,0.0685,13.927,73.573
22.001,0.7115,0.2896,0.14998,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.3841,3255,0,0,0,0.000,1,0.5000,0.0585,17.077,70.423
22.201,0.7568,0.3035,0.15653,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.4418,3255,0,0,0,0.000,1,0.5000,0.0485,22.327,65.173
22.400,0.8244,0.3030,0.17151,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.4917,3255,0,0,0,0.000,1,0.5000,0.0385,26.527,60.973
22.600,0.8410,0.3126,0.16862,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.5053,3255,0,0,0,0.000,1,0.5000,0.0285,30.727,56.773
22.800,0.8410,0.3126,0.16862,18.0000,0.0000,1,ACCEPTED code=1; Nav2 goal accepted; status_seq=3,4,0.5051,3205,0,0,0,0.000,1,0.5000,0.0185,35.977,51.523
