t,source,point_index,x,y,z
3.025,raw,0,-5.6656,-6.0810,0.5647
3.025,raw,10,-5.5042,-6.2814,0.5589
3.025,raw,21,-5.3519,-6.5373,0.5454
3.025,raw,31,-5.1945,-6.7544,0.5354
3.025,raw,42,-5.0060,-6.9808,0.5258
3.025,raw,52,-4.8411,-7.2029,0.5137
3.025,raw,63,-4.6230,-7.4009,0.5073
3.025,raw,73,-6.0691,-6.8422,0.6775
3.025,raw,84,-5.8801,-7.0923,0.6698
3.025,raw,95,-5.6996,-7.3606,0.6586
3.025,raw,105,-5.5460,-7.6283,0.6446
3.025,raw,116,-5.3234,-7.8591,0.6377
3.025,raw,126,-5.1528,-8.1248,0.6229
3.025,raw,137,-4.9357,-8.3849,0.6106
3.025,raw,147,-4.3545,-7.9512,0.6882
3.025,raw,158,-4.0863,-8.0907,0.6888
3.025,raw,169,-4.2651,-9.1577,0.5685
3.025,raw,179,-4.0422,-9.4050,0.5534
3.025,raw,190,-3.7715,-9.6385,0.5408
3.025,raw,200,-3.5582,-9.9554,0.5156
3.025,raw,211,-6.8509,-7.3139,0.8251
3.025,raw,221,-6.6717,-7.5683,0.8188
3.025,raw,232,-6.4790,-7.8610,0.8098
3.025,raw,243,-6.3024,-8.1852,0.7965
3.025,raw,253,-6.1148,-8.4566,0.7869
3.025,raw,264,-5.8900,-8.7409,0.7774
3.025,raw,274,-5.6678,-8.9826,0.7700
3.025,raw,285,-5.4268,-9.2649,0.7596
3.025,raw,295,-4.3248,-7.9545,0.9157
3.025,raw,306,-4.0643,-8.1080,0.9146
3.025,raw,317,-4.7027,-10.1431,0.7195
3.025,raw,327,-4.4638,-10.4318,0.7045
3.025,raw,338,-4.1680,-10.6973,0.6926
3.025,raw,348,-3.9190,-11.0134,0.6737
3.025,raw,359,-3.6142,-11.3129,0.6570
3.025,raw,369,-3.4018,-11.8313,0.6173
3.025,raw,380,-3.1102,-12.2986,0.5832
3.025,raw,391,-2.8321,-12.9247,0.5334
3.025,raw,401,-7.9857,-7.4702,1.0104
3.025,raw,412,-7.8304,-7.8269,1.0009
3.025,raw,422,-7.6294,-8.0991,0.9970
3.025,raw,433,-7.3977,-8.3925,0.9928
3.025,raw,443,-7.2287,-8.7150,0.9835
3.025,raw,454,-6.9984,-9.0280,0.9766
3.025,raw,465,-6.7555,-9.3351,0.9698
3.025,raw,475,-6.5469,-9.6421,0.9608
3.025,raw,486,-6.3046,-9.9765,0.9508
3.025,raw,496,-6.0433,-10.2282,0.9456
3.025,raw,507,-4.3177,-7.9417,1.1418
3.025,raw,517,-4.0722,-8.0637,1.1425
3.025,raw,528,-5.2484,-11.1982,0.9127
3.025,raw,539,-4.9821,-11.6002,0.8952
3.025,raw,549,-4.6831,-11.8643,0.8866
3.025,raw,560,-4.3995,-12.3011,0.8656
3.025,raw,570,-4.1393,-12.7441,0.8428
3.025,raw,581,-3.8922,-13.4353,0.8027
3.025,raw,591,-3.6055,-13.9596,0.7735
3.025,raw,602,-3.2838,-14.6321,0.7340
3.025,raw,613,-2.9280,-15.3200,0.6931
3.025,raw,623,-2.6137,-16.1850,0.6386
3.025,raw,634,-2.2016,-17.0481,0.5843
3.025,raw,644,-1.7955,-17.9393,0.5269
3.025,raw,655,-10.5434,-5.1304,1.2449
3.025,raw,665,-10.4321,-5.4688,1.2423
3.025,raw,676,-10.3017,-5.8413,1.2391
3.025,raw,687,-10.0996,-6.1744,1.2391
3.025,raw,697,-9.9250,-6.4838,1.2381
3.025,raw,708,-9.7845,-6.8632,1.2335
3.025,raw,718,-9.5862,-7.1617,1.2327
3.025,raw,729,-9.4481,-7.5572,1.2265
