t,source,point_index,x,y,z
0.942,raw,0,-5.4790,-6.1392,0.5766
0.942,raw,9,-5.3498,-6.3339,0.5687
0.942,raw,19,-5.1898,-6.5363,0.5618
0.942,raw,29,-5.0557,-6.7764,0.5476
0.942,raw,39,-4.9140,-7.0166,0.5330
0.942,raw,49,-4.7497,-7.2351,0.5216
0.942,raw,59,-4.5882,-7.4669,0.5075
0.942,raw,69,-5.9080,-6.7981,0.6944
0.942,raw,78,-5.7791,-7.0253,0.6846
0.942,raw,88,-5.6461,-7.2987,0.6701
0.942,raw,98,-5.4921,-7.5569,0.6577
0.942,raw,108,-5.3090,-7.7856,0.6490
0.942,raw,118,-5.1638,-8.0783,0.6309
0.942,raw,128,-4.9829,-8.3321,0.6178
0.942,raw,138,-4.3509,-7.8449,0.7046
0.942,raw,148,-4.1661,-8.0691,0.6928
0.942,raw,157,-4.4257,-9.0912,0.5740
0.942,raw,167,-4.2168,-9.3537,0.5578
0.942,raw,177,-3.9995,-9.6174,0.5408
0.942,raw,187,-3.7785,-9.8949,0.5216
0.942,raw,197,-6.6219,-7.2744,0.8423
0.942,raw,207,-6.4920,-7.5753,0.8299
0.942,raw,217,-6.3711,-7.8992,0.8146
0.942,raw,226,-6.2088,-8.1371,0.8071
0.942,raw,236,-6.0134,-8.3899,0.7997
0.942,raw,246,-5.8714,-8.7265,0.7823
0.942,raw,256,-5.6818,-9.0116,0.7705
0.942,raw,266,-4.5733,-7.8429,0.9171
0.942,raw,276,-4.2687,-7.8653,0.9299
0.942,raw,286,-4.1349,-8.1830,0.9105
0.942,raw,296,-4.8098,-10.1078,0.7237
0.942,raw,305,-4.6157,-10.3986,0.7076
0.942,raw,315,-4.3885,-10.7223,0.6892
0.942,raw,325,-4.1244,-10.9869,0.6763
0.942,raw,335,-3.8965,-11.3708,0.6509
0.942,raw,345,-3.6700,-11.8079,0.6200
0.942,raw,355,-3.4627,-12.3716,0.5764
0.942,raw,365,-3.2104,-12.8766,0.5382
0.942,raw,374,-7.7390,-7.4660,1.0221
0.942,raw,384,-7.6070,-7.7914,1.0131
0.942,raw,394,-7.4281,-8.0787,1.0076
0.942,raw,404,-7.2483,-8.3724,1.0011
0.942,raw,414,-7.0595,-8.6643,0.9945
0.942,raw,424,-6.8803,-8.9773,0.9857
0.942,raw,434,-6.6766,-9.2706,0.9783
0.942,raw,444,-6.4818,-9.5875,0.9686
0.942,raw,453,-6.3026,-9.8798,0.9590
0.942,raw,463,-4.6593,-7.9280,1.1337
0.942,raw,473,-4.2745,-7.8221,1.1538
0.942,raw,483,-4.1092,-8.0793,1.1441
0.942,raw,493,-5.4263,-11.2312,0.9093
0.942,raw,503,-5.1650,-11.5441,0.8980
0.942,raw,513,-4.9298,-11.9395,0.8801
0.942,raw,522,-4.6811,-12.2401,0.8678
0.942,raw,532,-4.4602,-12.7511,0.8406
0.942,raw,542,-4.2234,-13.2859,0.8115
0.942,raw,552,-3.9692,-13.8474,0.7803
0.942,raw,562,-3.7523,-14.6357,0.7325
0.942,raw,572,-3.4653,-15.3113,0.6926
0.942,raw,582,-3.1629,-16.0717,0.6464
0.942,raw,592,-2.8610,-17.0395,0.5853
0.942,raw,601,-12.9708,13.3028,0.5057
