wall_time,sim_time,event,camera_x,camera_y,world_x,world_y,detail
2026-09-01T18:07:53+0800,295.000,transform_frozen,0.000,0.000,-532.036,162.009,"tx=-532.035790; ty=162.009293; yaw=1.000000; boat_world=(-532.5336334226973, 161.92971919115115); boat_camera=(-0.3359454092652139, 0.3759268183545682)"
2026-09-01T18:07:54+0800,295.000,spawned,10.000,0.000,-526.633,170.424,speed=0.600 m/s; update_hz=5.0
2026-09-01T18:07:54+0800,295.000,static_ready,10.000,0.000,-526.633,170.424,static obstacle ready; no motion loop
