t,source,point_index,x,y,z
1.684,raw,0,-5.4777,-6.3206,0.5609
1.684,raw,10,-5.3101,-6.5152,0.5564
1.684,raw,20,-5.1580,-6.7316,0.5471
1.684,raw,30,-5.0115,-6.9619,0.5348
1.684,raw,40,-4.8477,-7.1773,0.5246
1.684,raw,50,-4.6554,-7.3593,0.5195
1.684,raw,61,-4.4540,-7.5802,0.5095
1.684,raw,71,-5.9827,-6.9458,0.6783
1.684,raw,81,-5.8222,-7.1839,0.6700
1.684,raw,91,-5.6560,-7.4220,0.6613
1.684,raw,101,-5.4528,-7.6195,0.6580
1.684,raw,111,-5.2806,-7.8627,0.6474
1.684,raw,122,-5.1081,-8.1667,0.6299
1.684,raw,132,-4.8814,-8.3491,0.6267
1.684,raw,142,-4.3013,-7.9440,0.7022
1.684,raw,152,-4.0810,-8.1061,0.6987
1.684,raw,162,-4.2670,-9.0503,0.5919
1.684,raw,172,-4.0569,-9.3011,0.5768
1.684,raw,183,-3.8032,-9.5484,0.5633
1.684,raw,193,-3.5732,-9.7920,0.5478
1.684,raw,203,-3.3325,-10.0300,0.5324
1.684,raw,213,-3.0820,-10.2636,0.5169
1.684,raw,223,-6.5511,-7.6543,0.8228
1.684,raw,233,-6.3949,-7.9383,0.8126
1.684,raw,244,-6.2019,-8.2364,0.8028
1.684,raw,254,-6.0006,-8.4833,0.7962
1.684,raw,264,-5.7893,-8.7237,0.7899
1.684,raw,274,-5.5716,-8.9621,0.7832
1.684,raw,284,-5.3508,-9.2039,0.7755
1.684,raw,294,-4.2384,-7.9442,0.9287
1.684,raw,305,-4.0361,-8.1940,0.9179
1.684,raw,315,-4.6594,-10.0144,0.7419
1.684,raw,325,-4.4263,-10.2890,0.7287
1.684,raw,335,-4.1951,-10.5890,0.7123
1.684,raw,345,-3.9141,-10.7943,0.7050
1.684,raw,355,-3.6623,-11.0914,0.6878
1.684,raw,366,-3.3930,-11.4803,0.6623
1.684,raw,376,-3.1770,-11.9809,0.6243
1.684,raw,386,-2.9085,-12.3803,0.5957
1.684,raw,396,-2.6538,-12.9126,0.5539
1.684,raw,406,-2.3618,-13.3959,0.5164
1.684,raw,416,-7.7368,-7.8295,1.0059
1.684,raw,427,-7.5378,-8.1466,1.0002
1.684,raw,437,-7.3573,-8.4426,0.9939
1.684,raw,447,-7.1590,-8.7262,0.9884
1.684,raw,457,-6.9309,-8.9812,0.9851
1.684,raw,467,-6.7080,-9.2480,0.9802
1.684,raw,477,-6.5026,-9.5462,0.9722
1.684,raw,488,-6.2583,-9.8615,0.9641
1.684,raw,498,-6.0303,-10.1514,0.9560
1.684,raw,508,-4.2783,-7.9055,1.1515
1.684,raw,518,-4.0525,-8.0551,1.1503
1.684,raw,528,-5.2956,-11.0198,0.9295
1.684,raw,538,-5.0152,-11.2721,0.9227
1.684,raw,549,-4.7373,-11.6347,0.9081
1.684,raw,559,-4.4463,-11.9029,0.8991
1.684,raw,569,-4.2012,-12.3137,0.8789
1.684,raw,579,-3.9481,-12.7537,0.8564
1.684,raw,589,-3.6947,-13.2560,0.8290
1.684,raw,599,-3.4579,-13.9012,0.7910
1.684,raw,610,-3.1228,-14.4653,0.7594
1.684,raw,620,-2.8124,-15.0704,0.7237
1.684,raw,630,-2.5065,-15.8601,0.6745
1.684,raw,640,-2.1400,-16.5335,0.6331
1.684,raw,650,-1.7445,-17.2532,0.5879
1.684,raw,660,-1.3203,-18.0672,0.5355
1.684,raw,671,-10.5182,-5.3995,1.2365
1.684,raw,681,-10.3926,-5.7360,1.2345
