t,source,point_index,x,y,z
2.949,raw,0,-5.2210,-5.0851,0.5138
2.949,raw,10,-5.0848,-5.2714,0.5062
2.949,raw,20,-5.5421,-5.5699,0.6213
2.949,raw,31,-5.3614,-5.7678,0.6174
2.949,raw,41,-5.2374,-6.0004,0.6034
2.949,raw,52,-5.0663,-6.2218,0.5938
2.949,raw,62,-4.9155,-6.4365,0.5821
2.949,raw,73,-4.7227,-6.6427,0.5737
2.949,raw,83,-4.5800,-6.8890,0.5555
2.949,raw,94,-4.3854,-7.1128,0.5428
2.949,raw,104,-4.2208,-7.3498,0.5252
2.949,raw,115,-3.9973,-7.5455,0.5155
2.949,raw,125,-5.9981,-6.0301,0.7464
2.949,raw,136,-5.8317,-6.2758,0.7379
2.949,raw,146,-5.6777,-6.5025,0.7292
2.949,raw,157,-5.5013,-6.7513,0.7192
2.949,raw,167,-5.3285,-6.9687,0.7108
2.949,raw,178,-5.1624,-7.2527,0.6947
2.949,raw,188,-4.9688,-7.4578,0.6870
2.949,raw,199,-4.8017,-7.7711,0.6660
2.949,raw,209,-4.6114,-8.0068,0.6531
2.949,raw,220,-4.2532,-7.9906,0.6742
2.949,raw,230,-4.0655,-8.2445,0.6573
2.949,raw,240,-3.9960,-8.7897,0.6030
2.949,raw,251,-3.7345,-9.0122,0.5909
2.949,raw,261,-3.5178,-9.2888,0.5699
2.949,raw,272,-3.2648,-9.5879,0.5468
2.949,raw,282,-3.0068,-9.8056,0.5317
2.949,raw,293,-6.6134,-6.6150,0.8825
2.949,raw,303,-6.4640,-6.8765,0.8738
2.949,raw,314,-6.2640,-7.1311,0.8679
2.949,raw,324,-6.1327,-7.4338,0.8536
2.949,raw,335,-5.9174,-7.6873,0.8468
2.949,raw,345,-5.7569,-7.9767,0.8334
2.949,raw,356,-5.5292,-8.2334,0.8252
2.949,raw,366,-5.3431,-8.5116,0.8124
2.949,raw,377,-5.1246,-8.8124,0.7984
2.949,raw,387,-4.3273,-7.9520,0.9035
2.949,raw,398,-4.0714,-8.1263,0.8997
2.949,raw,408,-4.4716,-9.7129,0.7508
2.949,raw,419,-4.1804,-9.9474,0.7414
2.949,raw,429,-3.9429,-10.2501,0.7233
2.949,raw,440,-3.6853,-10.6355,0.6977
2.949,raw,450,-3.4028,-10.8810,0.6841
2.949,raw,460,-3.1632,-11.3149,0.6517
2.949,raw,471,-2.9100,-11.9351,0.6020
2.949,raw,481,-2.6377,-12.4437,0.5617
