wall_time,sim_time,event,camera_x,camera_y,world_x,world_y,detail
2026-09-04T13:56:19+0800,136.304,transform_frozen,0.000,0.000,-532.033,162.012,"tx=-532.033250; ty=162.011877; yaw=1.000000; boat_world=(-532.258836049401, 161.9647420820484); boat_camera=(-0.16154740581082244, 0.16435707893877244)"
2026-09-04T13:56:20+0800,136.304,spawned,10.000,0.000,-526.630,170.427,speed=0.600 m/s; update_hz=5.0
2026-09-04T13:56:20+0800,136.304,static_ready,10.000,0.000,-526.630,170.427,static obstacle ready; no motion loop
