t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
1.601,-0.1613,0.1623,-0.00084,,,0,IDLE code=0,0,,3242,0,0,0,0.000,0,,,,
1.801,-0.1545,0.1564,-0.00003,,,0,IDLE code=0,0,,3050,0,0,0,0.000,0,,,,
2.001,-0.1535,0.1561,-0.00021,,,0,IDLE code=0,0,,3050,0,0,0,0.000,0,,,,
2.200,-0.1535,0.1561,-0.00021,,,0,IDLE code=0,0,,3050,0,0,0,0.000,0,,,,
2.401,-0.1626,0.1640,0.00096,,,0,IDLE code=0,0,,3050,0,0,0,0.000,0,,,,
2.885,-0.1650,0.1639,-0.00161,,,0,IDLE code=0; status_seq=1,0,,3050,0,0,0,0.000,0,,,,
3.001,-0.1788,0.1813,0.00190,,,0,IDLE code=0; status_seq=1,0,,3050,0,0,0,0.000,0,,,,
3.200,-0.1865,0.1930,0.00153,,,0,IDLE code=0; status_seq=1,0,,3050,0,0,0,0.000,0,,,,
3.400,-0.2037,0.2090,-0.00389,,,0,IDLE code=0; status_seq=1,0,,2967,0,0,0,0.000,0,,,,
3.600,-0.2230,0.2320,0.00468,,,0,IDLE code=0; status_seq=1,0,,2967,0,0,0,0.000,0,,,,
3.800,-0.2289,0.2473,-0.00345,,,0,IDLE code=0; status_seq=1,0,,2967,0,0,0,0.000,0,,,,
4.001,-0.2413,0.2566,0.00544,,,0,IDLE code=0; status_seq=1,0,,2967,0,0,0,0.000,0,,,,
4.200,-0.2413,0.2566,0.00544,,,0,IDLE code=0; status_seq=1,0,,2967,0,0,0,0.000,0,,,,
4.401,-0.2475,0.2710,-0.00280,,,0,IDLE code=0; status_seq=1,0,,2959,0,0,0,0.000,0,,,,
4.601,-0.2646,0.2900,-0.00262,,,0,IDLE code=0; status_seq=1,0,,2959,0,0,0,0.000,0,,,,
4.800,-0.2721,0.2980,-0.00318,,,0,IDLE code=0; status_seq=1,0,,2959,0,0,0,0.000,0,,,,
5.001,-0.2749,0.3043,-0.00071,,,0,IDLE code=0; status_seq=1,0,,2959,0,0,0,0.000,0,,,,
5.201,-0.2765,0.3076,0.00359,,,0,IDLE code=0; status_seq=1,0,,2959,0,0,0,0.000,0,,,,
5.400,-0.2765,0.3076,0.00359,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
5.601,-0.2687,0.3047,0.00504,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
5.800,-0.2674,0.3031,0.00499,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
6.000,-0.2583,0.2987,0.00200,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
6.200,-0.2530,0.2940,-0.00012,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
6.400,-0.2488,0.2916,0.00104,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
6.600,-0.2488,0.2916,0.00104,,,0,IDLE code=0; status_seq=1,0,,2960,0,0,0,0.000,0,,,,
6.800,-0.2524,0.2926,0.00375,,,0,IDLE code=0; status_seq=1,0,,3761,0,0,0,0.000,1,,,,
7.000,-0.2170,0.2604,0.00151,,,0,IDLE code=0; status_seq=1,0,,3761,0,0,0,0.000,1,,,,
7.200,-0.2046,0.2453,-0.00031,,,0,IDLE code=0; status_seq=1,0,,3761,0,0,0,0.000,1,,,,
7.401,-0.1974,0.2356,-0.00039,,,0,IDLE code=0; status_seq=1,0,,3761,0,0,0,0.000,1,,,,
7.600,-0.1926,0.2321,0.00009,,,0,IDLE code=0; status_seq=1,0,,3761,0,0,0,0.000,1,,,,
7.802,-0.1877,0.2222,0.00019,,,0,IDLE code=0; status_seq=1,0,,3647,0,0,0,0.000,1,,,,
8.000,-0.1856,0.2146,0.00051,,,0,IDLE code=0; status_seq=1,0,,3647,0,0,0,0.000,1,,,,
8.201,-0.1834,0.2092,0.00135,,,0,IDLE code=0; status_seq=1,0,,3647,0,0,0,0.000,1,,,,
8.401,-0.1834,0.2092,0.00135,,,0,IDLE code=0; status_seq=1,0,,3647,0,0,0,0.000,1,,,,
