plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,17.413,/plan,camera_init,0,-0.1927,0.1887,0.00000,-0.1927,0.1887,0.00000
1,17.413,/plan,camera_init,1,1.0228,0.2950,0.17453,1.0228,0.2950,0.17453
1,17.413,/plan,camera_init,2,2.2014,0.6108,0.34907,2.2014,0.6108,0.34907
1,17.413,/plan,camera_init,3,3.3073,1.1265,0.52360,3.3073,1.1265,0.52360
1,17.413,/plan,camera_init,4,4.3068,1.8264,0.69813,4.3068,1.8264,0.69813
1,17.413,/plan,camera_init,5,3.3721,1.0420,0.69813,3.3721,1.0420,0.69813
1,17.413,/plan,camera_init,6,2.7982,0.5920,0.52360,2.7982,0.5920,0.52360
1,17.413,/plan,camera_init,7,2.6028,0.4457,0.53236,2.6028,0.4457,0.53236
1,17.413,/plan,camera_init,8,3.2311,0.8159,0.46605,3.2311,0.8159,0.46605
1,17.413,/plan,camera_init,9,3.8826,1.1436,0.39973,3.8826,1.1436,0.39973
1,17.413,/plan,camera_init,10,4.5544,1.4274,0.33343,4.5544,1.4274,0.33343
1,17.413,/plan,camera_init,11,5.2435,1.6661,0.26712,5.2435,1.6661,0.26712
1,17.413,/plan,camera_init,12,5.9469,1.8586,0.20081,5.9469,1.8586,0.20081
1,17.413,/plan,camera_init,13,6.6615,2.0040,0.13450,6.6615,2.0040,0.13450
1,17.413,/plan,camera_init,14,7.3842,2.1018,0.06818,7.3842,2.1018,0.06818
1,17.413,/plan,camera_init,15,8.1118,2.1515,0.00188,8.1118,2.1515,0.00188
1,17.413,/plan,camera_init,16,8.8411,2.1529,-0.06444,8.8411,2.1529,-0.06444
1,17.413,/plan,camera_init,17,9.5689,2.1059,-0.13074,9.5689,2.1059,-0.13074
1,17.413,/plan,camera_init,18,10.2919,2.0108,-0.19705,10.2919,2.0108,-0.19705
1,17.413,/plan,camera_init,19,11.0071,1.8681,-0.26337,11.0071,1.8681,-0.26337
1,17.413,/plan,camera_init,20,11.7112,1.6782,-0.32967,11.7112,1.6782,-0.32967
1,17.413,/plan,camera_init,21,12.4012,1.4421,-0.39598,12.4012,1.4421,-0.39598
1,17.413,/plan,camera_init,22,13.0741,1.1608,-0.42639,13.0741,1.1608,-0.42639
1,17.413,/plan,camera_init,23,13.7381,0.8592,-0.36471,13.7381,0.8592,-0.36471
1,17.413,/plan,camera_init,24,14.4194,0.5991,-0.29839,14.4194,0.5991,-0.29839
1,17.413,/plan,camera_init,25,15.1164,0.3847,-0.23209,15.1164,0.3847,-0.23209
1,17.413,/plan,camera_init,26,15.8262,0.2169,-0.16577,15.8262,0.2169,-0.16577
1,17.413,/plan,camera_init,27,16.5454,0.0966,-0.09946,16.5454,0.0966,-0.09946
