t,source,point_index,x,y,z
2.193,raw,0,-5.4968,-6.3661,0.5519
2.193,raw,10,-5.3284,-6.5624,0.5473
2.193,raw,20,-5.1780,-6.7839,0.5374
2.193,raw,30,-5.0431,-7.0321,0.5221
2.193,raw,40,-4.8707,-7.2403,0.5134
2.193,raw,51,-4.6693,-7.4601,0.5047
2.193,raw,61,-5.8858,-7.1557,0.6656
2.193,raw,71,-5.7198,-7.3945,0.6571
2.193,raw,81,-5.5690,-7.6601,0.6441
2.193,raw,91,-5.3859,-7.8931,0.6355
2.193,raw,102,-5.1951,-8.1739,0.6218
2.193,raw,112,-5.0252,-8.4470,0.6064
2.193,raw,122,-4.3599,-7.9224,0.6992
2.193,raw,132,-4.1091,-8.0319,0.7031
2.193,raw,142,-4.4243,-9.1993,0.5665
2.193,raw,153,-4.1818,-9.4658,0.5518
2.193,raw,163,-3.9683,-9.7407,0.5336
2.193,raw,173,-3.7357,-9.9940,0.5176
2.193,raw,183,-3.4969,-10.2542,0.5000
2.193,raw,194,-6.5542,-7.8669,0.8063
2.193,raw,204,-6.3888,-8.1499,0.7965
2.193,raw,214,-6.1937,-8.4056,0.7895
2.193,raw,224,-5.9907,-8.6582,0.7823
2.193,raw,234,-5.8192,-8.9641,0.7687
2.193,raw,245,-5.5874,-9.2531,0.7585
2.193,raw,255,-4.3779,-7.8997,0.9243
2.193,raw,265,-4.1151,-7.9879,0.9297
2.193,raw,275,-4.9538,-10.1211,0.7193
2.193,raw,285,-4.6847,-10.3329,0.7134
2.193,raw,296,-4.4228,-10.6508,0.6974
2.193,raw,306,-4.1932,-10.9846,0.6778
2.193,raw,316,-3.9439,-11.3024,0.6593
2.193,raw,326,-3.6955,-11.6570,0.6367
2.193,raw,337,-3.4590,-12.2141,0.5950
2.193,raw,347,-3.1982,-12.6532,0.5633
2.193,raw,357,-2.9263,-13.1289,0.5276
2.193,raw,367,-7.7364,-7.8977,1.0014
2.193,raw,377,-7.5765,-8.2103,0.9939
2.193,raw,388,-7.3977,-8.5621,0.9847
2.193,raw,398,-7.1715,-8.8197,0.9818
2.193,raw,408,-6.9868,-9.1327,0.9734
2.193,raw,418,-6.7752,-9.4226,0.9667
2.193,raw,428,-6.5614,-9.7192,0.9591
2.193,raw,439,-6.3319,-10.0678,0.9484
2.193,raw,449,-6.1240,-10.4025,0.9370
2.193,raw,459,-4.2221,-7.9036,1.1526
2.193,raw,469,-4.0274,-8.1083,1.1471
2.193,raw,480,-5.3794,-11.3872,0.9035
2.193,raw,490,-5.1079,-11.6846,0.8934
2.193,raw,500,-4.8586,-12.0535,0.8775
2.193,raw,510,-4.5652,-12.3505,0.8666
2.193,raw,520,-4.3371,-12.8471,0.8405
2.193,raw,531,-4.0723,-13.4319,0.8087
2.193,raw,541,-3.8456,-14.0955,0.7700
2.193,raw,551,-3.5720,-14.7122,0.7345
2.193,raw,561,-3.2677,-15.3296,0.6986
2.193,raw,571,-2.9440,-16.0000,0.6586
2.193,raw,582,-2.6028,-17.0330,0.5933
2.193,raw,592,-2.2873,-18.2797,0.5121
2.193,raw,602,-10.2992,-5.3789,1.2448
2.193,raw,612,-10.2171,-5.7336,1.2406
2.193,raw,623,-10.0032,-6.0585,1.2417
2.193,raw,633,-9.9033,-6.4121,1.2373
2.193,raw,643,-9.7235,-6.7193,1.2365
2.193,raw,653,-9.6210,-7.0830,1.2310
2.193,raw,663,-9.4414,-7.3976,1.2291
2.193,raw,674,-9.2834,-7.7796,1.2241
2.193,raw,684,-9.0713,-8.0766,1.2229
2.193,raw,694,-8.9031,-8.4160,1.2184
2.193,raw,704,-8.6819,-8.7127,1.2166
2.193,raw,714,-8.5147,-9.0681,1.2106
2.193,raw,725,-8.2864,-9.4243,1.2060
2.193,raw,735,-8.0862,-9.7653,1.2006
2.193,raw,745,-7.8368,-10.0579,1.1977
2.193,raw,755,-7.6219,-10.4014,1.1916
2.193,raw,766,-7.4059,-10.8232,1.1822
2.193,raw,776,-7.1357,-11.1194,1.1782
2.193,raw,786,-6.9329,-11.5303,1.1677
2.193,raw,796,-4.2650,-7.8703,1.3733
2.193,raw,806,-4.0331,-8.0074,1.3732
2.193,raw,817,-6.1092,-12.6235,1.1435
2.193,raw,827,-5.8777,-13.0955,1.1290
2.193,raw,837,-5.5705,-13.4448,1.1206
2.193,raw,847,-5.2688,-13.8358,1.1097
2.193,raw,857,-5.0773,-14.5537,1.0826
2.193,raw,868,-4.7933,-15.2538,1.0571
2.193,raw,878,-4.5340,-15.9904,1.0290
2.193,raw,888,-4.3868,-17.2518,0.9759
2.193,raw,898,-4.2980,-19.0179,0.8994
2.193,raw,908,-4.6692,-23.2899,0.7063
2.193,raw,919,-4.1225,-24.4802,0.6583
2.193,raw,929,-3.4515,-24.8480,0.6470
2.193,raw,939,-2.7656,-25.2164,0.6350
2.193,raw,949,-2.0667,-25.6129,0.6207
2.193,raw,960,-1.2744,-26.0222,0.6053
2.193,raw,970,-0.5295,-26.2639,0.5962
2.193,raw,980,0.2263,-26.6096,0.5814
2.193,raw,990,1.0017,-26.9730,0.5648
2.193,raw,1000,1.7984,-27.3307,0.5474
2.193,raw,1011,2.7068,-27.7999,0.5236
2.193,raw,1021,3.5538,-28.1467,0.5044
