t,source,point_index,x,y,z
1.712,raw,0,-5.5461,-6.3494,0.5513
1.712,raw,10,-5.3723,-6.5398,0.5478
1.712,raw,20,-5.2098,-6.7464,0.5406
1.712,raw,30,-5.0969,-7.0218,0.5204
1.712,raw,40,-4.9382,-7.2493,0.5084
1.712,raw,50,-4.7402,-7.4288,0.5040
1.712,raw,61,-5.9423,-7.1471,0.6639
1.712,raw,71,-5.7743,-7.3843,0.6556
1.712,raw,81,-5.6280,-7.6561,0.6417
1.712,raw,91,-5.4319,-7.8724,0.6356
1.712,raw,101,-5.2732,-8.1483,0.6202
1.712,raw,111,-5.0668,-8.3655,0.6127
1.712,raw,122,-4.4390,-7.9560,0.6920
1.712,raw,132,-4.1519,-8.0056,0.7040
1.712,raw,142,-4.0523,-8.3945,0.6700
1.712,raw,152,-4.2563,-9.4324,0.5518
1.712,raw,162,-4.0308,-9.6801,0.5372
1.712,raw,173,-3.7828,-9.9748,0.5175
1.712,raw,183,-6.7500,-7.5998,0.8139
1.712,raw,193,-6.5791,-7.8689,0.8061
1.712,raw,203,-6.4356,-8.1787,0.7930
1.712,raw,213,-6.2197,-8.4100,0.7889
1.712,raw,223,-6.0690,-8.7340,0.7735
1.712,raw,234,-5.8300,-9.0046,0.7660
1.712,raw,244,-5.6240,-9.2767,0.7557
1.712,raw,254,-4.4562,-7.9842,0.9146
1.712,raw,264,-4.1406,-7.9858,0.9293
1.712,raw,274,-4.0312,-8.3550,0.9043
1.712,raw,285,-4.7128,-10.4271,0.7047
1.712,raw,295,-4.4547,-10.6799,0.6939
1.712,raw,305,-4.2132,-10.9899,0.6766
1.712,raw,315,-3.9656,-11.3145,0.6574
1.712,raw,325,-3.7023,-11.6315,0.6385
1.712,raw,335,-3.4945,-12.1578,0.5986
1.712,raw,346,-3.2140,-12.6620,0.5616
1.712,raw,356,-2.9651,-13.2324,0.5168
1.712,raw,366,-7.8000,-7.8938,0.9997
1.712,raw,376,-7.6373,-8.2045,0.9925
1.712,raw,386,-7.4826,-8.5331,0.9834
1.712,raw,397,-7.2427,-8.8278,0.9792
1.712,raw,407,-7.0461,-9.1278,0.9720
1.712,raw,417,-6.8504,-9.4393,0.9635
1.712,raw,427,-6.6341,-9.7348,0.9561
1.712,raw,437,-6.4181,-10.0423,0.9472
1.712,raw,447,-6.2048,-10.3683,0.9365
1.712,raw,458,-4.2897,-7.9192,1.1498
1.712,raw,468,-4.0582,-8.0601,1.1493
1.712,raw,478,-5.4581,-11.3468,0.9037
1.712,raw,488,-5.1726,-11.6140,0.8961
1.712,raw,498,-4.9339,-12.0018,0.8788
1.712,raw,509,-4.6191,-12.3462,0.8655
1.712,raw,519,-4.3734,-12.7976,0.8427
1.712,raw,529,-4.1314,-13.3186,0.8145
1.712,raw,539,-3.8682,-13.8517,0.7853
1.712,raw,549,-3.6367,-14.5886,0.7411
1.712,raw,559,-3.3409,-15.2217,0.7041
1.712,raw,570,-2.9875,-15.9589,0.6601
1.712,raw,580,-2.6755,-16.8704,0.6027
1.712,raw,590,-2.3493,-18.0007,0.5297
1.712,raw,600,-10.4103,-5.2729,1.2439
1.712,raw,610,-10.3125,-5.6188,1.2406
1.712,raw,620,-10.2096,-5.9669,1.2370
1.712,raw,631,-10.0206,-6.3097,1.2365
1.712,raw,641,-9.9044,-6.6590,1.2324
1.712,raw,651,-9.7277,-6.9728,1.2311
1.712,raw,661,-9.5507,-7.2888,1.2292
1.712,raw,671,-9.4265,-7.6497,1.2237
1.712,raw,682,-9.2105,-7.9910,1.2215
1.712,raw,692,-8.9952,-8.2883,1.2201
1.712,raw,702,-8.7808,-8.5894,1.2181
1.712,raw,712,-8.6418,-8.9699,1.2105
1.712,raw,722,-8.3827,-9.2375,1.2100
1.712,raw,732,-8.1925,-9.5840,1.2043
1.712,raw,743,-7.9700,-9.9627,1.1979
1.712,raw,753,-7.7744,-10.3285,1.1906
1.712,raw,763,-7.5042,-10.6101,1.1879
1.712,raw,773,-7.3065,-11.0017,1.1787
1.712,raw,783,-7.1069,-11.4120,1.1683
1.712,raw,794,-6.7959,-11.7440,1.1632
1.712,raw,804,-4.1523,-7.9519,1.3730
1.712,raw,814,-3.9780,-8.1972,1.3671
1.712,raw,824,-6.0009,-12.8479,1.1368
1.712,raw,834,-5.7576,-13.3176,1.1224
1.712,raw,844,-5.4496,-13.6841,1.1129
1.712,raw,855,-5.1241,-14.1601,1.0985
1.712,raw,865,-4.9360,-14.9434,1.0681
1.712,raw,875,-4.6804,-15.6457,1.0417
1.712,raw,885,-4.4265,-16.4719,1.0093
1.712,raw,895,-4.3352,-18.0701,0.9404
1.712,raw,906,-4.8495,-22.9168,0.7206
1.712,raw,916,-4.3873,-24.0685,0.6739
1.712,raw,926,-3.7814,-24.7378,0.6490
1.712,raw,936,-3.1021,-25.1210,0.6366
1.712,raw,946,-2.4067,-25.5064,0.6233
1.712,raw,956,-1.6949,-25.9042,0.6084
1.712,raw,967,-0.8820,-26.2028,0.5974
1.712,raw,977,-0.1297,-26.4956,0.5854
1.712,raw,987,0.6388,-26.8626,0.5691
1.712,raw,997,1.4280,-27.2117,0.5525
1.712,raw,1007,2.2413,-27.6015,0.5331
1.712,raw,1018,3.1635,-28.0120,0.5112
1.712,raw,1028,22.2915,9.6682,0.7192
1.712,raw,1038,26.3220,12.3186,0.5023
1.712,raw,1048,-18.4079,19.5253,0.5681
1.712,raw,1058,-17.9380,17.9912,0.6325
1.712,raw,1068,-17.6407,16.7233,0.6818
1.712,raw,1079,-17.2126,15.3359,0.7382
1.712,raw,1089,-16.8743,14.2021,0.7830
1.712,raw,1099,-16.3483,12.9962,0.8357
1.712,raw,1109,-16.1152,12.0809,0.8690
1.712,raw,1119,-10.9866,7.9226,1.1687
1.712,raw,1129,-11.2211,7.5992,1.1678
1.712,raw,1140,-15.0976,9.3703,0.9751
1.712,raw,1150,-14.9175,8.6767,0.9979
1.712,raw,1160,-14.5999,7.9444,1.0263
1.712,raw,1170,-14.4841,7.3477,1.0431
1.712,raw,1180,-14.8556,-0.2161,1.4605
1.712,raw,1191,-14.6690,-0.6925,1.4642
1.712,raw,1201,-8.2597,-0.5777,1.6055
1.712,raw,1211,-8.0755,-0.8115,1.6090
1.712,raw,1221,-8.1712,-1.0767,1.6061
1.712,raw,1231,-13.9938,-2.3469,1.4748
1.712,raw,1241,-13.8538,-2.7506,1.4762
1.712,raw,1252,-13.6606,-3.1814,1.4783
1.712,raw,1262,-13.4929,-3.5702,1.4798
1.712,raw,1272,-13.3495,-3.9626,1.4805
1.712,raw,1282,-13.1946,-4.3496,1.4812
1.712,raw,1292,-12.6633,-4.5987,1.4905
1.712,raw,1303,-12.4869,-5.0056,1.4909
1.712,raw,1313,-12.3231,-5.3734,1.4912
1.712,raw,1323,-12.2035,-5.7614,1.4900
1.712,raw,1333,-12.0582,-6.1402,1.4893
1.712,raw,1343,-11.8947,-6.5117,1.4887
1.712,raw,1353,-11.4619,-6.7301,1.4947
