wall_time,t,event,detail
2026-08-30T11:13:10+0800,0.000,recorder_started,prefix=report3/data/static_obstacle_20260830_detour
2026-08-30T11:13:59+0800,48.874,goal_received,frame=camera_init; x=10.000; y=4.000
2026-08-30T11:15:47+0800,157.242,recorder_stopped,
