plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,33.992,/plan,camera_init,0,-0.3314,0.4080,0.34053,-0.3314,0.4080,0.34053
1,33.992,/plan,camera_init,1,0.4703,0.6921,0.46318,0.4703,0.6921,0.46318
1,33.992,/plan,camera_init,2,1.2330,1.0730,0.50990,1.2330,1.0730,0.50990
1,33.992,/plan,camera_init,3,1.9745,1.4877,0.40584,1.9745,1.4877,0.40584
1,33.992,/plan,camera_init,4,2.7508,1.8212,0.21837,2.7508,1.8212,0.21837
1,33.992,/plan,camera_init,5,3.5758,2.0043,0.06354,3.5758,2.0043,0.06354
1,33.992,/plan,camera_init,6,4.4193,2.0580,-0.05215,4.4193,2.0580,-0.05215
1,33.992,/plan,camera_init,7,5.2496,2.0147,-0.20877,5.2496,2.0147,-0.20877
1,33.992,/plan,camera_init,8,6.0337,1.8485,-0.39286,6.0337,1.8485,-0.39286
1,33.992,/plan,camera_init,9,6.7280,1.5608,-0.50361,6.7280,1.5608,-0.50361
1,33.992,/plan,camera_init,10,7.3741,1.2048,-0.53062,7.3741,1.2048,-0.53062
1,33.992,/plan,camera_init,11,8.0060,0.8340,-0.49588,8.0060,0.8340,-0.49588
1,33.992,/plan,camera_init,12,8.6451,0.4883,-0.39925,8.6451,0.4883,-0.39925
1,33.992,/plan,camera_init,13,9.3103,0.2076,-0.29245,9.3103,0.2076,-0.29245
1,33.992,/plan,camera_init,14,10.0000,0.0000,0.00000,10.0000,0.0000,0.00000
2,33.992,/unsmoothed_plan,camera_init,0,-0.3314,0.4080,0.00000,-0.3314,0.4080,0.00000
2,33.992,/unsmoothed_plan,camera_init,1,0.5236,0.5588,0.34907,0.5236,0.5588,0.34907
2,33.992,/unsmoothed_plan,camera_init,2,1.2755,0.9929,0.69813,1.2755,0.9929,0.69813
2,33.992,/unsmoothed_plan,camera_init,3,1.9406,1.5510,0.69813,1.9406,1.5510,0.69813
2,33.992,/unsmoothed_plan,camera_init,4,2.6926,1.9851,0.34907,2.6926,1.9851,0.34907
2,33.992,/unsmoothed_plan,camera_init,5,3.5476,2.1359,0.00000,3.5476,2.1359,0.00000
2,33.992,/unsmoothed_plan,camera_init,6,4.4158,2.1359,0.00000,4.4158,2.1359,0.00000
2,33.992,/unsmoothed_plan,camera_init,7,5.2841,2.1359,0.00000,5.2841,2.1359,0.00000
2,33.992,/unsmoothed_plan,camera_init,8,6.1391,1.9851,-0.34907,6.1391,1.9851,-0.34907
2,33.992,/unsmoothed_plan,camera_init,9,6.7843,1.6403,-0.69813,6.7843,1.6403,-0.69813
2,33.992,/unsmoothed_plan,camera_init,10,7.3946,1.2330,-0.69813,7.3946,1.2330,-0.69813
2,33.992,/unsmoothed_plan,camera_init,11,8.0050,0.8258,-0.69813,8.0050,0.8258,-0.69813
2,33.992,/unsmoothed_plan,camera_init,12,8.6153,0.4185,-0.69813,8.6153,0.4185,-0.69813
2,33.992,/unsmoothed_plan,camera_init,13,9.2767,0.1069,-0.34907,9.2767,0.1069,-0.34907
2,33.992,/unsmoothed_plan,camera_init,14,10.0000,0.0000,0.00000,10.0000,0.0000,0.00000
3,34.011,/received_global_plan,wamv/wamv/base_link,0,-0.3312,0.4086,0.33964,0.0002,0.0009,0.33977
3,34.011,/received_global_plan,wamv/wamv/base_link,1,0.4706,0.6919,0.46231,0.8021,0.2844,0.46244
3,34.011,/received_global_plan,wamv/wamv/base_link,2,1.2335,1.0721,0.50904,1.5650,0.6647,0.50917
3,34.011,/received_global_plan,wamv/wamv/base_link,3,1.9751,1.4860,0.40496,2.3067,1.0788,0.40509
3,34.011,/received_global_plan,wamv/wamv/base_link,4,2.7515,1.8188,0.21748,3.0832,1.4117,0.21761
3,34.011,/received_global_plan,wamv/wamv/base_link,5,3.5766,2.0012,0.06264,3.9083,1.5941,0.06277
3,34.011,/received_global_plan,wamv/wamv/base_link,6,4.4200,2.0541,-0.05304,4.7517,1.6472,-0.05291
3,34.011,/received_global_plan,wamv/wamv/base_link,7,5.2502,2.0100,-0.20965,5.5819,1.6032,-0.20952
3,34.011,/received_global_plan,wamv/wamv/base_link,8,6.0341,1.8432,-0.39373,6.3659,1.4365,-0.39360
3,34.011,/received_global_plan,wamv/wamv/base_link,9,6.7282,1.5549,-0.50446,7.0600,1.1482,-0.50433
3,34.011,/received_global_plan,wamv/wamv/base_link,10,7.3740,1.1984,-0.53148,7.7059,0.7918,-0.53135
3,34.011,/received_global_plan,wamv/wamv/base_link,11,8.0056,0.8271,-0.49674,8.3375,0.4205,-0.49661
3,34.011,/received_global_plan,wamv/wamv/base_link,12,8.6443,0.4809,-0.40012,8.9763,0.0744,-0.39999
3,34.011,/received_global_plan,wamv/wamv/base_link,13,9.3093,0.1996,-0.29333,9.6413,-0.2068,-0.29320
3,34.011,/received_global_plan,wamv/wamv/base_link,14,9.9988,-0.0086,-0.00089,10.3308,-0.4149,-0.00076
4,34.110,/received_global_plan,wamv/wamv/base_link,0,-0.3309,0.4084,0.34035,-0.0032,0.0025,0.34013
4,34.110,/received_global_plan,wamv/wamv/base_link,1,0.4707,0.6923,0.46302,0.7986,0.2863,0.46280
4,34.110,/received_global_plan,wamv/wamv/base_link,2,1.2333,1.0730,0.50975,1.5613,0.6668,0.50953
4,34.110,/received_global_plan,wamv/wamv/base_link,3,1.9745,1.4874,0.40567,2.3028,1.0811,0.40545
4,34.110,/received_global_plan,wamv/wamv/base_link,4,2.7507,1.8208,0.21819,3.0791,1.4144,0.21797
4,34.110,/received_global_plan,wamv/wamv/base_link,5,3.5756,2.0037,0.06335,3.9042,1.5971,0.06313
4,34.110,/received_global_plan,wamv/wamv/base_link,6,4.4189,2.0572,-0.05233,4.7476,1.6504,-0.05255
4,34.110,/received_global_plan,wamv/wamv/base_link,7,5.2490,2.0137,-0.20895,5.5778,1.6067,-0.20917
4,34.110,/received_global_plan,wamv/wamv/base_link,8,6.0331,1.8475,-0.39302,6.3618,1.4403,-0.39324
4,34.110,/received_global_plan,wamv/wamv/base_link,9,6.7273,1.5597,-0.50375,7.0560,1.1523,-0.50397
4,34.110,/received_global_plan,wamv/wamv/base_link,10,7.3734,1.2036,-0.53076,7.7020,0.7961,-0.53098
4,34.110,/received_global_plan,wamv/wamv/base_link,11,8.0053,0.8328,-0.49602,8.3338,0.4251,-0.49624
4,34.110,/received_global_plan,wamv/wamv/base_link,12,8.6443,0.4870,-0.39941,8.9727,0.0792,-0.39963
4,34.110,/received_global_plan,wamv/wamv/base_link,13,9.3095,0.2063,-0.29262,9.6378,-0.2017,-0.29284
4,34.110,/received_global_plan,wamv/wamv/base_link,14,9.9991,-0.0015,-0.00019,10.3274,-0.4097,-0.00041
5,34.211,/received_global_plan,wamv/wamv/base_link,0,-0.3310,0.4085,0.34037,-0.0032,0.0025,0.34013
5,34.211,/received_global_plan,wamv/wamv/base_link,1,0.4705,0.6924,0.46304,0.7986,0.2863,0.46280
5,34.211,/received_global_plan,wamv/wamv/base_link,2,1.2331,1.0731,0.50977,1.5613,0.6668,0.50953
5,34.211,/received_global_plan,wamv/wamv/base_link,3,1.9743,1.4875,0.40569,2.3028,1.0811,0.40545
5,34.211,/received_global_plan,wamv/wamv/base_link,4,2.7504,1.8209,0.21821,3.0791,1.4144,0.21797
5,34.211,/received_global_plan,wamv/wamv/base_link,5,3.5753,2.0038,0.06336,3.9042,1.5971,0.06313
5,34.211,/received_global_plan,wamv/wamv/base_link,6,4.4187,2.0573,-0.05231,4.7476,1.6504,-0.05255
5,34.211,/received_global_plan,wamv/wamv/base_link,7,5.2488,2.0138,-0.20893,5.5778,1.6067,-0.20917
5,34.211,/received_global_plan,wamv/wamv/base_link,8,6.0329,1.8476,-0.39300,6.3618,1.4403,-0.39324
