t,source,point_index,x,y,z
4.105,raw,0,-5.5132,-6.0054,0.5824
4.105,raw,9,-5.3840,-6.1989,0.5745
4.105,raw,19,-5.2213,-6.3965,0.5683
4.105,raw,29,-5.0768,-6.6217,0.5565
4.105,raw,38,-4.9446,-6.8288,0.5447
4.105,raw,48,-4.7862,-7.0517,0.5323
4.105,raw,58,-4.6256,-7.2808,0.5184
4.105,raw,68,-4.4373,-7.4763,0.5095
4.105,raw,77,-5.9348,-6.6996,0.6967
4.105,raw,87,-5.7646,-6.9206,0.6903
4.105,raw,97,-5.6151,-7.1729,0.6787
4.105,raw,107,-5.4727,-7.4446,0.6639
4.105,raw,116,-5.3117,-7.6543,0.6553
4.105,raw,126,-5.1442,-7.9126,0.6417
4.105,raw,136,-4.9588,-8.1555,0.6297
4.105,raw,146,-4.7842,-8.4289,0.6132
4.105,raw,155,-4.2416,-7.9962,0.6882
4.105,raw,165,-4.0106,-8.1477,0.6854
4.105,raw,175,-4.2133,-9.2013,0.5653
4.105,raw,184,-4.0159,-9.4317,0.5507
4.105,raw,194,-3.8060,-9.7307,0.5285
4.105,raw,204,-3.5713,-9.9963,0.5100
4.105,raw,214,-6.6243,-7.2449,0.8411
4.105,raw,223,-6.4717,-7.4772,0.8345
4.105,raw,233,-6.3345,-7.7815,0.8213
4.105,raw,243,-6.1489,-8.0375,0.8136
4.105,raw,253,-6.0022,-8.3549,0.7984
4.105,raw,262,-5.8380,-8.6090,0.7881
4.105,raw,272,-5.6445,-8.8869,0.7768
4.105,raw,282,-5.4490,-9.1757,0.7639
4.105,raw,292,-4.3993,-7.9947,0.9075
4.105,raw,301,-4.1260,-8.0134,0.9184
4.105,raw,311,-3.9541,-8.2804,0.9038
4.105,raw,321,-4.5852,-10.2825,0.7115
4.105,raw,331,-4.3630,-10.6191,0.6916
4.105,raw,340,-4.1196,-10.8433,0.6811
4.105,raw,350,-3.8753,-11.1834,0.6599
4.105,raw,360,-3.6061,-11.4921,0.6413
4.105,raw,369,-3.4285,-12.0128,0.6005
4.105,raw,379,-3.1728,-12.4826,0.5655
4.105,raw,389,-2.9451,-13.1569,0.5105
4.105,raw,399,-7.6589,-7.4611,1.0247
4.105,raw,408,-7.5456,-7.7608,1.0156
4.105,raw,418,-7.3670,-8.0488,1.0097
4.105,raw,428,-7.2332,-8.3962,0.9980
4.105,raw,438,-7.0368,-8.6831,0.9917
4.105,raw,447,-6.8583,-8.9469,0.9852
4.105,raw,457,-6.6665,-9.2589,0.9760
4.105,raw,467,-6.4774,-9.5888,0.9650
4.105,raw,477,-6.2240,-9.8369,0.9605
4.105,raw,486,-6.0450,-10.1469,0.9490
4.105,raw,496,-4.4255,-8.0403,1.1311
4.105,raw,506,-4.0964,-8.0161,1.1436
4.105,raw,516,-3.9387,-8.3118,1.1305
4.105,raw,525,-5.1166,-11.4163,0.9023
4.105,raw,535,-4.8851,-11.8219,0.8833
