t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
2.400,-0.3071,0.3324,0.00035,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.600,-0.3040,0.3295,0.00064,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
2.800,-0.3006,0.3273,-0.00197,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
3.000,-0.2981,0.3253,0.00011,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
3.200,-0.2981,0.3253,0.00011,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
3.401,-0.2981,0.3253,0.00011,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
3.600,-0.2825,0.3165,0.00070,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
3.800,-0.2832,0.3162,-0.00225,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
4.000,-0.2776,0.3105,-0.00195,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
4.201,-0.2760,0.3072,-0.00233,,,0,IDLE code=0; status_seq=1,0,,3214,0,0,0,0.000,0,,,,
4.400,-0.2739,0.3061,0.00058,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
4.600,-0.2787,0.3056,-0.00373,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
4.800,-0.2811,0.3054,0.00072,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
5.000,-0.2840,0.3061,0.00013,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
5.201,-0.2841,0.3063,0.00077,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
5.400,-0.2835,0.3061,0.00128,,,0,IDLE code=0; status_seq=1,0,,3082,0,0,0,0.000,0,,,,
5.601,-0.2835,0.3061,0.00128,,,0,IDLE code=0; status_seq=1,0,,2879,0,0,0,0.000,0,,,,
5.800,-0.3060,0.3198,0.00172,,,0,IDLE code=0; status_seq=1,0,,2879,0,0,0,0.000,0,,,,
6.000,-0.3144,0.3253,0.00145,,,0,IDLE code=0; status_seq=1,0,,2879,0,0,0,0.000,0,,,,
6.200,-0.3144,0.3253,0.00145,,,0,IDLE code=0; status_seq=1,0,,2879,0,0,0,0.000,0,,,,
6.400,-0.3144,0.3253,0.00145,,,0,IDLE code=0; status_seq=1,0,,2879,0,0,0,0.000,0,,,,
6.600,-0.3209,0.3275,-0.00560,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
6.801,-0.3256,0.3352,-0.00038,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
7.000,-0.3249,0.3352,0.00127,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
7.201,-0.3242,0.3377,0.00033,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
7.400,-0.3242,0.3377,0.00033,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
7.601,-0.3207,0.3387,-0.00313,,,0,IDLE code=0; status_seq=1,0,,3359,0,0,0,0.000,1,,,,
7.801,-0.3124,0.3358,-0.00006,,,0,IDLE code=0; status_seq=1,0,,3596,0,0,0,0.000,1,,,,
8.000,-0.3038,0.3344,-0.00212,,,0,IDLE code=0; status_seq=1,0,,3596,0,0,0,0.000,1,,,,
8.200,-0.2994,0.3313,0.00030,,,0,IDLE code=0; status_seq=1,0,,3596,0,0,0,0.000,1,,,,
8.401,-0.2994,0.3313,0.00030,,,0,IDLE code=0; status_seq=1,0,,3596,0,0,0,0.000,1,,,,
8.601,-0.2994,0.3313,0.00030,,,0,IDLE code=0; status_seq=1,0,,3596,0,0,0,0.000,1,,,,
8.800,-0.2810,0.3266,-0.00059,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
9.001,-0.2742,0.3221,-0.00183,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
9.200,-0.2708,0.3197,-0.00006,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
9.400,-0.2708,0.3197,-0.00006,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
9.600,-0.2751,0.3180,-0.00257,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
9.801,-0.2744,0.3151,0.00014,,,0,IDLE code=0; status_seq=1,0,,3675,0,0,0,0.000,1,,,,
10.000,-0.2720,0.3143,0.00011,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
10.200,-0.2720,0.3143,0.00011,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
10.400,-0.2847,0.3157,0.00084,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
10.601,-0.2925,0.3140,-0.00530,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
10.800,-0.2946,0.3168,0.00150,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
11.000,-0.2946,0.3168,0.00150,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
11.200,-0.2946,0.3168,0.00150,,,0,IDLE code=0; status_seq=1,0,,3548,0,0,0,0.000,1,,,,
11.400,-0.3158,0.3238,0.00173,,,0,IDLE code=0; status_seq=1,0,,3390,0,0,0,0.000,1,,,,
11.600,-0.3158,0.3238,0.00173,,,0,IDLE code=0; status_seq=1,0,,3390,0,0,0,0.000,1,,,,
