t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
3.200,-0.2966,0.3629,-0.00006,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
3.400,-0.2960,0.3626,0.00001,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
3.600,-0.2960,0.3626,0.00001,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
3.800,-0.2960,0.3626,0.00001,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
4.000,-0.2960,0.3626,0.00001,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
4.200,-0.3167,0.3570,-0.00436,,,0,IDLE code=0; status_seq=1,0,,2921,0,0,0,0.000,0,,,,
4.401,-0.3288,0.3845,-0.00111,,,0,IDLE code=0; status_seq=1,0,,2921,0,0,0,0.000,0,,,,
4.600,-0.3288,0.3845,-0.00111,,,0,IDLE code=0; status_seq=1,0,,2921,0,0,0,0.000,0,,,,
4.800,-0.3345,0.3806,0.00046,,,0,IDLE code=0; status_seq=1,0,,2921,0,0,0,0.000,0,,,,
5.001,-0.3300,0.3757,-0.00063,,,0,IDLE code=0; status_seq=1,0,,2921,0,0,0,0.000,0,,,,
5.200,-0.3300,0.3757,-0.00063,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,0,,,,
5.401,-0.3300,0.3757,-0.00063,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,0,,,,
5.600,-0.3266,0.3633,0.00158,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,0,,,,
5.800,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,0,,,,
6.001,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,0,,,,
6.200,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,1,,,,
6.400,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,1,,,,
6.602,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3097,0,0,0,0.000,1,,,,
6.800,-0.3192,0.3610,0.00099,,,0,IDLE code=0; status_seq=1,0,,3764,0,0,0,0.000,1,,,,
7.001,-0.2789,0.3304,-0.00406,,,0,IDLE code=0; status_seq=1,0,,3764,0,0,0,0.000,1,,,,
7.200,-0.2760,0.3293,-0.00360,,,0,IDLE code=0; status_seq=1,0,,3764,0,0,0,0.000,1,,,,
7.400,-0.2807,0.3318,-0.00304,,,0,IDLE code=0; status_seq=1,0,,3764,0,0,0,0.000,1,,,,
7.600,-0.2766,0.3296,-0.00176,,,0,IDLE code=0; status_seq=1,0,,3764,0,0,0,0.000,1,,,,
7.801,-0.2766,0.3296,-0.00176,,,0,IDLE code=0; status_seq=1,0,,3491,0,0,0,0.000,1,,,,
8.000,-0.2859,0.3360,-0.00169,,,0,IDLE code=0; status_seq=1,0,,3491,0,0,0,0.000,1,,,,
8.200,-0.2859,0.3360,-0.00169,,,0,IDLE code=0; status_seq=1,0,,3491,0,0,0,0.000,1,,,,
8.400,-0.2963,0.3385,-0.00616,,,0,IDLE code=0; status_seq=1,0,,3491,0,0,0,0.000,1,,,,
8.601,-0.3009,0.3511,-0.00552,,,0,IDLE code=0; status_seq=1,0,,3491,0,0,0,0.000,1,,,,
8.801,-0.3107,0.3587,-0.00598,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,0,,,,
9.000,-0.3126,0.3645,-0.00072,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
9.201,-0.3169,0.3697,-0.00559,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
9.400,-0.3221,0.3752,-0.00387,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
9.601,-0.3265,0.3788,-0.00315,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
9.800,-0.3263,0.3788,-0.00153,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
10.000,-0.3263,0.3788,-0.00153,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
10.200,-0.3263,0.3788,-0.00153,,,0,IDLE code=0; status_seq=1,0,,3314,0,0,0,0.000,1,,,,
10.401,-0.3286,0.3751,-0.00444,,,0,IDLE code=0; status_seq=1,0,,3494,0,0,0,0.000,1,,,,
10.600,-0.3202,0.3739,-0.00120,,,0,IDLE code=0; status_seq=1,0,,3494,0,0,0,0.000,1,,,,
