t,source,point_index,x,y,z
3.790,raw,0,-5.6164,-5.9636,0.5758
3.790,raw,9,-5.4909,-6.1632,0.5669
3.790,raw,19,-5.3333,-6.3694,0.5592
3.790,raw,29,-5.1700,-6.5739,0.5513
3.790,raw,38,-5.0486,-6.7973,0.5367
3.790,raw,48,-4.8846,-7.0152,0.5254
3.790,raw,58,-4.7375,-7.2677,0.5076
3.790,raw,68,-6.0847,-6.5895,0.6935
3.790,raw,77,-5.9630,-6.8252,0.6823
3.790,raw,87,-5.8013,-7.0640,0.6732
3.790,raw,97,-5.6412,-7.3127,0.6621
3.790,raw,107,-5.4829,-7.5738,0.6488
3.790,raw,116,-5.3240,-7.7950,0.6384
3.790,raw,126,-5.1700,-8.0861,0.6201
3.790,raw,136,-4.9577,-8.2988,0.6122
3.790,raw,145,-4.3896,-7.8351,0.6921
3.790,raw,155,-4.1496,-7.9672,0.6921
3.790,raw,165,-4.4047,-9.0987,0.5615
3.790,raw,175,-4.1836,-9.3506,0.5462
3.790,raw,184,-3.9802,-9.5840,0.5310
3.790,raw,194,-3.7168,-9.7707,0.5226
3.790,raw,204,-6.7768,-7.2155,0.8328
3.790,raw,214,-6.6106,-7.4814,0.8248
3.790,raw,223,-6.4636,-7.7310,0.8160
3.790,raw,233,-6.2842,-7.9973,0.8072
3.790,raw,243,-6.1478,-8.3316,0.7902
3.790,raw,252,-5.9693,-8.5687,0.7820
3.790,raw,262,-5.7713,-8.8429,0.7713
3.790,raw,272,-5.5728,-9.1295,0.7588
3.790,raw,282,-4.4597,-7.8471,0.9135
3.790,raw,291,-4.1987,-7.8854,0.9222
3.790,raw,301,-4.9114,-9.8961,0.7267
3.790,raw,311,-4.6828,-10.1927,0.7113
3.790,raw,321,-4.4646,-10.5378,0.6906
3.790,raw,330,-4.2237,-10.7685,0.6795
3.790,raw,340,-3.9761,-11.1000,0.6592
3.790,raw,350,-3.7186,-11.4428,0.6373
3.790,raw,360,-3.5042,-11.9719,0.5968
3.790,raw,369,-3.2803,-12.4187,0.5630
3.790,raw,379,-3.0401,-13.0420,0.5129
3.790,raw,389,-7.7941,-7.4968,1.0161
3.790,raw,398,-7.6468,-7.7668,1.0101
3.790,raw,408,-7.5112,-8.1058,0.9995
3.790,raw,418,-7.3298,-8.4057,0.9924
3.790,raw,428,-7.1288,-8.6913,0.9862
3.790,raw,437,-6.9561,-8.9666,0.9787
3.790,raw,447,-6.7545,-9.2707,0.9703
3.790,raw,457,-6.5598,-9.5977,0.9596
3.790,raw,467,-6.3161,-9.8657,0.9535
3.790,raw,476,-6.1339,-10.1767,0.9420
3.790,raw,486,-4.3822,-7.8222,1.1434
3.790,raw,496,-4.1284,-7.9272,1.1455
3.790,raw,505,-5.4489,-11.1221,0.9077
3.790,raw,515,-5.2064,-11.4824,0.8926
3.790,raw,525,-4.9363,-11.8112,0.8795
3.790,raw,535,-4.6467,-12.1213,0.8673
3.790,raw,544,-4.4319,-12.5515,0.8448
3.790,raw,554,-4.1913,-13.0870,0.8154
3.790,raw,564,-3.9747,-13.7880,0.7738
3.790,raw,574,-3.6998,-14.4073,0.7380
3.790,raw,583,-3.4302,-14.9829,0.7041
3.790,raw,593,-3.1195,-15.7140,0.6597
3.790,raw,603,-2.8128,-16.6746,0.5988
3.790,raw,612,-2.5063,-17.6272,0.5375
3.790,raw,622,-10.2279,-4.8349,1.2629
3.790,raw,632,-10.1566,-5.1815,1.2585
3.790,raw,642,-10.0659,-5.5238,1.2545
3.790,raw,651,-9.8918,-5.7807,1.2554
3.790,raw,661,-9.7930,-6.1265,1.2508
3.790,raw,671,-9.6281,-6.4341,1.2493
3.790,raw,681,-9.5266,-6.7911,1.2436
3.790,raw,690,-9.3862,-7.0823,1.2407
3.790,raw,700,-9.1908,-7.3788,1.2393
3.790,raw,710,-9.0743,-7.7469,1.2325
3.790,raw,720,-8.8798,-8.0552,1.2297
3.790,raw,729,-8.6949,-8.3274,1.2273
3.790,raw,739,-8.5246,-8.6712,1.2217
3.790,raw,749,-8.3385,-9.0086,1.2163
3.790,raw,758,-8.1798,-9.3316,1.2102
3.790,raw,768,-7.9326,-9.6175,1.2075
3.790,raw,778,-7.7521,-9.9956,1.1991
3.790,raw,788,-7.5562,-10.3710,1.1908
3.790,raw,797,-7.3172,-10.6342,1.1874
3.790,raw,807,-7.1211,-11.0430,1.1768
3.790,raw,817,-6.8608,-11.3722,1.1705
3.790,raw,827,-4.3808,-7.8197,1.3671
3.790,raw,836,-4.1362,-7.8841,1.3699
3.790,raw,846,-6.1197,-12.4660,1.1432
3.790,raw,856,-5.8827,-12.9410,1.1284
3.790,raw,865,-5.6060,-13.2626,1.1201
3.790,raw,875,-5.3129,-13.6864,1.1075
3.790,raw,885,-5.0973,-14.3695,1.0819
3.790,raw,895,-4.8556,-15.0776,1.0551
3.790,raw,904,-4.6277,-15.7809,1.0278
3.790,raw,914,-4.4310,-16.9079,0.9810
3.790,raw,924,-5.2134,-22.3088,0.7341
3.790,raw,934,-4.7740,-23.4756,0.6867
3.790,raw,943,-4.3155,-24.4690,0.6465
3.790,raw,953,-3.6450,-24.8949,0.6325
3.790,raw,963,-2.9539,-25.3033,0.6185
3.790,raw,973,-2.2474,-25.7417,0.6023
3.790,raw,982,-1.5921,-26.1182,0.5878
3.790,raw,992,-0.8396,-26.4316,0.5755
3.790,raw,1002,-0.0705,-26.7181,0.5635
3.790,raw,1011,0.6365,-27.1006,0.5461
3.790,raw,1021,1.4440,-27.4782,0.5280
3.790,raw,1031,2.2773,-27.8888,0.5073
3.790,raw,1041,-17.9814,22.2584,0.5039
3.790,raw,1050,-17.5441,20.6519,0.5723
3.790,raw,1060,-17.3954,19.3594,0.6203
3.790,raw,1070,-17.0387,17.9426,0.6780
3.790,raw,1080,-16.5893,16.5373,0.7374
3.790,raw,1089,-16.3679,15.5236,0.7762
3.790,raw,1099,-16.1015,14.4470,0.8176
3.790,raw,1109,-15.8241,13.4282,0.8569
3.790,raw,1118,-15.4554,12.4733,0.8969
3.790,raw,1128,-15.2283,11.6084,0.9286
3.790,raw,1138,-11.1577,8.1970,1.1694
3.790,raw,1148,-11.2145,7.7616,1.1781
3.790,raw,1157,-14.4115,9.2623,1.0184
3.790,raw,1167,-14.2766,8.6212,1.0383
3.790,raw,1177,-13.9767,7.9217,1.0655
3.790,raw,1187,-13.8584,7.3484,1.0820
3.790,raw,1196,-13.9313,0.2239,1.4853
3.790,raw,1206,-13.7716,-0.1792,1.4886
3.790,raw,1216,-13.6270,-0.5752,1.4913
3.790,raw,1225,-13.4844,-0.9247,1.4937
3.790,raw,1235,-8.1594,-0.6432,1.6112
