wall_time,sim_time,event,camera_x,camera_y,world_x,world_y,detail
2026-09-01T18:30:01+0800,284.500,transform_frozen,0.000,0.000,-532.059,161.977,"tx=-532.059344; ty=161.977041; yaw=1.000000; boat_world=(-532.5264148996513, 161.92828092853688); boat_camera=(-0.2933894820264036, 0.3666820346166629)"
2026-09-01T18:30:02+0800,284.500,spawned,10.000,0.000,-526.656,170.392,speed=0.600 m/s; update_hz=5.0
2026-09-01T18:30:02+0800,284.500,static_ready,10.000,0.000,-526.656,170.392,static obstacle ready; no motion loop
