t,source,point_index,x,y,z
1.138,raw,0,-5.2979,-6.0833,0.6007
1.138,raw,9,-5.1788,-6.2836,0.5910
1.138,raw,19,-5.0204,-6.4814,0.5842
1.138,raw,29,-4.8823,-6.7102,0.5713
1.138,raw,39,-4.7212,-6.9168,0.5618
1.138,raw,49,-4.5622,-7.1339,0.5499
1.138,raw,59,-4.4094,-7.3697,0.5344
1.138,raw,69,-4.2258,-7.5678,0.5245
1.138,raw,79,-4.0642,-7.8129,0.5064
1.138,raw,89,-5.7310,-6.7116,0.7166
1.138,raw,99,-5.5746,-6.9413,0.7085
1.138,raw,109,-5.4317,-7.1944,0.6964
1.138,raw,119,-5.2785,-7.4442,0.6844
1.138,raw,129,-5.1033,-7.6738,0.6749
1.138,raw,139,-4.9426,-7.9339,0.6606
1.138,raw,149,-4.5644,-7.8610,0.6916
1.138,raw,159,-4.2607,-7.8852,0.7075
1.138,raw,169,-4.1139,-8.1787,0.6863
1.138,raw,179,-4.1829,-8.9160,0.6069
1.138,raw,189,-3.9759,-9.1671,0.5914
1.138,raw,199,-3.7636,-9.4256,0.5744
1.138,raw,209,-3.5492,-9.7017,0.5546
1.138,raw,219,-3.3184,-9.9628,0.5361
1.138,raw,229,-3.0772,-10.2226,0.5172
1.138,raw,239,-6.3166,-7.4504,0.8501
1.138,raw,249,-6.1414,-7.7003,0.8432
1.138,raw,258,-6.0115,-7.9663,0.8318
1.138,raw,268,-5.8380,-8.2358,0.8219
1.138,raw,278,-5.6568,-8.5056,0.8115
1.138,raw,288,-5.4620,-8.7669,0.8018
1.138,raw,298,-4.5356,-7.8668,0.9183
1.138,raw,308,-4.2241,-7.8762,0.9324
1.138,raw,318,-4.1100,-8.2289,0.9092
1.138,raw,328,-4.6252,-9.8491,0.7543
1.138,raw,338,-4.4200,-10.1739,0.7357
1.138,raw,348,-4.1878,-10.4669,0.7199
1.138,raw,358,-3.9271,-10.7162,0.7080
1.138,raw,368,-3.6919,-11.0560,0.6866
1.138,raw,378,-3.4613,-11.4516,0.6592
1.138,raw,388,-3.2553,-11.9857,0.6181
1.138,raw,398,-3.0012,-12.4428,0.5840
1.138,raw,408,-2.7658,-13.0654,0.5338
1.138,raw,418,-7.4869,-7.4285,1.0370
1.138,raw,428,-7.3503,-7.7425,1.0285
1.138,raw,438,-7.1914,-8.0433,1.0211
1.138,raw,448,-6.9941,-8.3101,1.0166
1.138,raw,458,-6.8089,-8.5978,1.0098
1.138,raw,468,-6.6085,-8.8757,1.0035
1.138,raw,478,-6.4185,-9.1770,0.9949
1.138,raw,488,-6.2252,-9.4866,0.9853
1.138,raw,498,-6.0156,-9.7865,0.9762
1.138,raw,507,-4.4589,-7.8465,1.1468
1.138,raw,517,-4.1731,-7.8954,1.1540
1.138,raw,527,-5.3732,-10.6895,0.9452
1.138,raw,537,-5.1533,-11.0448,0.9304
1.138,raw,547,-4.8805,-11.3166,0.9218
1.138,raw,557,-4.6459,-11.6956,0.9045
1.138,raw,567,-4.3665,-12.0017,0.8924
1.138,raw,577,-4.1726,-12.5719,0.8604
1.138,raw,587,-3.9212,-13.0550,0.8347
1.138,raw,597,-3.7177,-13.7719,0.7918
