t,source,point_index,x,y,z
3.175,raw,0,-5.6468,-5.9863,0.5691
3.175,raw,10,-5.4822,-6.1818,0.5642
3.175,raw,20,-5.3160,-6.3789,0.5582
3.175,raw,31,-5.1792,-6.6601,0.5394
3.175,raw,41,-5.0087,-6.8654,0.5307
3.175,raw,51,-4.8225,-7.0545,0.5241
3.175,raw,62,-4.6351,-7.2959,0.5104
3.175,raw,72,-6.1642,-6.6264,0.6828
3.175,raw,82,-6.0005,-6.8593,0.6753
3.175,raw,93,-5.8244,-7.1277,0.6645
3.175,raw,103,-5.6560,-7.3698,0.6544
3.175,raw,113,-5.4646,-7.5886,0.6473
3.175,raw,124,-5.2691,-7.8597,0.6343
3.175,raw,134,-5.0846,-8.1072,0.6220
3.175,raw,144,-4.8758,-8.3261,0.6129
3.175,raw,155,-4.3098,-7.9667,0.6818
3.175,raw,165,-4.0561,-8.0777,0.6842
3.175,raw,175,-4.2262,-9.0747,0.5716
3.175,raw,186,-3.9849,-9.3561,0.5535
3.175,raw,196,-3.7530,-9.6043,0.5374
3.175,raw,206,-3.5204,-9.8740,0.5180
3.175,raw,217,-6.8507,-7.2419,0.8254
3.175,raw,227,-6.6559,-7.4785,0.8212
3.175,raw,237,-6.4988,-7.7649,0.8105
3.175,raw,248,-6.2852,-8.0407,0.8030
3.175,raw,258,-6.1217,-8.3413,0.7899
3.175,raw,269,-5.9056,-8.6361,0.7792
3.175,raw,279,-5.6845,-8.8781,0.7718
3.175,raw,289,-5.4745,-9.1479,0.7609
3.175,raw,300,-4.4310,-8.0133,0.9003
3.175,raw,310,-4.1167,-8.0151,0.9140
3.175,raw,320,-3.9656,-8.3326,0.8941
3.175,raw,331,-4.4820,-10.2369,0.7141
3.175,raw,341,-4.2508,-10.5591,0.6952
3.175,raw,351,-4.0029,-10.8712,0.6769
3.175,raw,362,-3.6800,-11.1108,0.6663
3.175,raw,372,-3.4552,-11.5694,0.6325
3.175,raw,382,-3.1960,-11.9846,0.6025
3.175,raw,393,-2.9277,-12.5991,0.5539
3.175,raw,403,-2.6394,-13.0916,0.5155
3.175,raw,413,-7.9199,-7.5191,1.0082
3.175,raw,424,-7.7373,-7.8519,1.0008
3.175,raw,434,-7.5862,-8.1797,0.9915
3.175,raw,444,-7.3798,-8.4558,0.9868
3.175,raw,455,-7.1466,-8.7598,0.9810
3.175,raw,465,-6.9304,-9.0386,0.9751
3.175,raw,475,-6.7189,-9.3329,0.9675
3.175,raw,486,-6.4843,-9.6676,0.9577
3.175,raw,496,-6.2594,-9.9683,0.9488
3.175,raw,506,-5.9918,-10.2122,0.9441
3.175,raw,517,-4.3042,-7.9565,1.1370
3.175,raw,527,-4.0384,-8.0432,1.1404
3.175,raw,538,-5.2013,-11.2044,0.9092
3.175,raw,548,-4.9545,-11.5651,0.8936
3.175,raw,558,-4.6551,-11.8314,0.8847
3.175,raw,569,-4.3739,-12.2805,0.8628
3.175,raw,579,-4.0878,-12.6543,0.8450
3.175,raw,589,-3.8741,-13.3173,0.8059
3.175,raw,600,-3.5622,-13.9082,0.7727
3.175,raw,610,-3.2651,-14.5037,0.7379
3.175,raw,620,-2.9416,-15.1162,0.7016
3.175,raw,631,-2.5984,-16.0647,0.6418
3.175,raw,641,-2.2212,-16.8132,0.5950
3.175,raw,651,-1.8134,-17.6391,0.5422
3.175,raw,662,-10.6048,-5.0144,1.2436
3.175,raw,672,-10.5058,-5.3601,1.2404
3.175,raw,682,-10.3797,-5.6952,1.2380
3.175,raw,693,-10.1640,-6.0207,1.2388
3.175,raw,703,-10.0555,-6.3736,1.2343
3.175,raw,713,-9.8669,-6.6776,1.2337
3.175,raw,724,-9.6559,-7.0110,1.2325
3.175,raw,734,-9.5403,-7.3767,1.2265
3.175,raw,744,-9.3251,-7.6689,1.2257
3.175,raw,755,-9.1019,-8.0046,1.2233
3.175,raw,765,-8.9027,-8.3177,1.2203
3.175,raw,776,-8.7045,-8.6901,1.2149
3.175,raw,786,-8.4975,-9.0099,1.2109
3.175,raw,796,-8.2349,-9.2746,1.2100
3.175,raw,807,-8.0045,-9.6393,1.2041
3.175,raw,817,-7.8041,-9.9946,1.1972
3.175,raw,827,-7.5891,-10.3452,1.1904
3.175,raw,838,-7.3038,-10.6780,1.1855
3.175,raw,848,-7.0898,-11.0625,1.1763
3.175,raw,858,-6.8037,-11.3507,1.1721
3.175,raw,869,-4.4605,-8.0659,1.3550
3.175,raw,879,-4.1006,-7.9844,1.3660
3.175,raw,889,-3.9274,-8.2544,1.3586
3.175,raw,900,-5.6805,-12.9049,1.1331
3.175,raw,910,-5.3745,-13.2661,1.1235
3.175,raw,920,-5.1015,-13.7485,1.1077
3.175,raw,931,-4.8016,-14.3523,1.0865
3.175,raw,941,-4.5396,-15.0214,1.0613
3.175,raw,951,-4.2600,-15.7466,1.0334
3.175,raw,962,-3.9121,-16.5532,1.0019
3.175,raw,972,-3.9310,-18.9985,0.8934
3.175,raw,982,-4.1005,-22.9836,0.7141
3.175,raw,993,-3.5308,-24.2236,0.6628
3.175,raw,1003,-2.8513,-24.5721,0.6515
3.175,raw,1013,-2.1600,-24.9548,0.6377
3.175,raw,1024,-1.3726,-25.2823,0.6257
3.175,raw,1034,-0.6406,-25.5521,0.6152
3.175,raw,1045,0.1803,-25.9060,0.5999
3.175,raw,1055,0.9462,-26.2431,0.5842
3.175,raw,1065,1.7303,-26.5385,0.5694
3.175,raw,1076,2.6234,-26.9615,0.5475
3.175,raw,1086,3.4560,-27.2869,0.5290
3.175,raw,1096,23.0336,10.0963,0.6772
3.175,raw,1107,-19.6795,20.0272,0.5264
3.175,raw,1117,-19.2400,18.5268,0.5880
3.175,raw,1127,-18.7845,17.1146,0.6463
3.175,raw,1138,-18.0100,15.4467,0.7222
3.175,raw,1148,-17.6206,14.2875,0.7689
3.175,raw,1158,-17.3168,13.2627,0.8079
3.175,raw,1169,-16.7473,12.0436,0.8610
3.175,raw,1179,-10.9965,7.6757,1.1890
3.175,raw,1189,-16.0920,10.2712,0.9296
3.175,raw,1200,-15.8291,9.4336,0.9590
3.175,raw,1210,-15.5252,8.6779,0.9874
3.175,raw,1220,-15.5312,8.1112,0.9987
3.175,raw,1231,-16.3912,0.0484,1.4310
3.175,raw,1241,-16.0678,-0.4155,1.4377
3.175,raw,1251,-15.7915,-0.8661,1.4432
3.175,raw,1262,-15.5425,-1.3522,1.4476
3.175,raw,1272,-8.0744,-0.7440,1.6128
3.175,raw,1282,-8.0403,-0.9856,1.6127
3.175,raw,1293,-14.8287,-2.6562,1.4586
3.175,raw,1303,-14.6173,-3.0631,1.4612
3.175,raw,1314,-14.3734,-3.5000,1.4641
3.175,raw,1324,-14.1740,-3.8969,1.4659
3.175,raw,1334,-13.9524,-4.2817,1.4680
3.175,raw,1345,-13.3129,-4.5533,1.4794
3.175,raw,1355,-13.1055,-4.9201,1.4807
3.175,raw,1365,-12.9230,-5.2941,1.4813
3.175,raw,1376,-12.7158,-5.7012,1.4817
3.175,raw,1386,-12.5134,-6.0633,1.4822
3.175,raw,1396,-12.3142,-6.4261,1.4824
3.175,raw,1407,-11.7764,-6.6381,1.4904
3.175,raw,1417,-11.6009,-7.0039,1.4895
3.175,raw,1427,-11.4310,-7.3766,1.4882
3.175,raw,1438,-11.2910,-7.8254,1.4851
3.175,raw,1448,-10.9458,-8.0783,1.4880
3.175,raw,1458,-10.8149,-8.4945,1.4846
3.175,raw,1469,-10.6659,-8.9619,1.4805
3.175,raw,1479,-10.3387,-9.2268,1.4821
3.175,raw,1489,-10.1920,-9.6602,1.4779
3.175,raw,1500,-9.9789,-10.1026,1.4744
3.175,raw,1510,-9.6709,-10.3942,1.4744
3.175,raw,1520,-9.5442,-10.8949,1.4680
3.175,raw,1531,-9.2111,-11.2390,1.4669
3.175,raw,1541,-8.9152,-11.5660,1.4653
3.175,raw,1552,-8.7448,-12.1503,1.4572
3.175,raw,1562,-8.4378,-12.4931,1.4549
3.175,raw,1572,-8.1182,-12.8284,1.4525
3.175,raw,1583,-7.7686,-13.2148,1.4493
3.175,raw,1593,-7.6147,-13.8798,1.4383
3.175,raw,1603,-4.2982,-8.4863,1.5778
3.175,raw,1614,-6.9002,-14.6787,1.4298
3.175,raw,1624,-6.5411,-15.0587,1.4255
3.175,raw,1634,-8.1029,-20.1729,1.3081
3.175,raw,1645,-7.7171,-21.1565,1.2910
3.175,raw,1655,-7.4437,-22.4128,1.2669
3.175,raw,1665,-7.0318,-23.4347,1.2482
3.175,raw,1676,-6.5413,-24.6369,1.2258
3.175,raw,1686,-6.0776,-25.8962,1.2014
3.175,raw,1696,-5.4224,-26.5624,1.1903
3.175,raw,1707,-4.6053,-26.9537,1.1853
3.175,raw,1717,-3.8469,-27.2932,1.1806
3.175,raw,1727,-3.0788,-27.6599,1.1749
3.175,raw,1738,-2.2227,-28.1421,1.1663
3.175,raw,1748,-1.4249,-28.6229,1.1570
3.175,raw,1758,-0.6024,-29.1112,1.1471
3.175,raw,1769,0.3330,-29.5169,1.1384
3.175,raw,1779,1.2021,-29.7650,1.1327
3.175,raw,1789,2.0881,-30.0338,1.1259
3.175,raw,1800,3.1047,-30.5586,1.1127
3.175,raw,1810,4.0569,-30.9876,1.1011
3.175,raw,1821,5.1484,-31.5114,1.0864
3.175,raw,1831,6.1980,-32.0953,1.0699
3.175,raw,1841,7.3914,-33.1505,1.0420
3.175,raw,1852,26.5352,12.2096,1.1661
3.175,raw,1862,-26.3426,22.3854,1.0382
3.175,raw,1872,-25.2978,20.3204,1.0846
3.175,raw,1883,-26.1692,19.6865,1.0776
3.175,raw,1893,-25.6459,18.1902,1.1061
3.175,raw,1903,-25.1677,16.8099,1.1317
3.175,raw,1914,-23.5690,14.7393,1.1858
3.175,raw,1924,-27.7230,16.1458,1.0908
3.175,raw,1934,-24.9160,13.6385,1.1717
3.175,raw,1945,-23.6636,12.0349,1.2122
3.175,raw,1955,-22.5787,10.7107,1.2463
3.175,raw,1965,-21.6174,9.5330,1.2760
3.175,raw,1976,-20.6917,8.3819,1.3044
