t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
3.000,-0.3667,0.3837,0.00072,,,0,IDLE code=0; status_seq=1,0,,3193,0,0,0,0.000,0,,,,
3.201,-0.3770,0.4073,-0.00283,,,0,IDLE code=0; status_seq=1,0,,3171,0,0,0,0.000,0,,,,
3.400,-0.3416,0.3752,0.00153,,,0,IDLE code=0; status_seq=1,0,,3171,0,0,0,0.000,0,,,,
3.600,-0.3416,0.3752,0.00153,,,0,IDLE code=0; status_seq=1,0,,3171,0,0,0,0.000,0,,,,
3.800,-0.3482,0.3737,-0.00401,,,0,IDLE code=0; status_seq=1,0,,3171,0,0,0,0.000,0,,,,
4.000,-0.3527,0.3830,-0.00338,,,0,IDLE code=0; status_seq=1,0,,3171,0,0,0,0.000,0,,,,
4.201,-0.3557,0.3854,-0.00381,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
4.400,-0.3554,0.3866,0.00241,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
4.600,-0.3554,0.3866,0.00241,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
4.801,-0.3554,0.3866,0.00241,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
5.000,-0.3554,0.3866,0.00241,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
5.200,-0.3554,0.3866,0.00241,,,0,IDLE code=0; status_seq=1,0,,3028,0,0,0,0.000,0,,,,
5.401,-0.4029,0.4323,-0.00475,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
5.601,-0.4119,0.4479,-0.00171,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
5.801,-0.4146,0.4515,0.00007,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
6.000,-0.4154,0.4516,0.00121,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
6.200,-0.4137,0.4511,0.00199,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
6.400,-0.4126,0.4503,0.00043,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
6.601,-0.4126,0.4503,0.00043,,,0,IDLE code=0; status_seq=1,0,,2887,0,0,0,0.000,0,,,,
6.800,-0.4126,0.4503,0.00043,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
7.001,-0.4021,0.4485,-0.00206,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
7.201,-0.3888,0.4292,-0.00094,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
7.400,-0.3823,0.4230,-0.00055,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
7.601,-0.3768,0.4173,0.00097,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
7.801,-0.3715,0.4119,0.00085,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
8.000,-0.3660,0.4075,0.00087,,,0,IDLE code=0; status_seq=1,0,,3510,0,0,0,0.000,0,,,,
