wall_time,sim_time,event,camera_x,camera_y,world_x,world_y,detail
2026-08-30T16:19:33+0800,137.740,transform_frozen,0.000,0.000,-532.008,162.025,"tx=-532.008100; ty=162.025193; yaw=1.000000; boat_world=(-532.2606822688466, 161.96368449918822); boat_camera=(-0.18822818742669198, 0.1793079877733711)"
2026-08-30T16:19:34+0800,137.740,spawned,5.000,0.000,-529.307,166.233,speed=0.600 m/s; update_hz=5.0
2026-08-30T16:19:34+0800,137.740,static_ready,5.000,0.000,-529.307,166.233,static obstacle ready; no motion loop
