plan_id,t,source,frame_id,point_index,x,y,yaw,raw_x,raw_y,raw_yaw
1,15.881,/unsmoothed_plan,camera_init,0,-0.1883,0.1751,0.00000,-0.1883,0.1751,0.00000
1,15.881,/unsmoothed_plan,camera_init,1,1.0272,0.2815,0.17453,1.0272,0.2815,0.17453
1,15.881,/unsmoothed_plan,camera_init,2,2.2058,0.5973,0.34907,2.2058,0.5973,0.34907
1,15.881,/unsmoothed_plan,camera_init,3,3.3117,1.1129,0.52360,3.3117,1.1129,0.52360
1,15.881,/unsmoothed_plan,camera_init,4,4.3112,1.8128,0.69813,4.3112,1.8128,0.69813
1,15.881,/unsmoothed_plan,camera_init,5,3.7306,1.3657,0.52360,3.7306,1.3657,0.52360
1,15.881,/unsmoothed_plan,camera_init,6,4.0926,1.5868,0.52360,4.0926,1.5868,0.52360
1,15.881,/unsmoothed_plan,camera_init,7,4.7396,1.9309,0.34907,4.7396,1.9309,0.34907
1,15.881,/unsmoothed_plan,camera_init,8,5.4132,2.2196,0.34907,5.4132,2.2196,0.34907
1,15.881,/unsmoothed_plan,camera_init,9,6.1085,2.4509,0.17453,6.1085,2.4509,0.17453
1,15.881,/unsmoothed_plan,camera_init,10,6.8208,2.6232,0.17453,6.8208,2.6232,0.17453
1,15.881,/unsmoothed_plan,camera_init,11,7.5450,2.7353,0.00000,7.5450,2.7353,0.00000
1,15.881,/unsmoothed_plan,camera_init,12,8.2760,2.7865,0.00000,8.2760,2.7865,0.00000
1,15.881,/unsmoothed_plan,camera_init,13,9.0087,2.7762,-0.17453,9.0087,2.7762,-0.17453
1,15.881,/unsmoothed_plan,camera_init,14,9.7380,2.7047,-0.17453,9.7380,2.7047,-0.17453
1,15.881,/unsmoothed_plan,camera_init,15,10.4588,2.5725,-0.34907,10.4588,2.5725,-0.34907
1,15.881,/unsmoothed_plan,camera_init,16,11.1660,2.3804,-0.34907,11.1660,2.3804,-0.34907
1,15.881,/unsmoothed_plan,camera_init,17,11.8546,2.1297,-0.52360,11.8546,2.1297,-0.52360
1,15.881,/unsmoothed_plan,camera_init,18,12.5198,1.8224,-0.52360,12.5198,1.8224,-0.52360
1,15.881,/unsmoothed_plan,camera_init,19,13.1570,1.4604,-0.69813,13.1570,1.4604,-0.69813
1,15.881,/unsmoothed_plan,camera_init,20,13.7848,1.0823,-0.52360,13.7848,1.0823,-0.52360
1,15.881,/unsmoothed_plan,camera_init,21,14.4411,0.7564,-0.52360,14.4411,0.7564,-0.52360
1,15.881,/unsmoothed_plan,camera_init,22,15.1225,0.4867,-0.34907,15.1225,0.4867,-0.34907
1,15.881,/unsmoothed_plan,camera_init,23,15.8240,0.2749,-0.34907,15.8240,0.2749,-0.34907
1,15.881,/unsmoothed_plan,camera_init,24,16.5408,0.1225,-0.17453,16.5408,0.1225,-0.17453
1,15.881,/unsmoothed_plan,camera_init,25,17.2678,0.0307,-0.17453,17.2678,0.0307,-0.17453
1,15.881,/unsmoothed_plan,camera_init,26,18.0000,0.0000,0.00000,18.0000,0.0000,0.00000
2,15.883,/plan,camera_init,0,-0.1883,0.1751,0.00000,-0.1883,0.1751,0.00000
2,15.883,/plan,camera_init,1,1.0272,0.2815,0.17453,1.0272,0.2815,0.17453
2,15.883,/plan,camera_init,2,2.2058,0.5973,0.34907,2.2058,0.5973,0.34907
2,15.883,/plan,camera_init,3,3.3117,1.1129,0.52360,3.3117,1.1129,0.52360
2,15.883,/plan,camera_init,4,4.3112,1.8128,0.69813,4.3112,1.8128,0.69813
2,15.883,/plan,camera_init,5,3.7306,1.3657,0.39311,3.7306,1.3657,0.39311
2,15.883,/plan,camera_init,6,4.3156,1.6083,0.37093,4.3156,1.6083,0.37093
2,15.883,/plan,camera_init,7,4.9202,1.8434,0.32958,4.9202,1.8434,0.32958
2,15.883,/plan,camera_init,8,5.5519,2.0595,0.27407,5.5519,2.0595,0.27407
2,15.883,/plan,camera_init,9,6.2100,2.2445,0.20883,6.2100,2.2445,0.20883
2,15.883,/plan,camera_init,10,6.8898,2.3886,0.13720,6.8898,2.3886,0.13720
2,15.883,/plan,camera_init,11,7.5854,2.4846,0.06169,7.5854,2.4846,0.06169
