t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,goal_status,plan_id,plan_nearest_error_m,raw_obstacle_points,dynamic_obstacle_points,dynamic_tracks,dynamic_predicted_points,dynamic_max_speed_mps,safety_stop,cmd_vx,cmd_wz,left_thrust_n,right_thrust_n
0.400,-1.4243,1.7080,-0.00220,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.600,-1.4239,1.7079,-0.00177,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
0.952,-1.4239,1.7079,-0.00177,,,0,IDLE code=0,0,,0,0,0,0,0.000,0,,,,
1.001,-1.4239,1.7079,-0.00177,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
1.201,-1.4632,1.6910,-0.00198,,,0,IDLE code=0; status_seq=1,0,,0,0,0,0,0.000,0,,,,
1.400,-1.4634,1.6910,-0.00198,,,0,IDLE code=0; status_seq=1,0,,3122,0,0,0,0.000,0,,,,
1.601,-1.4731,1.6904,-0.00869,,,0,IDLE code=0; status_seq=1,0,,3122,0,0,0,0.000,0,,,,
1.800,-1.4750,1.6960,-0.01104,,,0,IDLE code=0; status_seq=1,0,,3122,0,0,0,0.000,0,,,,
2.000,-1.4784,1.6974,-0.01135,,,0,IDLE code=0; status_seq=1,0,,3122,0,0,0,0.000,0,,,,
2.201,-1.4809,1.7007,-0.01005,,,0,IDLE code=0; status_seq=1,0,,3122,0,0,0,0.000,0,,,,
2.400,-1.4829,1.7034,-0.00507,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
2.601,-1.4848,1.7077,-0.00440,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
3.007,-1.4866,1.7084,-0.00431,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
3.201,-1.4877,1.7187,-0.01124,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
3.401,-1.4873,1.7234,-0.01061,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
3.600,-1.4862,1.7270,-0.01083,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
3.801,-1.4841,1.7299,-0.01009,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
4.000,-1.4842,1.7298,-0.00319,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
4.201,-1.4805,1.7337,-0.00355,,,0,IDLE code=0; status_seq=1,0,,3041,0,0,0,0.000,0,,,,
