t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts,left_thrust,right_thrust,safety_stop,path_min_clearance,path_length,raw_obstacle_pts,safety_cloud_pts,lio_input_pts,registered_pts,dynamic_track_count,dynamic_point_count,dynamic_max_speed,goal_accepted,goal_status
29.200,-0.114,0.085,0.0019,8.000,0.000,1,0.000,0.000,-0.002,0.007,0.040,-0.013,-0.0124,PLAN,325,0.000,0.000,0,nan,0.000,3530,3530,22083,7574,4,165,2.162,0,none
29.401,-0.107,0.092,-0.0019,8.000,0.000,1,0.000,0.000,-0.001,-0.004,0.034,-0.006,-0.0094,PLAN,439,0.000,0.000,0,nan,0.000,3546,3546,22021,7502,5,190,2.882,0,none
29.601,-0.105,0.096,0.0003,8.000,0.000,1,0.000,0.000,-0.002,-0.009,0.030,-0.004,-0.0121,PLAN,457,0.000,0.000,0,nan,0.000,3546,3546,22021,7495,6,235,2.743,0,none
29.800,-0.105,0.096,0.0003,8.000,0.000,1,0.000,0.000,-0.002,-0.009,0.030,-0.004,-0.0121,PLAN,457,0.000,0.000,0,nan,0.000,3546,3546,22021,7495,5,190,2.743,0,none
30.000,-0.105,0.096,0.0003,8.000,0.000,1,0.000,0.000,-0.002,-0.009,0.030,-0.004,-0.0121,PLAN,457,0.000,0.000,0,nan,0.000,3546,3546,21911,7495,5,190,2.743,0,none
30.200,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3546,3546,21911,7433,5,180,2.743,0,none
30.400,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3546,3546,21911,7433,4,135,2.743,0,none
30.600,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3599,3599,21911,7433,6,235,2.542,0,none
30.801,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3599,3599,21911,7433,6,235,2.542,0,none
31.001,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3575,3575,21911,7433,6,230,2.542,0,none
31.200,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3575,3575,21911,7433,6,260,2.005,0,none
31.400,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3575,3575,21911,7433,6,260,2.005,0,none
31.600,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3519,3519,21911,7433,4,170,2.005,0,none
31.800,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3504,3504,21911,7433,6,270,0.946,0,none
32.001,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3504,3504,21911,7433,7,315,0.955,0,none
32.201,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3502,3502,21911,7433,8,360,1.724,0,none
32.401,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3502,3502,21911,7433,8,360,1.724,0,none
32.601,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3511,3511,21911,7433,8,360,1.620,0,none
32.800,-0.103,0.089,0.0008,8.000,0.000,1,0.000,0.000,-0.002,-0.007,0.037,-0.002,-0.0117,PLAN,469,0.000,0.000,0,nan,0.000,3509,3509,21911,7433,8,360,1.299,0,none
33.001,-0.170,0.146,-0.0026,8.000,0.000,1,0.000,0.000,-0.000,-0.007,0.019,-0.070,-0.0152,PLAN,469,0.000,0.000,0,nan,0.000,3508,3508,22350,7433,8,360,0.847,0,none
33.200,-0.181,0.187,0.0011,8.000,0.000,1,0.000,0.000,0.001,0.005,0.061,-0.081,-0.0240,PLAN,432,0.000,0.000,0,nan,0.000,3508,3508,22350,7698,8,360,0.847,0,none
33.401,-0.181,0.187,0.0011,8.000,0.000,1,0.000,0.000,0.001,0.005,0.061,-0.081,-0.0240,PLAN,432,0.000,0.000,0,nan,0.000,3508,3508,22350,7698,8,360,0.847,0,none
33.601,-0.181,0.187,0.0011,8.000,0.000,1,0.000,0.000,0.001,0.005,0.061,-0.081,-0.0240,PLAN,432,0.000,0.000,0,nan,0.000,3508,3508,22350,7698,6,270,0.847,0,none
33.800,-0.181,0.187,0.0011,8.000,0.000,1,0.000,0.000,0.001,0.005,0.061,-0.081,-0.0240,PLAN,432,0.000,0.000,0,nan,0.000,3508,3508,22350,7698,6,270,0.847,0,none
34.000,-0.181,0.187,0.0011,8.000,0.000,1,0.000,0.000,0.001,0.005,0.061,-0.081,-0.0240,PLAN,432,0.000,0.000,0,nan,0.000,3508,3508,22350,7698,5,225,0.847,0,none
34.201,-0.142,0.189,-0.0012,8.000,0.000,1,0.000,0.000,0.006,0.015,0.063,-0.043,-0.0220,PLAN,432,0.000,0.000,0,nan,0.000,3598,3598,22214,7698,5,225,0.847,0,none
34.401,-0.126,0.182,-0.0009,8.000,0.000,1,0.000,0.000,-0.001,0.010,0.057,-0.027,-0.0216,PLAN,422,0.000,0.000,0,nan,0.000,3598,3598,22214,7576,4,180,0.526,0,none
34.601,-0.121,0.180,0.0006,8.000,0.000,1,0.000,0.000,-0.001,0.002,0.054,-0.022,-0.0227,PLAN,431,0.000,0.000,0,nan,0.000,3589,3589,22183,7577,4,180,0.526,0,none
34.802,-0.118,0.176,0.0009,8.000,0.000,1,0.000,0.000,-0.001,0.007,0.050,-0.019,-0.0226,PLAN,429,0.000,0.000,0,nan,0.000,3586,3586,22154,7532,4,180,0.593,0,none
35.000,-0.118,0.173,0.0013,8.000,0.000,1,0.000,0.000,-0.002,-0.011,0.048,-0.019,-0.0227,PLAN,429,0.000,0.000,0,nan,0.000,3586,3586,22154,7532,4,180,1.632,0,none
35.201,-0.117,0.172,0.0006,8.000,0.000,1,0.000,0.000,-0.001,-0.004,0.047,-0.017,-0.0218,PLAN,420,0.000,0.000,0,nan,0.000,3582,3582,22147,7510,4,180,1.632,0,none
35.401,-0.118,0.167,0.0008,8.000,0.000,1,0.000,0.000,-0.001,-0.006,0.042,-0.018,-0.0214,PLAN,420,0.000,0.000,0,nan,0.000,3582,3582,22147,7525,4,180,1.327,0,none
35.600,-0.118,0.167,0.0008,8.000,0.000,1,0.000,0.000,-0.001,-0.006,0.042,-0.018,-0.0214,PLAN,432,0.000,0.000,0,nan,0.000,3582,3582,22147,7525,4,180,0.773,0,none
35.800,-0.118,0.167,0.0008,8.000,0.000,1,0.000,0.000,-0.001,-0.006,0.042,-0.018,-0.0214,PLAN,432,0.000,0.000,0,nan,0.000,3582,3582,22147,7525,4,180,0.773,0,none
36.001,-0.118,0.167,0.0008,8.000,0.000,1,0.000,0.000,-0.001,-0.006,0.042,-0.018,-0.0214,PLAN,432,0.000,0.000,0,nan,0.000,3531,3531,22198,7525,4,180,0.773,0,none
36.200,-0.145,0.152,0.0005,8.000,0.000,1,0.000,0.000,-0.000,-0.005,0.026,-0.045,-0.0191,PLAN,432,0.000,0.000,0,nan,0.000,3515,3515,22216,7525,4,180,0.723,0,none
36.402,-0.152,0.147,0.0012,8.000,0.000,1,0.000,0.000,0.000,-0.004,0.021,-0.052,-0.0192,PLAN,435,0.000,0.000,0,nan,0.000,3515,3515,22216,7548,4,180,0.807,0,none
36.829,-0.153,0.147,-0.0000,8.000,0.000,1,0.000,0.000,0.000,-0.004,0.021,-0.053,-0.0180,PLAN,435,0.000,0.000,0,nan,0.000,3477,3477,22296,7548,4,180,0.807,0,none
37.001,-0.159,0.145,0.0013,8.000,0.000,1,0.000,0.000,0.001,0.013,0.019,-0.059,-0.0191,PLAN,435,0.000,0.000,0,nan,0.000,3484,3484,22296,7590,5,225,1.073,0,none
37.201,-0.159,0.145,0.0013,8.000,0.000,1,0.000,0.000,0.001,0.013,0.019,-0.059,-0.0191,PLAN,435,0.000,0.000,0,nan,0.000,3484,3484,22296,7590,5,225,1.061,0,none
37.401,-0.159,0.145,0.0013,8.000,0.000,1,0.000,0.000,0.001,0.013,0.019,-0.059,-0.0191,PLAN,435,0.000,0.000,0,nan,0.000,3470,3470,22410,7590,4,180,1.061,0,none
37.601,-0.194,0.145,-0.0003,8.000,0.000,1,0.000,0.000,0.001,0.015,0.018,-0.094,-0.0175,PLAN,427,0.000,0.000,0,nan,0.000,3474,3474,22399,7672,4,180,0.784,0,none
37.800,-0.200,0.147,-0.0010,8.000,0.000,1,0.000,0.000,0.001,-0.014,0.020,-0.100,-0.0168,PLAN,429,0.000,0.000,0,nan,0.000,3474,3474,22399,7646,4,180,0.784,0,none
38.001,-0.200,0.147,0.0011,8.000,0.000,1,0.000,0.000,0.001,-0.014,0.020,-0.100,-0.0190,PLAN,432,0.000,0.000,0,nan,0.000,3474,3474,22366,7715,4,180,1.632,0,none
38.201,-0.199,0.148,0.0009,8.000,0.000,1,0.000,0.000,0.001,0.005,0.021,-0.099,-0.0190,PLAN,432,0.000,0.000,0,nan,0.000,3489,3489,22360,7715,4,180,1.632,0,none
38.400,-0.197,0.149,0.0013,8.000,0.000,1,0.000,0.000,0.001,-0.007,0.022,-0.097,-0.0194,PLAN,436,0.000,0.000,0,nan,0.000,3489,3489,22360,7662,4,180,1.579,0,none
38.600,-0.195,0.151,-0.0012,8.000,0.000,1,0.000,0.000,0.001,0.003,0.024,-0.095,-0.0172,PLAN,433,0.000,0.000,0,nan,0.000,3486,3486,22335,7642,4,180,1.579,0,none
38.801,-0.193,0.150,-0.0017,8.000,0.000,1,0.000,0.000,0.002,-0.008,0.023,-0.093,-0.0165,PLAN,421,0.000,0.000,0,nan,0.000,3518,3518,22294,7639,4,180,0.973,0,none
39.000,-0.190,0.151,0.0006,8.000,0.000,1,0.000,0.000,0.001,-0.003,0.024,-0.090,-0.0191,PLAN,428,0.000,0.000,0,nan,0.000,3567,3567,22252,7618,4,180,0.865,0,none
39.201,-0.185,0.152,0.0005,8.000,0.000,1,0.000,0.000,0.001,0.003,0.026,-0.085,-0.0191,PLAN,444,0.000,0.000,0,nan,0.000,3567,3567,22252,7595,4,180,0.865,0,none
39.401,-0.185,0.152,0.0005,8.000,0.000,1,0.000,0.000,0.001,0.003,0.026,-0.085,-0.0191,PLAN,444,0.000,0.000,0,nan,0.000,3567,3567,22240,7595,4,180,0.865,0,none
39.601,-0.177,0.155,0.0006,8.000,0.000,1,0.000,0.000,0.000,0.012,0.028,-0.077,-0.0195,PLAN,445,0.000,0.000,0,nan,0.000,3567,3567,22240,7530,4,180,0.865,0,none
39.801,-0.177,0.155,0.0006,8.000,0.000,1,0.000,0.000,0.000,0.012,0.028,-0.077,-0.0195,PLAN,445,0.000,0.000,0,nan,0.000,3567,3567,22240,7530,4,180,0.865,0,none
40.000,-0.166,0.161,0.0014,8.000,0.000,1,0.000,0.000,-0.000,-0.005,0.035,-0.066,-0.0212,PLAN,445,0.000,0.000,0,nan,0.000,3613,3613,22196,7530,5,225,0.781,0,none
40.200,-0.162,0.159,0.0004,8.000,0.000,1,0.000,0.000,0.000,-0.001,0.033,-0.063,-0.0199,PLAN,421,0.000,0.000,0,nan,0.000,3604,3604,22196,7551,5,225,0.781,0,none
40.401,-0.155,0.163,-0.0015,8.000,0.000,1,0.000,0.000,0.003,0.005,0.037,-0.055,-0.0184,PLAN,421,0.000,0.000,0,nan,0.000,3605,3605,22148,7551,5,225,0.573,0,none
40.600,-0.150,0.164,0.0005,8.000,0.000,1,0.000,0.000,-0.000,-0.008,0.038,-0.050,-0.0206,PLAN,429,0.000,0.000,0,nan,0.000,3605,3605,22170,7562,5,225,0.573,0,none
40.800,-0.144,0.165,0.0006,8.000,0.000,1,0.000,0.000,-0.001,-0.016,0.039,-0.044,-0.0209,PLAN,417,0.000,0.000,0,nan,0.000,3605,3605,22170,7552,5,225,0.573,0,none
41.000,-0.144,0.165,0.0006,8.000,0.000,1,0.000,0.000,-0.001,-0.016,0.039,-0.044,-0.0209,PLAN,417,0.000,0.000,0,nan,0.000,3626,3626,22170,7552,5,225,0.573,0,none
41.201,-0.147,0.165,-0.0021,8.000,0.000,1,0.000,0.000,-0.002,0.005,0.039,-0.047,-0.0181,PLAN,417,0.000,0.000,0,nan,0.000,3633,3633,22215,7552,5,225,0.582,0,none
41.401,-0.145,0.167,-0.0016,8.000,0.000,1,0.000,0.000,-0.000,-0.003,0.042,-0.046,-0.0190,PLAN,433,0.000,0.000,0,nan,0.000,3641,3641,22220,7583,5,210,1.289,0,none
41.601,-0.145,0.168,0.0007,8.000,0.000,1,0.000,0.000,-0.000,0.002,0.042,-0.045,-0.0213,PLAN,442,0.000,0.000,0,nan,0.000,3641,3641,22220,7577,5,210,1.289,0,none
41.800,-0.152,0.167,-0.0024,8.000,0.000,1,0.000,0.000,-0.001,-0.013,0.041,-0.052,-0.0181,PLAN,442,0.000,0.000,0,nan,0.000,3568,3568,22268,7577,5,215,1.139,0,none
42.000,-0.158,0.167,-0.0029,8.000,0.000,1,0.000,0.000,-0.000,0.011,0.041,-0.058,-0.0176,PLAN,427,0.000,0.000,0,nan,0.000,3510,3510,22309,7613,6,270,1.144,0,none
42.200,-0.162,0.169,-0.0004,8.000,0.000,1,0.000,0.000,0.002,-0.008,0.042,-0.062,-0.0202,PLAN,425,0.000,0.000,0,nan,0.000,3510,3510,22309,7650,6,270,1.144,0,none
42.400,-0.162,0.169,0.0018,8.000,0.000,1,0.000,0.000,0.001,0.015,0.043,-0.062,-0.0225,PLAN,415,0.000,0.000,0,nan,0.000,3470,3470,22383,7681,6,270,1.144,0,none
42.602,-0.168,0.168,0.0012,8.000,0.000,1,0.000,0.000,0.001,0.001,0.042,-0.068,-0.0218,PLAN,415,0.000,0.000,0,nan,0.000,3463,3463,22380,7687,7,315,1.183,0,none
42.801,-0.172,0.167,0.0017,8.000,0.000,1,0.000,0.000,0.001,0.016,0.041,-0.072,-0.0221,PLAN,413,0.000,0.000,0,nan,0.000,3463,3463,22386,7672,8,360,1.560,0,none
43.001,-0.176,0.166,0.0014,8.000,0.000,1,0.000,0.000,0.002,0.002,0.040,-0.076,-0.0218,PLAN,424,0.000,0.000,0,nan,0.000,3460,3460,22386,7692,8,360,1.560,0,none
43.201,-0.176,0.166,0.0014,8.000,0.000,1,0.000,0.000,0.002,0.002,0.040,-0.076,-0.0218,PLAN,424,0.000,0.000,0,nan,0.000,3452,3452,22364,7692,7,315,0.970,0,none
43.400,-0.181,0.164,0.0016,8.000,0.000,1,0.000,0.000,0.001,0.015,0.037,-0.081,-0.0216,PLAN,423,0.000,0.000,0,nan,0.000,3452,3452,22364,7664,6,270,0.861,0,none
43.601,-0.180,0.164,-0.0006,8.000,0.000,1,0.000,0.000,0.003,-0.001,0.037,-0.080,-0.0194,PLAN,423,0.000,0.000,0,nan,0.000,3445,3445,22341,7664,6,270,0.904,0,none
43.801,-0.183,0.160,-0.0019,8.000,0.000,1,0.000,0.000,0.001,0.004,0.034,-0.084,-0.0177,PLAN,422,0.000,0.000,0,nan,0.000,3457,3457,22324,7619,6,270,0.973,0,none
44.000,-0.182,0.158,0.0009,8.000,0.000,1,0.000,0.000,0.001,-0.021,0.032,-0.082,-0.0203,PLAN,446,0.000,0.000,0,nan,0.000,3457,3457,22324,7658,6,270,0.973,0,none
44.201,-0.182,0.159,-0.0011,8.000,0.000,1,0.000,0.000,0.001,0.009,0.032,-0.082,-0.0183,PLAN,446,0.000,0.000,0,nan,0.000,3452,3452,22239,7658,6,270,0.973,0,none
44.401,-0.180,0.157,0.0006,8.000,0.000,1,0.000,0.000,0.000,-0.001,0.030,-0.080,-0.0197,PLAN,426,0.000,0.000,0,nan,0.000,3466,3466,22174,7544,6,270,1.225,0,none
44.601,-0.178,0.155,0.0009,8.000,0.000,1,0.000,0.000,-0.000,-0.006,0.029,-0.078,-0.0199,PLAN,426,0.000,0.000,0,nan,0.000,3497,3497,22175,7544,6,270,1.225,0,none
44.800,-0.174,0.153,0.0003,8.000,0.000,1,0.000,0.000,0.000,0.008,0.026,-0.074,-0.0190,PLAN,440,0.000,0.000,0,nan,0.000,3497,3497,22175,7549,5,225,1.537,0,none
45.001,-0.173,0.152,0.0003,8.000,0.000,1,0.000,0.000,0.000,0.008,0.026,-0.073,-0.0189,PLAN,453,0.000,0.000,0,nan,0.000,3497,3497,22175,7544,3,135,1.537,0,none
45.201,-0.173,0.152,0.0003,8.000,0.000,1,0.000,0.000,0.000,0.008,0.026,-0.073,-0.0189,PLAN,453,0.000,0.000,0,nan,0.000,3497,3497,22175,7544,3,135,1.537,0,none
45.400,-0.173,0.152,0.0003,8.000,0.000,1,0.000,0.000,0.000,0.008,0.026,-0.073,-0.0189,PLAN,453,0.000,0.000,0,nan,0.000,3591,3591,22175,7544,3,130,1.537,0,none
45.600,-0.173,0.152,0.0003,8.000,0.000,1,0.000,0.000,0.000,0.008,0.026,-0.073,-0.0189,PLAN,453,0.000,0.000,0,nan,0.000,3591,3591,22128,7544,4,180,1.346,0,none
45.801,-0.142,0.149,0.0000,8.000,0.000,1,0.000,0.000,-0.001,-0.012,0.023,-0.042,-0.0183,PLAN,453,0.000,0.000,0,nan,0.000,3599,3599,22132,7509,5,225,0.946,0,none
46.001,-0.137,0.146,-0.0009,8.000,0.000,1,0.000,0.000,-0.001,-0.005,0.021,-0.037,-0.0171,PLAN,439,0.000,0.000,0,nan,0.000,3599,3599,22134,7557,5,225,0.946,0,none
46.200,-0.135,0.146,0.0004,8.000,0.000,1,0.000,0.000,-0.001,0.009,0.020,-0.035,-0.0183,PLAN,422,0.000,0.000,0,nan,0.000,3615,3615,22134,7553,5,225,0.946,0,none
46.401,-0.135,0.146,0.0004,8.000,0.000,1,0.000,0.000,-0.001,0.009,0.020,-0.035,-0.0183,PLAN,422,0.000,0.000,0,nan,0.000,3626,3626,22134,7553,5,225,0.946,0,none
46.601,-0.135,0.146,0.0004,8.000,0.000,1,0.000,0.000,-0.001,0.009,0.020,-0.035,-0.0183,PLAN,422,0.000,0.000,0,nan,0.000,3626,3626,22134,7553,5,225,0.946,0,none
46.801,-0.145,0.150,-0.0019,8.000,0.000,1,0.000,0.000,-0.001,-0.001,0.024,-0.045,-0.0166,PLAN,422,0.000,0.000,0,nan,0.000,3642,3642,22206,7553,5,225,0.662,0,none
47.001,-0.146,0.151,0.0010,8.000,0.000,1,0.000,0.000,-0.000,0.001,0.025,-0.046,-0.0195,PLAN,430,0.000,0.000,0,nan,0.000,3647,3647,22206,7568,5,220,1.033,0,none
47.200,-0.146,0.151,0.0010,8.000,0.000,1,0.000,0.000,-0.000,0.001,0.025,-0.046,-0.0195,PLAN,430,0.000,0.000,0,nan,0.000,3634,3634,22206,7568,5,225,1.614,0,none
47.401,-0.146,0.151,0.0010,8.000,0.000,1,0.000,0.000,-0.000,0.001,0.025,-0.046,-0.0195,PLAN,430,0.000,0.000,0,nan,0.000,3634,3634,22206,7568,5,225,1.614,0,none
47.601,-0.157,0.151,-0.0013,8.000,0.000,1,0.000,0.000,-0.006,0.001,0.025,-0.057,-0.0172,PLAN,430,0.000,0.000,0,nan,0.000,3540,3540,22318,7568,6,270,1.563,0,none
47.800,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3540,3540,22318,7701,6,270,1.563,0,none
48.001,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3500,3500,22318,7701,5,225,1.563,0,none
48.200,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3500,3500,22318,7701,6,270,1.398,0,none
48.401,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3500,3500,22318,7701,6,270,1.398,0,none
48.601,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3475,3475,22318,7701,5,225,1.111,0,none
48.801,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3475,3475,22318,7701,5,225,0.312,0,none
49.000,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3475,3475,22318,7701,4,180,0.312,0,none
49.201,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3475,3475,22318,7701,4,180,0.312,0,none
49.400,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3464,3464,22318,7701,4,180,0.312,0,none
49.601,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3484,3484,22318,7701,4,180,0.258,0,none
49.800,-0.174,0.168,0.0004,8.000,0.000,1,0.000,0.000,0.001,-0.016,0.042,-0.074,-0.0210,PLAN,428,0.000,0.000,0,nan,0.000,3520,3520,22318,7701,4,180,1.272,0,none
