t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts,left_thrust,right_thrust,safety_stop,path_min_clearance,path_length,raw_obstacle_pts,safety_cloud_pts,lio_input_pts,registered_pts,dynamic_track_count,dynamic_point_count,dynamic_max_speed,goal_accepted,goal_status
54.601,6.955,2.782,0.5543,8.000,0.000,1,0.200,-0.154,0.000,0.028,2.749,7.015,-1.7658,PLAN,54,7.236,19.076,0,15.653,16.330,1213,1213,17107,6227,9,405,1.289,0,none
54.801,6.971,2.787,0.5536,8.000,0.000,1,0.200,-0.157,0.001,0.018,2.755,7.030,-1.7707,PLAN,51,7.236,19.076,0,25.074,16.330,1213,1213,17059,6231,9,405,1.289,0,none
55.000,6.989,2.793,0.5573,8.000,0.000,1,0.200,-0.158,0.002,0.008,2.762,7.048,-1.7808,PLAN,47,7.236,19.076,0,25.070,16.330,1213,1213,17059,6231,9,405,1.289,0,none
55.200,6.998,2.803,0.5589,8.000,0.000,1,0.200,-0.149,0.005,0.008,2.771,7.057,-1.7864,PLAN,54,7.236,19.076,0,22.810,16.081,1210,1210,16995,6187,8,360,1.289,0,none
55.400,7.013,2.805,0.5606,8.000,0.000,1,0.200,-0.150,0.003,0.030,2.774,7.072,-1.7930,PLAN,35,7.236,19.076,0,25.114,16.081,1210,1210,16995,6207,8,360,1.289,0,none
55.601,7.013,2.805,0.5606,8.000,0.000,1,0.200,-0.151,0.003,0.030,2.774,7.072,-1.7930,PLAN,35,7.236,19.076,0,25.114,16.081,1210,1210,16995,6207,8,360,1.289,0,none
55.800,7.013,2.805,0.5606,8.000,0.000,1,0.200,-0.151,0.003,0.030,2.774,7.072,-1.7930,PLAN,35,7.236,19.076,0,25.114,16.081,1210,1210,16995,6207,7,315,1.096,0,none
56.001,7.013,2.805,0.5606,8.000,0.000,1,0.200,-0.151,0.003,0.030,2.774,7.072,-1.7930,PLAN,35,7.236,19.076,0,25.114,16.081,1210,1210,16995,6207,7,315,1.096,0,none
56.200,7.013,2.805,0.5606,8.000,0.000,1,0.200,-0.146,0.003,0.030,2.774,7.072,-1.7930,PLAN,35,7.236,19.076,0,25.085,16.294,1210,1210,16995,6207,7,315,1.096,0,none
56.400,7.103,2.835,0.5728,8.000,0.000,1,0.200,-0.146,0.009,-0.007,2.806,7.161,-1.8372,PLAN,35,7.236,19.076,0,25.085,16.294,1184,1184,16708,6207,5,225,1.096,0,none
56.600,7.308,2.885,0.5763,8.000,0.000,1,0.200,-0.158,-0.002,-0.001,2.863,7.365,-1.9119,PLAN,123,7.236,19.076,0,21.523,16.294,1184,1184,16662,6073,6,270,0.513,0,none
56.800,7.345,2.910,0.5753,8.000,0.000,1,0.200,-0.165,-0.000,0.021,2.888,7.400,-1.9245,PLAN,56,7.236,19.076,0,25.031,16.294,1184,1184,16662,6073,6,270,0.513,0,none
57.001,7.356,2.930,0.5809,8.000,0.000,1,0.200,-0.167,-0.004,-0.000,2.909,7.411,-1.9353,PLAN,55,7.236,19.076,0,22.559,16.294,1138,1138,16615,6028,6,270,0.513,0,none
57.200,7.372,2.939,0.5829,8.000,0.000,1,0.200,-0.167,-0.003,0.006,2.919,7.427,-1.9432,PLAN,61,7.236,19.076,0,22.608,16.618,1138,1138,16615,6005,10,450,0.695,0,none
57.401,7.381,2.948,0.5844,8.000,0.000,1,0.200,-0.147,-0.003,0.004,2.928,7.436,-1.9483,PLAN,61,7.236,19.076,0,22.588,16.618,1138,1138,16615,6005,10,450,0.695,0,none
57.600,7.394,2.972,0.5903,8.000,0.000,1,0.200,-0.149,-0.002,0.003,2.952,7.448,-1.9599,PLAN,60,7.236,19.076,0,22.594,16.618,1138,1138,16612,6027,10,450,0.695,0,none
57.801,7.405,2.973,0.5884,8.000,0.000,1,0.200,-0.149,-0.003,-0.006,2.954,7.458,-1.9616,PLAN,59,7.236,19.076,0,22.666,16.618,1116,1116,16638,6022,9,405,0.695,0,none
58.001,7.420,2.997,0.5911,8.000,0.000,1,0.200,-0.151,0.004,0.018,2.978,7.473,-1.9707,PLAN,56,7.236,19.076,0,22.671,16.618,1116,1116,16653,6049,12,540,0.934,0,none
58.200,7.427,3.009,0.5917,8.000,0.000,1,0.200,-0.151,-0.002,0.001,2.990,7.479,-1.9742,PLAN,56,7.236,19.076,0,22.652,18.050,1134,1134,16681,6049,12,540,0.934,0,none
58.401,7.436,3.019,0.5953,8.000,0.000,1,0.205,-0.100,-0.000,0.015,3.001,7.488,-1.9813,PLAN,62,7.523,19.833,0,22.598,18.050,1134,1134,16681,6075,8,360,1.119,0,none
58.601,7.441,3.029,0.5972,8.000,0.000,1,0.202,-0.100,-0.001,0.015,3.011,7.493,-1.9856,PLAN,53,7.334,19.335,0,25.297,18.050,1134,1134,16681,6075,8,360,1.119,0,none
58.801,7.447,3.042,0.5992,8.000,0.000,1,0.200,-0.101,0.000,0.019,3.024,7.499,-1.9904,PLAN,53,7.236,19.076,0,25.297,18.050,1110,1110,16722,6075,8,360,1.119,0,none
59.000,7.458,3.054,0.6013,8.000,0.000,1,0.200,-0.101,-0.000,0.034,3.036,7.509,-1.9965,PLAN,41,7.236,19.076,0,22.659,18.050,1110,1110,16722,6078,10,435,2.470,0,none
59.200,7.464,3.063,0.6006,8.000,0.000,1,0.200,-0.109,0.001,0.013,3.046,7.515,-1.9982,PLAN,60,7.236,19.076,0,22.670,18.107,1110,1110,16722,6098,9,385,2.470,0,none
59.400,7.468,3.070,0.6030,8.000,0.000,1,0.200,-0.110,0.002,0.013,3.053,7.518,-2.0020,PLAN,60,7.236,19.076,0,22.650,18.107,1115,1115,16722,6098,9,385,2.470,0,none
59.600,7.486,3.095,0.6102,8.000,0.000,1,0.200,-0.110,0.015,-0.004,3.078,7.536,-2.0165,PLAN,60,7.236,19.076,0,22.650,18.107,1129,1129,16797,6098,9,385,2.470,0,none
59.800,7.495,3.133,0.6117,8.000,0.000,1,0.200,-0.115,0.001,0.030,3.116,7.544,-2.0228,PLAN,47,7.236,19.076,0,25.297,18.107,1145,1145,16836,6119,10,430,2.470,0,none
60.001,7.505,3.147,0.6117,8.000,0.000,1,0.200,-0.118,0.001,0.016,3.130,7.554,-2.0266,PLAN,47,7.236,19.076,0,25.262,18.107,1145,1145,16836,6119,10,430,2.470,0,none
60.201,7.512,3.156,0.6123,8.000,0.000,1,0.200,-0.118,0.002,0.018,3.140,7.560,-2.0298,PLAN,49,7.236,19.076,0,25.190,16.808,1145,1145,16836,6157,8,340,2.326,0,none
60.400,7.511,3.159,0.6131,8.000,0.000,1,0.200,-0.148,0.001,0.015,3.143,7.559,-2.0303,PLAN,55,7.236,19.076,0,22.726,16.808,1145,1145,16836,6134,8,340,2.326,0,none
60.600,7.511,3.159,0.6131,8.000,0.000,1,0.200,-0.148,0.001,0.015,3.143,7.559,-2.0303,PLAN,55,7.236,19.076,0,22.726,16.808,1145,1145,16836,6134,8,340,2.326,0,none
60.801,7.544,3.204,0.6203,8.000,0.000,1,0.200,-0.148,0.005,0.025,3.189,7.591,-2.0498,PLAN,55,7.236,19.076,0,22.726,16.808,1145,1145,16894,6134,8,340,2.326,0,none
61.000,7.575,3.205,0.6229,8.000,0.000,1,0.200,-0.154,0.012,0.005,3.191,7.621,-2.0617,PLAN,55,7.236,19.076,0,25.344,16.808,1145,1145,16840,6157,7,295,2.326,0,none
61.201,7.610,3.236,0.6269,8.000,0.000,1,0.200,-0.155,0.101,0.000,3.223,7.656,-2.0777,PLAN,57,7.236,19.076,0,22.878,18.010,1145,1145,16830,6143,4,155,2.326,0,none
61.401,7.650,3.244,0.6292,8.000,0.000,1,0.200,-0.139,0.161,-0.015,3.232,7.696,-2.0927,PLAN,57,7.236,19.076,0,22.859,18.010,1145,1145,16818,6143,4,155,2.326,0,none
61.601,7.676,3.253,0.6291,8.000,0.000,1,0.200,-0.140,0.262,0.024,3.242,7.721,-2.1007,PLAN,54,7.236,19.076,0,23.044,18.010,1165,1165,16818,6140,3,110,2.326,0,none
61.800,7.722,3.271,0.6299,8.000,0.000,1,0.200,-0.143,0.327,0.039,3.261,7.767,-2.1160,PLAN,47,7.236,19.076,0,25.185,18.010,1165,1165,16818,6128,3,110,2.326,0,none
62.001,7.833,3.324,0.6339,8.000,0.000,1,0.200,-0.143,0.348,0.002,3.317,7.876,-2.1545,PLAN,47,7.236,19.076,0,25.185,18.010,1154,1154,16674,6128,8,335,2.326,0,none
62.201,7.875,3.317,0.6357,8.000,0.000,1,0.200,-0.150,0.360,0.046,3.312,7.918,-2.1689,PLAN,38,7.236,19.076,0,25.083,18.010,1154,1154,16674,6074,8,360,2.020,0,none
62.400,7.950,3.344,0.6373,8.000,0.000,1,0.200,-0.150,0.352,0.024,3.340,7.992,-2.1930,PLAN,38,7.236,19.076,0,25.085,17.205,1129,1129,16542,6074,8,360,2.020,0,none
62.601,7.967,3.353,0.6405,8.000,0.000,1,0.200,-0.155,0.301,0.013,3.350,8.009,-2.2014,PLAN,42,7.236,19.076,0,22.554,17.205,1148,1148,16454,6013,8,360,2.020,0,none
62.800,7.974,3.347,0.6438,8.000,0.000,1,0.200,-0.155,0.002,-0.008,3.345,8.016,-2.2069,PLAN,42,7.236,19.076,0,22.554,17.205,1148,1148,16454,6013,9,405,2.020,0,none
63.001,7.981,3.339,0.6422,8.000,0.000,1,0.200,-0.156,-0.003,-0.008,3.337,8.023,-2.2073,PLAN,62,7.236,19.076,0,22.650,17.205,1148,1148,16454,5980,9,405,2.020,0,none
63.200,7.981,3.339,0.6422,8.000,0.000,1,0.200,-0.155,-0.003,-0.008,3.337,8.023,-2.2074,PLAN,62,7.236,19.076,0,22.656,17.205,1129,1129,16454,5980,9,405,2.020,0,none
63.400,8.011,3.407,0.6526,8.000,0.000,1,0.200,-0.151,0.083,-0.008,3.406,8.051,-2.2266,PLAN,62,7.236,19.076,0,22.672,17.247,1101,1101,16326,5980,11,495,2.020,0,none
63.600,8.113,3.425,0.6507,8.000,0.000,1,0.200,-0.157,0.364,-0.006,3.427,8.152,-2.2544,PLAN,62,7.236,19.076,0,22.672,17.247,1101,1101,16326,5980,11,495,2.020,0,none
63.800,8.158,3.445,0.6543,8.000,0.000,1,0.200,-0.158,0.380,0.007,3.448,8.197,-2.2708,PLAN,66,7.236,19.076,0,22.602,17.247,1101,1101,16326,5924,11,495,2.020,0,none
64.001,8.159,3.456,0.6530,8.000,0.000,1,0.200,-0.160,0.371,0.029,3.459,8.198,-2.2699,PLAN,66,7.236,19.076,0,22.662,17.247,1101,1101,16326,5921,11,495,2.020,0,none
64.200,8.164,3.460,0.6532,8.000,0.000,1,0.200,-0.161,0.379,0.029,3.463,8.203,-2.2714,PLAN,66,7.236,19.076,0,22.586,17.247,1084,1084,16239,5921,10,450,1.908,0,none
64.400,8.240,3.532,0.6584,8.000,0.000,1,0.200,-0.167,0.005,0.019,3.538,8.276,-2.2970,PLAN,77,7.236,19.076,0,22.857,18.931,1084,1084,16239,5906,8,360,1.781,0,none
64.601,8.234,3.545,0.6635,8.000,0.000,1,0.200,-0.134,-0.004,0.010,3.551,8.270,-2.3002,PLAN,77,7.236,19.076,0,22.846,18.931,1104,1104,16212,5906,8,360,1.781,0,none
64.801,8.233,3.548,0.6611,8.000,0.000,1,0.200,-0.134,-0.002,-0.007,3.553,8.269,-2.2975,PLAN,71,7.236,19.076,0,22.799,18.931,1104,1104,16212,5893,8,360,1.238,0,none
65.000,8.233,3.548,0.6611,8.000,0.000,1,0.200,-0.134,-0.002,-0.007,3.553,8.269,-2.2975,PLAN,71,7.236,19.076,0,22.799,18.931,1104,1104,16374,5893,8,360,1.238,0,none
65.201,8.246,3.584,0.6660,8.000,0.000,1,0.200,-0.137,0.005,0.011,3.590,8.281,-2.3054,PLAN,77,7.236,19.076,0,22.861,18.931,1104,1104,16374,5966,6,270,1.238,0,none
65.401,8.241,3.604,0.6692,8.000,0.000,1,0.200,-0.137,-0.003,0.011,3.610,8.275,-2.3068,PLAN,77,7.236,19.076,0,22.867,17.697,1104,1104,16374,5966,6,270,1.238,0,none
65.601,8.248,3.644,0.6707,8.000,0.000,1,0.200,-0.150,0.012,-0.004,3.650,8.281,-2.3094,PLAN,77,7.236,19.076,0,22.867,17.697,1028,1028,16428,5966,6,270,1.238,0,none
65.800,8.245,3.693,0.6726,8.000,0.000,1,0.200,-0.153,-0.011,0.030,3.699,8.277,-2.3097,PLAN,41,7.236,19.076,0,22.704,17.697,1028,1028,16438,6011,6,270,1.238,0,none
66.000,8.245,3.693,0.6726,8.000,0.000,1,0.200,-0.153,-0.011,0.030,3.699,8.277,-2.3097,PLAN,41,7.236,19.076,0,22.704,17.697,1018,1018,16438,6011,7,315,0.621,0,none
66.200,8.253,3.735,0.6793,8.000,0.000,1,0.200,-0.154,0.021,0.034,3.741,8.283,-2.3177,PLAN,34,7.236,19.076,0,25.330,17.697,1007,1007,16438,5997,7,315,1.666,0,none
66.401,8.248,3.758,0.6777,8.000,0.000,1,0.200,-0.157,0.013,0.034,3.764,8.277,-2.3144,PLAN,55,7.236,19.076,0,22.695,20.405,1023,1023,16446,6027,8,360,1.975,0,none
66.601,8.246,3.821,0.6830,8.000,0.000,1,0.200,-0.134,0.001,0.019,3.826,8.273,-2.3180,PLAN,55,7.236,19.076,0,22.682,20.405,1026,1026,16485,6027,8,360,1.975,0,none
66.800,8.260,3.823,0.6846,8.000,0.000,1,0.200,-0.134,0.004,0.000,3.829,8.287,-2.3231,PLAN,48,7.236,19.076,0,22.692,20.405,1026,1026,16485,5978,8,360,1.847,0,none
67.000,8.258,3.827,0.6853,8.000,0.000,1,0.200,-0.135,0.001,-0.013,3.833,8.285,-2.3234,PLAN,51,7.236,19.076,0,25.242,20.405,1129,1129,16485,5987,8,360,1.715,0,none
67.200,8.258,3.827,0.6853,8.000,0.000,1,0.200,-0.135,0.001,-0.013,3.833,8.285,-2.3234,PLAN,51,7.236,19.076,0,25.242,20.405,1129,1129,16485,5987,8,360,1.715,0,none
67.400,8.258,3.827,0.6853,8.000,0.000,1,0.200,-0.135,0.001,-0.013,3.833,8.285,-2.3234,PLAN,51,7.236,19.076,0,25.262,18.089,1129,1129,16485,5987,8,360,1.715,0,none
67.600,8.258,3.827,0.6853,8.000,0.000,1,0.200,-0.143,0.001,-0.013,3.833,8.285,-2.3234,PLAN,51,7.236,19.076,0,25.262,18.089,1129,1129,16485,5987,8,360,1.715,0,none
67.801,8.325,3.900,0.7026,8.000,0.000,1,0.200,-0.143,0.014,0.006,3.908,8.350,-2.3565,PLAN,51,7.236,19.076,0,25.262,18.089,1063,1063,16552,5987,7,315,1.715,0,none
68.000,8.426,3.869,0.7007,8.000,0.000,1,0.200,-0.152,-0.000,0.019,3.880,8.452,-2.3813,PLAN,45,7.236,19.076,0,19.682,18.089,1063,1063,16552,6050,6,270,1.423,0,none
68.200,8.437,3.869,0.7006,8.000,0.000,1,0.200,-0.153,-0.000,0.019,3.880,8.463,-2.3838,PLAN,45,7.236,19.076,0,19.642,18.089,1063,1063,16552,6050,6,270,1.423,0,none
68.400,8.437,3.869,0.7006,8.000,0.000,1,0.200,-0.153,-0.000,0.019,3.880,8.463,-2.3838,PLAN,45,7.236,19.076,0,19.659,18.881,1079,1079,16425,6050,6,270,1.423,0,none
68.601,8.555,3.894,0.7063,8.000,0.000,1,0.200,-0.155,0.421,0.027,3.909,8.580,-2.4188,PLAN,48,7.236,19.076,0,23.078,18.881,1073,1073,16368,5981,8,360,1.003,0,none
68.800,8.641,3.899,0.7051,8.000,0.000,1,0.200,-0.157,0.458,0.032,3.917,8.666,-2.4389,PLAN,48,7.236,19.076,0,22.988,18.881,1073,1073,16368,5981,10,450,1.003,0,none
69.000,8.662,3.901,0.7082,8.000,0.000,1,0.200,-0.159,0.481,0.015,3.919,8.687,-2.4471,PLAN,46,7.236,19.076,0,22.709,18.881,1013,1013,16191,5964,10,450,1.003,0,none
